username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
alavimir;2020-06-22 11:16;1;18;"Excited to be presenting our recent paper on enabling cell type classification across various heterogenous batches of scRNA-seq data (scDGN) at # RECOMB2020 today at 3pm EST. Many great talks today, see you there!";;;#;"1275085155129008132";https://twitter.com/alavimir/status/1275085155129008132
BajayStephanie;2020-06-22 10:39;2;6;"Joing the # free # virtual edition of # RECOMB2020: 24TH INTERNATIONAL CONFERENCE ON RESEARCH IN COMPUTATIONAL MOLECULAR BIOLOGY. @ recomb2020 https://www.recomb2020.org";;@;# # #;"1275076053908635649";https://twitter.com/BajayStephanie/status/1275076053908635649
VDumeaux;2020-06-22 10:18;0;1;"It works. Thank you!";;;;"1275070714043789314";https://twitter.com/VDumeaux/status/1275070714043789314
VDumeaux;2020-06-22 10:03;0;1;"I also registered but did not receive a zoom link.";;;;"1275066998288814081";https://twitter.com/VDumeaux/status/1275066998288814081
gacatag;2020-06-22 09:53;1;2;"# RECOMB2020 begins. 1st keynote speaker, Manuela Helmer, presented about lncRNA function discovery and 2ndary # RNA structure modeling.pic.twitter.com/bkLLy1z1WL";;;# #;"1275064383337447425";https://twitter.com/gacatag/status/1275064383337447425
TastanOznur;2020-06-22 09:38;1;37;"She is quite excited by lncRNAs. # RECOMB2020 pic.twitter.com/14qDIwO85J";;;#;"1275060568420790273";https://twitter.com/TastanOznur/status/1275060568420790273
alexisvdb;2020-06-22 09:25;0;1;"@ recomb2020 I signed up for # RECOMB2020 but I am living in Japan. The time difference is a bit painful... Is there a way to watch the presentations later? (on the website, or youtube, etc)";;@;#;"1275057241410822144";https://twitter.com/alexisvdb/status/1275057241410822144
ChelemResearch;2020-06-22 09:22;1;2;"We're spending this week virtually hanging out at # RECOMB2020. Give a wave if you're there too!";;;#;"1275056486951993344";https://twitter.com/ChelemResearch/status/1275056486951993344
bbglab;2020-06-22 09:19;3;19;"Today our PhD student @ pepeb_5 will present the work performed alongside Nico Borgsmüller at # RECOMB2020 Stay tuned at 10 pm (EET)!! https://doi.org/10.1101/2020.01.15.907345 …";;@;#;"1275055866430046209";https://twitter.com/bbglab/status/1275055866430046209
Quizzomaniac;2020-06-22 09:19;1;3;"An interesting take on how lncRNAs can have functions... # recomb2020 https://twitter.com/recomb2020/status/1275051683228397571 …";;;#;"1275055689098985472";https://twitter.com/Quizzomaniac/status/1275055689098985472
grytesatas;2020-06-22 09:13;6;18;"Excited to present our recent work on single-cell tumor phylogeny inference at # RECOMB2020 at 5pm (EST) today (available virtually with free registration)! I'll present our algorithm SCARLET which integrates SNV and CNA data for phylogeny reconstruction: https://www.sciencedirect.com/science/article/pii/S2405471220301150 …";;;#;"1275054369491374080";https://twitter.com/grytesatas/status/1275054369491374080
Winter_Madness_;2020-06-22 09:04;1;7;"RNA secondary structure: chasing functions for lncRNAs # RECOMB2020 pic.twitter.com/6wVTu6zofq";;;#;"1275052097604550658";https://twitter.com/Winter_Madness_/status/1275052097604550658
recomb2020;2020-06-22 09:03;2;28;"The first # keynote talk "RNA secondary structure: chasing functions for lncRNAs" by Manuela Helmer-Citterich is live now! # recomb2020 pic.twitter.com/TerlaBfOIV";;;# #;"1275051683228397571";https://twitter.com/recomb2020/status/1275051683228397571
krassowski_m;2020-06-22 08:58;0;5;"# recomb2020 is starting NOW";;;#;"1275050541392039936";https://twitter.com/krassowski_m/status/1275050541392039936
Quizzomaniac;2020-06-22 08:51;0;1;"And so it begins! @ recomb2020 # recomb2020";;@;#;"1275048757311176707";https://twitter.com/Quizzomaniac/status/1275048757311176707
ANUJSIN64421818;2020-06-22 08:44;0;1;"About to start in a minute!!! # RECOMB2020 # Virtualhttps://twitter.com/recomb2020/status/1275004931578253312 …";;;# #;"1275047124674031620";https://twitter.com/ANUJSIN64421818/status/1275047124674031620
recomb2020;2020-06-22 05:57;12;29;"# RECOMB2020 starts today with an exciting program and more than 3300 registered attendees (you can still register here https://www.recomb2020.org/registration !) Let us know what are your favorite moments through our official hashtag # RECOMB2020 !";;;# #;"1275004931578253312";https://twitter.com/recomb2020/status/1275004931578253312
ShadiShafighi;2020-06-22 05:38;0;4;"looking forward to hearing your talk! # RECOMB2020 https://twitter.com/pepeb_5/status/1274991316867461125 …";;;#;"1275000117653880837";https://twitter.com/ShadiShafighi/status/1275000117653880837
hania_kranas;2020-06-22 05:08;1;12;"Interested in single cell mutations analysis and/or clustering? If you're joining @ recomb2020 today, definitely tune in for this presentation, amazing piece of work! # RECOMB2020 https://twitter.com/pepeb_5/status/1274991316867461125 …";;@;#;"1274992687062691846";https://twitter.com/hania_kranas/status/1274992687062691846
pepeb_5;2020-06-22 05:03;12;42;"Really happy to have the opportunity to give a talk at # RECOMB2020 today. I will present the work Nico Borgsmüler and I have performed on a new method to cluster single cell mutation profiles. Stay tuned at 10 pm (EET)! @ bbglab @ cbg_ethz @ IRBBarcelonahttps://bit.ly/38138Vb";;@ @ @;#;"1274991316867461125";https://twitter.com/pepeb_5/status/1274991316867461125
2YasmineMANSOUR;2020-06-22 03:46;0;3;"And it is a wonderful completely new experience so far.. Even before the actual beginning of the event # VirtualConference via the @ WhovaSupport app is just wow Thank you @ recomb2020 https://twitter.com/recomb2020/status/1273629235261906944 …";;@ @;#;"1274971909977968640";https://twitter.com/2YasmineMANSOUR/status/1274971909977968640
santanalele_;2020-06-22 02:25;0;1;"Will the talks be made available to be watched on demand? That would be fab! Thanks :)";;;;"1274951748247891971";https://twitter.com/santanalele_/status/1274951748247891971
tisimpson;2020-06-22 00:30;0;0;"@ BioMedAI_CDT";;@;;"1274922574636560384";https://twitter.com/tisimpson/status/1274922574636560384
d_kihara;2020-06-21 15:34;2;3;"Join us at RECOMB, which starts tomorrow, Mon 6/22. This year it is a virtual conference and registration is free! I'll chair the first session tomorrow morning. @ recomb2020 https://www.recomb2020.org/";;@;;"1274787881157042177";https://twitter.com/d_kihara/status/1274787881157042177
hendrick0403;2020-06-21 09:51;0;6;"it's a good start to be involved in this # RECOMB2020 virtual conference via # Whova event app http://whova.com/whova-event-app/ …pic.twitter.com/X1VA73jwYm – bei 臺北醫學大學大安校區";;;# #;"1274701404607676416";https://twitter.com/hendrick0403/status/1274701404607676416
danfdeblasio;2020-06-20 11:58;10;32;"Join us on Wednesday at @ recomb2020 for a discussion on the Future of Algorithms in Biology with panelist @ BenLangmead, Caroline Uhler, @ OlgaTroyanskaya, @ OrensteinYaron & @ jeanphi_vert. Info athttps://www.recomb2020.org/future-of-algorithms-in-biology …";;@ @ @ @ @;;"1274371019877343233";https://twitter.com/danfdeblasio/status/1274371019877343233
Arvind_k_Iyer;2020-06-19 10:46;1;7;"Awseome & intresenting talk by @ MillerLab4 @ recomb2020 # recombccb2020 # science # cancer # tumor # immune # research # excited # learning # onlineconference # Day2pic.twitter.com/znEwWKpanw";;@ @;# # # # # # # # # #;"1273990589382606850";https://twitter.com/Arvind_k_Iyer/status/1273990589382606850
WeiweiBian;2020-06-19 09:10;1;6;"# RECOMBCCB2020 Exciting online event! @ recomb2020 pic.twitter.com/SEu1n6Cm9P";;@;#;"1273966290508660736";https://twitter.com/WeiweiBian/status/1273966290508660736
pavel_avdeyev;2020-06-18 18:29;0;1;"Your guess about last year is close to the real number.";;;;"1273744681902526465";https://twitter.com/pavel_avdeyev/status/1273744681902526465
Quizzomaniac;2020-06-18 15:14;0;3;"I've three lined up this week - all of them free # AACR2020 # eacrvirtualcongress # recomb2020";;;# # #;"1273695578002784257";https://twitter.com/Quizzomaniac/status/1273695578002784257
gunesaynasinda;2020-06-18 14:23;1;12;"# RECOMB2020 is still happening! I will be speaking on Wednesday, June 24th during the Sequencing & Assembly session about our recent work with Bonnie Berger and @ OrensteinYaron (who is also a panelist) on computing small universal hitting sets. Registration is free!https://twitter.com/recomb2020/status/1259794333387165703 …";;@;#;"1273682833849057280";https://twitter.com/gunesaynasinda/status/1273682833849057280
serghei_mangul;2020-06-18 14:00;0;1;"Wow! 2800 participants! How many were last year? Probably <500";;;;"1273676974213365760";https://twitter.com/serghei_mangul/status/1273676974213365760
gerlach_d;2020-06-18 13:02;1;4;"Just realized that the # AACR20 Annual Meeting 2020 https://www.aacr.org/meeting/aacr-annual-meeting-2020/ … and the # RECOMB2020 International Conference on Research in Computational Molecular Biology https://www.recomb2020.org/ overlap next week. Thanks to the virtual format, you can attend both meetings ;-)";;;# #;"1273662503902425088";https://twitter.com/gerlach_d/status/1273662503902425088
crashius;2020-06-18 12:00;1;5;"@CakmakcDoruk of Ciceklab has presented our work on an ML-based approach to predict left over tumor tissue during glioma surgeries to give online feedback to neurosurgeons @ recomb2020-CCB. A collaboration with Namer Lab @ mnmsPlatform. We could all be in sigh.pic.twitter.com/VUsyE6YP4M";;@CakmakcDoruk @ @;;"1273646728948920321";https://twitter.com/crashius/status/1273646728948920321
iScience_CP;2020-06-18 12:00;5;7;"Speedup trajectory inference and detection of cell types in # singlecell RNA-Seq with new # method Sphetcher https://bit.ly/30SGcFM , # bioinformatics @ StefanCanzar @ RECOMB2020 @ RECOMBseq # Editor @ tonzanipic.twitter.com/DJKOdc27oY";;@ @ @ @;# # # #;"1273646685495967745";https://twitter.com/iScience_CP/status/1273646685495967745
krassowski_m;2020-06-18 11:26;2;11;"Also a very smooth transition to the following talk (on PAMOGK, http://www.biorxiv.org/content/10.1101/834168v1 …) which used the benchmark of the previous speaker (http://academic.oup.com/nar/article/46/20/10546/5123392 …) to compare their new algorithm against the results of previous methods - just perfect :) # recombccb2020 @ recomb2020";;@;#;"1273638259973918720";https://twitter.com/krassowski_m/status/1273638259973918720
hajirasouliha;2020-06-18 11:16;3;11;"Halil Ibrahim Kuru @ hllibrhmkuru from @ TastanOznur group is discussing their new algorithm PRER at the virtual # recombccb2020 @ recomb2020 their preprint is available on biorxiv. pic.twitter.com/Y0o3BbbjMN";;@ @ @;#;"1273635609295323136";https://twitter.com/hajirasouliha/status/1273635609295323136
Quizzomaniac;2020-06-18 11:09;0;2;"A poster from # MFMLab has been accepted to # Recomb2020 - wish we had the chance to go to # Padua # Italy, but still happy about the # VirtualEvent nevertheless. @ rajeshdetroja @ Milana_FM and Sumit Mukherjee.";;@ @;# # # # #;"1273634064021573640";https://twitter.com/Quizzomaniac/status/1273634064021573640
Quizzomaniac;2020-06-18 11:06;1;4;"Once # EACRvirtualcongress is done this week, there's @ recomb2020 to look forward to next week, followed by # AACR later in the month. Would definitely not have made it to all 3. # VirtualConferences FTW. @ AACR # Recomb2020 https://twitter.com/recomb2020/status/1273629235261906944 …";;@ @;# # # #;"1273633294744268806";https://twitter.com/Quizzomaniac/status/1273633294744268806
scientistvan;2020-06-18 10:55;0;1;"Free virtual conference for anyone interested in learning more about applications and methods in Computational Biology # RECOMB2020 https://twitter.com/recomb2020/status/1273629235261906944 …";;;#;"1273630523546636288";https://twitter.com/scientistvan/status/1273630523546636288
recomb2020;2020-06-18 10:50;45;103;"We are really excited to announce that more than 2800 attendees signed-up for the # free # virtual edition of # RECOMB2020! Detailed instructions on how to join the event will be sent to you soon. Moreover, registration is still open! See our website: https://www.recomb2020.org/registration";;;# # #;"1273629235261906944";https://twitter.com/recomb2020/status/1273629235261906944
Arvind_k_Iyer;2020-06-18 10:06;3;5;"Interesting talk by @ MariaRoCompBio for @ recomb2020 # recombccb2020 # science # cancer # research # excited # learning # onlineconference pic.twitter.com/L9ngLdA5TQ";;@ @;# # # # # # #;"1273618011417645058";https://twitter.com/Arvind_k_Iyer/status/1273618011417645058
krassowski_m;2020-06-18 09:00;0;1;"@ recomb2020 I registered for both the main conference back in May and for the CCB satellite this week, but have not received the zoom link for either. Is this a problem at my end or are you still to send those out?";;@;;"1273601572728168448";https://twitter.com/krassowski_m/status/1273601572728168448
rosi_mosqueta;2020-06-18 08:18;0;0;"@ recomb2020 it will be possible to record the talks? I’m specially interested in the CCB satellite meeting. # RECOMB2020";;@;#;"1273590849608220672";https://twitter.com/rosi_mosqueta/status/1273590849608220672
XuanCindyLi;2020-06-17 15:43;0;2;"@ recomb2020 Hi RECOMB committee, when are we going to hear about how to attend the virtual main conference and satellite? (I registered for CCB)";;@;;"1273340491887599616";https://twitter.com/XuanCindyLi/status/1273340491887599616
krassowski_m;2020-06-17 15:23;1;6;"Two # multiomics talks tomorrow at the @ recomb2020 conference (virtual, no registration fee, still open!): - MONET: Multi-omic patient module detection by omic selection - PAMOGK: A Pathway Graph Kernel based Multi-Omics ClusteringApproach for Discovering Cancer Patient Subgroups https://twitter.com/ewa_szczurek/status/1273171102500638722 …";;@;#;"1273335490012418048";https://twitter.com/krassowski_m/status/1273335490012418048
ewa_szczurek;2020-06-17 04:30;6;14;"RECOMB-CCB is starting tomorrow! We have already hundreds of registered participants and a very exciting program :). You can see the schedule and still register at https://www.recomb2020.org/recomb-ccb See you there! @ recomb2020";;@;;"1273171102500638722";https://twitter.com/ewa_szczurek/status/1273171102500638722
CFlensburg;2020-06-16 21:00;0;1;"Looks very interesting, thanks for reminding! Do you know if the talks will be recorded? The sessions start 11pm Melbourne time.";;;;"1273057803242885121";https://twitter.com/CFlensburg/status/1273057803242885121
