id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1354378774486384640	1354378774486384640	2021-01-27 05:40:37 Eastern Standard Time	2021-01-27	05:40:37	-0500	44314556	themadartist72	Hayssam DAEZLY	{'type': 'Point', 'coordinates': [48.8783, 2.39309]}	Vient de publier une photo à Rue Compans  https://t.co/PnJ27KONFS	fr	[]	['https://www.instagram.com/p/CKi6BJKrnrL/?igshid=t7i9k89mjjoo']	[]	0	0	0	[]	[]	https://twitter.com/themadartist72/status/1354378774486384640	False		0			48.880048,2.385939,1km					[]				
1354200339222851587	1354200339222851587	2021-01-26 17:51:35 Eastern Standard Time	2021-01-26	17:51:35	-0500	333513766	miyahakuyo	Miya Hakuyo (宮 白羊）		閉鎖中のバーで呑んだくれてる人達がいる。混ざりたい。。。。  https://t.co/sVhjCO5Nho	ja	[]	[]	['https://pbs.twimg.com/media/EssWBmGXMAARyen.jpg']	19	6176	13658	[]	[]	https://twitter.com/MiyaHakuyo/status/1354200339222851587	False		1	https://pbs.twimg.com/media/EssWBmGXMAARyen.jpg		48.880048,2.385939,1km					[]				
1354115441166311425	1354115441166311425	2021-01-26 12:14:14 Eastern Standard Time	2021-01-26	12:14:14	-0500	36622287	andreafuchs	Andrea Fuchs 🌹🦊	{'type': 'Point', 'coordinates': [48.8822, 2.382]}	"Construisons ensemble les conseils de quartier ""Nouvelle génération"" pour le 19eme Rendez-vous sur  https://t.co/R4iI1fVtxn #participationcitoyenne #democratielocale #conseilsdequartier  #paris19 @ 19th arrondissement, Paris  https://t.co/3g9utA86O2"	fr	[]	['http://xn--ide-cma.paris.fr', 'https://www.instagram.com/p/CKhCRSznrKp/?igshid=nbu7248cv4fu']	[]	0	0	2	['participationcitoyenne', 'democratielocale', 'conseilsdequartier', 'paris19']	[]	https://twitter.com/andreafuchs/status/1354115441166311425	False		0			48.880048,2.385939,1km					[]				
1354007773512654849	1354007773512654849	2021-01-26 05:06:24 Eastern Standard Time	2021-01-26	05:06:24	-0500	66982321	josephdanvers	Joseph d'Anvers	{'type': 'Point', 'coordinates': [48.87777778, 2.37638889]}	Soleil sur la butte. Depuis la butte.   #montmartre #buttebergeyre #paris #winter #instaphoto #instaphotography #instamoment #instasky #tuesday #tuesdaymood #city #cityphotography à Butte Bergeyre  https://t.co/lVBl9GXgpJ	fr	[]	['https://www.instagram.com/p/CKgRTsfgZNP/?igshid=1igdxl4gxw9j2']	[]	0	0	5	['montmartre', 'buttebergeyre', 'paris', 'winter', 'instaphoto', 'instaphotography', 'instamoment', 'instasky', 'tuesday', 'tuesdaymood', 'city', 'cityphotography']	[]	https://twitter.com/josephdanvers/status/1354007773512654849	False		0			48.880048,2.385939,1km					[]				
1353622911588966400	1353622911588966400	2021-01-25 03:37:05 Eastern Standard Time	2021-01-25	03:37:05	-0500	1926502896	54etats	54 ÉTATS	{'type': 'Point', 'coordinates': [48.87221728, 2.38759074]}	Vient de publier une photo à United States of America  https://t.co/ZYxBP0fPSo	fr	[]	['https://www.instagram.com/p/CKdiSz5jzgg/?igshid=1xutc4xkwn4hk']	[]	0	0	0	[]	[]	https://twitter.com/54ETATS/status/1353622911588966400	False		0			48.880048,2.385939,1km					[]				
1353251199059951617	1353251199059951617	2021-01-24 03:00:02 Eastern Standard Time	2021-01-24	03:00:02	-0500	44314556	themadartist72	Hayssam DAEZLY	{'type': 'Point', 'coordinates': [48.8783, 2.39309]}	Vient de publier une photo à Rue Compans  https://t.co/AdVUrgUA5y	fr	[]	['https://www.instagram.com/p/CKa5QPGLA0C/?igshid=1836e2pxtv999']	[]	0	0	0	[]	[]	https://twitter.com/themadartist72/status/1353251199059951617	False		0			48.880048,2.385939,1km					[]				
1353035182165553153	1353035182165553153	2021-01-23 12:41:40 Eastern Standard Time	2021-01-23	12:41:40	-0500	366494538	juanjerezvalle	juanjerez	{'type': 'Point', 'coordinates': [48.8822, 2.382]}	Buttes Chaumont, Paris. 16/01/2021 à 19th arrondissement, Paris  https://t.co/7EzjZIGjmy	fr	[]	['https://www.instagram.com/p/CKZXBkkHeOt/?igshid=1959vcxa1pdh1']	[]	0	0	0	[]	[]	https://twitter.com/Juanjerezvalle/status/1353035182165553153	False		0			48.880048,2.385939,1km					[]				
1353024144749768705	1353024144749768705	2021-01-23 11:57:48 Eastern Standard Time	2021-01-23	11:57:48	-0500	1280979253450989573	gwenaustin75019	gwen austin		#NoelDesEnfants #CroixRouge #solidarite trop chouette d’entendre la salle des fêtes de @Paris19e raisonnée des rires des enfants devant le spectacle du magicien !  Merci @CroixRougeParis pour ces moments de bonne humeur masquée  😀 😷  https://t.co/dOPTcDIZAQ	fr	[{'screen_name': 'paris19e', 'name': 'mairie du 19e', 'id': '2505625464'}, {'screen_name': 'croixrougeparis', 'name': 'croix-rouge à paris', 'id': '95899094'}]	[]	['https://pbs.twimg.com/media/EsboRfwXIAE5pNL.jpg', 'https://pbs.twimg.com/media/EsboRf5W4AA3bqN.jpg', 'https://pbs.twimg.com/media/EsboRgXW4AAdR7I.jpg', 'https://pbs.twimg.com/media/EsboRhlW4AAX0D0.jpg']	0	1	12	['noeldesenfants', 'croixrouge', 'solidarite']	[]	https://twitter.com/gwenaustin75019/status/1353024144749768705	False		1	https://pbs.twimg.com/media/EsboRfwXIAE5pNL.jpg		48.880048,2.385939,1km					[]				
1353014655497555969	1353014655497555969	2021-01-23 11:20:06 Eastern Standard Time	2021-01-23	11:20:06	-0500	483269351	skythelimitrec	Sky The Limit	{'type': 'Point', 'coordinates': [48.88775, 2.38641]}	Mont blanc coco chez Le Macaron Tropycal #montblanc #pastrychef #pastry  #food #instafood #restaurantparis #jaimelabouffe #jaimelagraille #paris19 à Le Macaron Tropycal  https://t.co/aTHeNfp9HH	fr	[]	['https://www.instagram.com/p/CKZNsITBPI-/?igshid=1wzgegm5m4vgi']	[]	0	0	0	['montblanc', 'pastrychef', 'pastry', 'food', 'instafood', 'restaurantparis', 'jaimelabouffe', 'jaimelagraille', 'paris19']	[]	https://twitter.com/skythelimitrec/status/1353014655497555969	False		0			48.880048,2.385939,1km					[]				
1352934245250048002	1352934245250048002	2021-01-23 06:00:35 Eastern Standard Time	2021-01-23	06:00:35	-0500	542406619	brunoberberes1	Bruno Berberes	{'type': 'Point', 'coordinates': [48.887, 2.386]}	#thevoice lève le voile de ses #mysteres ! #danslespasdestalents un doc excetionnel de @matthieunotebaert  maintenant sur @mytf1_off  Merci @itvstudiosfr à Ourcq  https://t.co/tZlnAXp7qJ	fr	[{'screen_name': 'itvstudiosfr', 'name': 'itv studios france', 'id': '875263450842374144'}]	['https://www.instagram.com/p/CKYpH8Fgbj7/?igshid=138jd4j8w7uoy']	[]	0	1	17	['thevoice', 'mysteres', 'danslespasdestalents']	[]	https://twitter.com/BrunoBerberes1/status/1352934245250048002	False		0			48.880048,2.385939,1km					[]				
1352748745423781889	1352748745423781889	2021-01-22 17:43:28 Eastern Standard Time	2021-01-22	17:43:28	-0500	43578304	paultakeuchi	Elisabeth Paul-Takeuchi	{'type': 'Point', 'coordinates': [48.8822, 2.382]}	Vient de publier une photo à 19th arrondissement, Paris  https://t.co/7Ju2uMtGJv	fr	[]	['https://www.instagram.com/p/CKXUxJdhjV5/?igshid=ds01pkxa3mkd']	[]	0	0	0	[]	[]	https://twitter.com/paultakeuchi/status/1352748745423781889	False		0			48.880048,2.385939,1km					[]				
1352695103006113797	1352695103006113797	2021-01-22 14:10:19 Eastern Standard Time	2021-01-22	14:10:19	-0500	1280979253450989573	gwenaustin75019	gwen austin		#seniors #ehpad #CASVP #EhpadHerold récoltes et distributions de joies, de sourires et de tendres émotions 💞 il y a urgence à trouver vite un avenir meilleur pour le bien-être de nos aînés !  https://t.co/L6TJQDL14B	fr	[]	[]	['https://pbs.twimg.com/media/EsW9A6zXAAYx7PH.jpg', 'https://pbs.twimg.com/media/EsW9A61XcAABAzd.jpg', 'https://pbs.twimg.com/media/EsW9A7uXYAE0RNn.jpg']	0	1	7	['seniors', 'ehpad', 'casvp', 'ehpadherold']	[]	https://twitter.com/gwenaustin75019/status/1352695103006113797	False		1	https://pbs.twimg.com/media/EsW9A6zXAAYx7PH.jpg		48.880048,2.385939,1km					[]				
1352609425328992256	1352609425328992256	2021-01-22 08:29:51 Eastern Standard Time	2021-01-22	08:29:51	-0500	44314556	themadartist72	Hayssam DAEZLY	{'type': 'Point', 'coordinates': [48.8783, 2.39309]}	Vient de publier une photo à Rue Compans  https://t.co/GwJfLTCHE4	fr	[]	['https://www.instagram.com/p/CKWVaNjL2lC/?igshid=itw00yarbojh']	[]	0	0	0	[]	[]	https://twitter.com/themadartist72/status/1352609425328992256	False		0			48.880048,2.385939,1km					[]				
1352353633204137986	1352351249937608707	2021-01-21 15:33:26 Eastern Standard Time	2021-01-21	15:33:26	-0500	1330688162927144960	inthemerling	𝐒		@annackmn On sera près pour ça  https://t.co/RlJK4AdSi1	fr	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/InTheMerling/status/1352353633204137986	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1352353611033014275/pu/img/OgOi04A-COSgZf8M.jpg		48.880048,2.385939,1km					[{'screen_name': 'annackmn', 'name': '𝐴𝑛𝑛𝑎 \U0001f9ad aot137spoilers', 'id': '1309247196806762500'}]				
1352288777121705986	1352288777121705986	2021-01-21 11:15:43 Eastern Standard Time	2021-01-21	11:15:43	-0500	1238221056583835652	perez2truujillo	siri sal pute t sourde ?		Et vous sa fou kw	fr	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/Perez2Truujillo/status/1352288777121705986	False		0			48.880048,2.385939,1km					[]				
1352190851816964099	1352190851816964099	2021-01-21 04:46:36 Eastern Standard Time	2021-01-21	04:46:36	-0500	1926502896	54etats	54 ÉTATS	{'type': 'Point', 'coordinates': [48.87221728, 2.38759074]}	Vient de publier une photo à United States of America  https://t.co/IoZ7ZOpjot	fr	[]	['https://www.instagram.com/p/CKTXENLDCjY/?igshid=1k7m9pmijjkg']	[]	0	0	0	[]	[]	https://twitter.com/54ETATS/status/1352190851816964099	False		0			48.880048,2.385939,1km					[]				
1351973350512455680	1351973350512455680	2021-01-20 14:22:19 Eastern Standard Time	2021-01-20	14:22:19	-0500	1926502896	54etats	54 ÉTATS	{'type': 'Point', 'coordinates': [48.87221728, 2.38759074]}	#inaugurationday2021  #purple à United States of America  https://t.co/xl7k2zLpQ1	fr	[]	['https://www.instagram.com/p/CKR0KPpDuI7/?igshid=zfqfcs4phd78']	[]	0	0	0	['inaugurationday2021', 'purple']	[]	https://twitter.com/54ETATS/status/1351973350512455680	False		0			48.880048,2.385939,1km					[]				
1351959656822927360	1351959656822927360	2021-01-20 13:27:55 Eastern Standard Time	2021-01-20	13:27:55	-0500	1280979253450989573	gwenaustin75019	gwen austin		#MediathequeJamesBaldwin suis certaine que cette biographie sera disponible dans la future nouvelle médiathèque de l’arrondissement 😉👌🏻 #JamesBaldwin	fr	[]	[]	[]	0	0	0	['mediathequejamesbaldwin', 'jamesbaldwin']	[]	https://twitter.com/gwenaustin75019/status/1351959656822927360	False	https://twitter.com/MNHIParis/status/1350009040190009344	0			48.880048,2.385939,1km					[]				
1351908728593817602	1351908728593817602	2021-01-20 10:05:32 Eastern Standard Time	2021-01-20	10:05:32	-0500	193805250	juliettedragon	JULIETTE DRAGON	{'type': 'Point', 'coordinates': [48.88047704, 2.38274574]}	Vient de publier une photo à Parc des Buttes-Chaumont  https://t.co/KRatAcrn49	fr	[]	['https://www.instagram.com/p/CKRWxV_A4Zn/?igshid=qgmc2pg4nf94']	[]	0	0	0	[]	[]	https://twitter.com/JULIETTEDRAGON/status/1351908728593817602	False		0			48.880048,2.385939,1km					[]				
1351907372218740742	1351907372218740742	2021-01-20 10:00:09 Eastern Standard Time	2021-01-20	10:00:09	-0500	937715676	carolinesaveri	♦️	{'type': 'Point', 'coordinates': [48.8822, 2.382]}	🏙 à 19th arrondissement, Paris  https://t.co/bLEF2K4yue	fr	[]	['https://www.instagram.com/p/CKRWKCGFSLt/?igshid=1ju640kzxvxnr']	[]	0	0	0	[]	[]	https://twitter.com/CarolineSaveri/status/1351907372218740742	False		0			48.880048,2.385939,1km					[]				
1351888092219715586	1351888092219715586	2021-01-20 08:43:32 Eastern Standard Time	2021-01-20	08:43:32	-0500	64262173	rakoonparis	Arnaud Rakoon		Télétravail, pause déjeuner  https://t.co/RgQASdUjLA	fr	[]	[]	['https://pbs.twimg.com/media/EsLfDIQXUAMCJr5.jpg', 'https://pbs.twimg.com/media/EsLfDITXEAIMPYG.jpg']	0	0	2	[]	[]	https://twitter.com/rakoonparis/status/1351888092219715586	False		1	https://pbs.twimg.com/media/EsLfDIQXUAMCJr5.jpg		48.880048,2.385939,1km					[]				
1351831939620200451	1351831939620200451	2021-01-20 05:00:24 Eastern Standard Time	2021-01-20	05:00:24	-0500	1926502896	54etats	54 ÉTATS	{'type': 'Point', 'coordinates': [48.87221728, 2.38759074]}	Vient de publier une photo à United States of America  https://t.co/ZVMp18O2cy	fr	[]	['https://www.instagram.com/p/CKQz2pujebI/?igshid=kr3yh5t88r20']	[]	0	0	0	[]	[]	https://twitter.com/54ETATS/status/1351831939620200451	False		0			48.880048,2.385939,1km					[]				
1351599576860549121	1351599576860549121	2021-01-19 13:37:05 Eastern Standard Time	2021-01-19	13:37:05	-0500	366494538	juanjerezvalle	juanjerez	{'type': 'Point', 'coordinates': [48.8822, 2.382]}	Parc des Buttes Chaumont, Paris ❄️14/01/2021❄️ à 19th arrondissement, Paris  https://t.co/ZMuEymqEzb	fr	[]	['https://www.instagram.com/p/CKPKL6hAvjF/?igshid=18q8tioyjsu60']	[]	0	0	1	[]	[]	https://twitter.com/Juanjerezvalle/status/1351599576860549121	False		0			48.880048,2.385939,1km					[]				
1351580906084069378	1351580903689117697	2021-01-19 12:22:53 Eastern Standard Time	2021-01-19	12:22:53	-0500	1280979253450989573	gwenaustin75019	gwen austin		2/2 un vœu en soutien aux revendications des hospitaliers de Robert Debré porté par @HadrienB75 , un vœu sur les remplacements en collèges porté par @cnaget et un vœu pour la re affectation d’un enseignant à la maternelle Palestine que je porterai	fr	[{'screen_name': 'hadrienb75', 'name': 'hadrien bortot', 'id': '112538168'}, {'screen_name': 'cnaget', 'name': 'camille naget', 'id': '148135710'}]	[]	[]	0	1	1	[]	[]	https://twitter.com/gwenaustin75019/status/1351580906084069378	False		0			48.880048,2.385939,1km					[]				
1351580903689117697	1351580903689117697	2021-01-19 12:22:53 Eastern Standard Time	2021-01-19	12:22:53	-0500	1280979253450989573	gwenaustin75019	gwen austin		#CA75019 c’est parti pour le conseil d’arrondissement du 19eme ! Fière de porter 3 voeux avec mes collègues  https://t.co/0bZGIyPCY0 du @19Pcf 1/2  https://t.co/FIMx2KFYK0	fr	[{'screen_name': '19pcf', 'name': 'pcf paris 19', 'id': '1217369192845991936'}]	['http://xn--lus-9la.es']	['https://pbs.twimg.com/media/EsHHqlnXEAMFZx5.jpg']	1	3	2	['ca75019']	[]	https://twitter.com/gwenaustin75019/status/1351580903689117697	False		1	https://pbs.twimg.com/media/EsHHqlnXEAMFZx5.jpg		48.880048,2.385939,1km					[]				
1351530515627728897	1351530515627728897	2021-01-19 09:02:39 Eastern Standard Time	2021-01-19	09:02:39	-0500	1134770768276066304	fr_bechieau	Francois Bechieau		Ce soir, en conseil d’arrondissement du #19e, avec mes collègues du groupe écologiste et citoyen, nous alerterons sur l’impact de la #CriseSanitaire sur la #SanteMentale des #jeunes. #CAParis19 @Paris @ARS_IDF @education_gouv @Paris19e	fr	[{'screen_name': 'paris', 'name': 'paris', 'id': '71016845'}, {'screen_name': 'ars_idf', 'name': 'ars île-de-france', 'id': '185666519'}, {'screen_name': 'education_gouv', 'name': 'ministère éducation nationale, jeunesse et sports', 'id': '44144458'}, {'screen_name': 'paris19e', 'name': 'mairie du 19e', 'id': '2505625464'}]	[]	[]	0	8	14	['19e', 'crisesanitaire', 'santementale', 'jeunes', 'caparis19']	[]	https://twitter.com/Fr_Bechieau/status/1351530515627728897	False	https://twitter.com/EcoloParis19/status/1351503783105331201	0			48.880048,2.385939,1km					[]				
1351309138014269441	1351309138014269441	2021-01-18 18:22:59 Eastern Standard Time	2021-01-18	18:22:59	-0500	2788301852	appartoo	Appartoo	{'type': 'Point', 'coordinates': [48.8822, 2.382]}	Vient de publier une photo à 19th arrondissement, Paris  https://t.co/IeLgAEKV21	fr	[]	['https://www.instagram.com/p/CKNGG_lB5TN/?igshid=zie60ldd5a7m']	[]	0	0	0	[]	[]	https://twitter.com/Appartoo/status/1351309138014269441	False		0			48.880048,2.385939,1km					[]				
1351291359186083841	1351291359186083841	2021-01-18 17:12:20 Eastern Standard Time	2021-01-18	17:12:20	-0500	45401991	alicepasquini	alice pasquini	{'type': 'Point', 'coordinates': [48.88732254, 2.3917295]}	New silk print coming soon in collaboration with the master @atelierji #alicepasquini #atelierji @ ATELIER JI®  https://t.co/Kj5i1LzzE7	en	[]	['https://www.instagram.com/p/CKM-BnvDN-o/?igshid=68iwwodicp9r']	[]	0	0	2	['alicepasquini', 'atelierji']	[]	https://twitter.com/alicepasquini/status/1351291359186083841	False		0			48.880048,2.385939,1km					[]				
1351166788369846273	1351166788369846273	2021-01-18 08:57:20 Eastern Standard Time	2021-01-18	08:57:20	-0500	36193079	martinlanot	▲Martin LANOT▼	{'type': 'Point', 'coordinates': [48.87342, 2.38226]}	Vient de publier une photo à Combat  https://t.co/hrw6htBbRW	fr	[]	['https://www.instagram.com/p/CKMFYImg8EC/?igshid=9t4hoxxbh4zk']	[]	0	0	0	[]	[]	https://twitter.com/Martinlanot/status/1351166788369846273	False		0			48.880048,2.385939,1km					[]				
1351048076195205121	1351048076195205121	2021-01-18 01:05:37 Eastern Standard Time	2021-01-18	01:05:37	-0500	329055606	glamchocolat	@glamchocolat	{'type': 'Point', 'coordinates': [48.88301, 2.38948]}	@zesauofficiel @kamelbox @joaquimtivoukou @romainmoine @glamchocolat @glamtagada #UrbanTalkShow à Radio FPP - Fréquence Paris Plurielle  https://t.co/3632UpqX0J	fr	[{'screen_name': 'kamelbox', 'name': 'kamelbox', 'id': '344036719'}, {'screen_name': 'romainmoine', 'name': 'le moine romain', 'id': '380844810'}, {'screen_name': 'glamchocolat', 'name': '@glamchocolat', 'id': '329055606'}]	['https://www.instagram.com/p/CKLPZHAF-wm/?igshid=1b596xfq73mws']	[]	0	0	0	['urbantalkshow']	[]	https://twitter.com/glamchocolat/status/1351048076195205121	False		0			48.880048,2.385939,1km					[]				
1351044555529981956	1351044555529981956	2021-01-18 00:51:37 Eastern Standard Time	2021-01-18	00:51:37	-0500	329055606	glamchocolat	@glamchocolat	{'type': 'Point', 'coordinates': [48.88301, 2.38948]}	Studio @glamchocolat @glamtagada à Radio FPP - Fréquence Paris Plurielle  https://t.co/ugKgGf5M2P	fr	[{'screen_name': 'glamchocolat', 'name': '@glamchocolat', 'id': '329055606'}]	['https://www.instagram.com/p/CKLNy0Zl4Zs/?igshid=kg1gl2bdjae']	[]	0	0	0	[]	[]	https://twitter.com/glamchocolat/status/1351044555529981956	False		0			48.880048,2.385939,1km					[]				
1350836201650073600	1350836201650073600	2021-01-17 11:03:42 Eastern Standard Time	2021-01-17	11:03:42	-0500	1496668544	2248m2	22,48 m²	{'type': 'Point', 'coordinates': [48.87203992, 2.38720947]}	Vient de publier une photo à 22,48 m²  https://t.co/8wVzZrCWeq	fr	[]	['https://www.instagram.com/p/CKJvC3rBmet/?igshid=xz378eaqhvz4']	[]	0	0	0	[]	[]	https://twitter.com/2248m2/status/1350836201650073600	False		0			48.880048,2.385939,1km					[]				
1350756999164788736	1350756999164788736	2021-01-17 05:48:59 Eastern Standard Time	2021-01-17	05:48:59	-0500	72970998	bressebleu	Bresse 🦆	{'type': 'Point', 'coordinates': [48.87470666, 2.3897884]}	Vient de publier une photo à Jourdain  https://t.co/8H7IW1IgBa	fr	[]	['https://www.instagram.com/p/CKJLB55B94a/?igshid=x2mwm04dk8vy']	[]	0	0	0	[]	[]	https://twitter.com/BresseBleu/status/1350756999164788736	False		0			48.880048,2.385939,1km					[]				
1350640864343814144	1350640864343814144	2021-01-16 22:07:30 Eastern Standard Time	2021-01-16	22:07:30	-0500	423494454	tweetiberik	Steven Thomas Gutierrez	{'type': 'Point', 'coordinates': [48.87388889, 2.38527778]}	Vient de publier une photo à Quartier de Belleville  https://t.co/NmzOBhlSqG	fr	[]	['https://www.instagram.com/p/CKIPVfEsTpk/?igshid=1cybx8ggl2ft9']	[]	0	0	0	[]	[]	https://twitter.com/tweetiberik/status/1350640864343814144	False		0			48.880048,2.385939,1km					[]				
1350613500511592450	1350613500511592450	2021-01-16 20:18:46 Eastern Standard Time	2021-01-16	20:18:46	-0500	143936761	neigeelakkari	Neige	{'type': 'Point', 'coordinates': [48.88165815, 2.38205138]}	Vient de publier une photo à Buttes Chaumont  https://t.co/R7Nq1qmS4p	fr	[]	['https://www.instagram.com/p/CKIJxMHhP9f/?igshid=1nrk5ft75ob9e']	[]	0	0	0	[]	[]	https://twitter.com/Neigeelakkari/status/1350613500511592450	False		0			48.880048,2.385939,1km					[]				
1350472077384577027	1350472077384577027	2021-01-16 10:56:48 Eastern Standard Time	2021-01-16	10:56:48	-0500	1427429168	eloscicomm	Dr Elodie Chabrol		Snow ❄️😍  https://t.co/L2auu6Osgd	en	[]	[]	['https://pbs.twimg.com/media/Er3XJECW4AI2Xhq.jpg', 'https://pbs.twimg.com/media/Er3XKVkWMAACJiC.jpg', 'https://pbs.twimg.com/media/Er3XKzoWMAARbO2.jpg', 'https://pbs.twimg.com/media/Er3XLmhW4AouKH7.jpg']	1	0	20	[]	[]	https://twitter.com/EloScicomm/status/1350472077384577027	False		1	https://pbs.twimg.com/media/Er3XJECW4AI2Xhq.jpg		48.880048,2.385939,1km					[]				
1350467811118874624	1350467811118874624	2021-01-16 10:39:51 Eastern Standard Time	2021-01-16	10:39:51	-0500	61583250	justineemard	Justine Emard		Le chef d’œuvre !  https://t.co/QEzNCzoc3G	fr	[]	[]	['https://pbs.twimg.com/media/Er3TQOIXMAQ_Obv.jpg']	0	3	6	[]	[]	https://twitter.com/JustineEmard/status/1350467811118874624	False		1	https://pbs.twimg.com/media/Er3TQOIXMAQ_Obv.jpg		48.880048,2.385939,1km					[]				
1350464781241745408	1350459873612488706	2021-01-16 10:27:48 Eastern Standard Time	2021-01-16	10:27:48	-0500	974753576110247936	markpetersimps	Mark Peter Simpson		 https://t.co/aRTnEykDGL	und	[]	[]	['https://pbs.twimg.com/media/Er3QjI1WMAES8VB.jpg']	1	1	8	[]	[]	https://twitter.com/markpetersimps/status/1350464781241745408	False		1	https://pbs.twimg.com/media/Er3QjI1WMAES8VB.jpg		48.880048,2.385939,1km					[]				
1350459902091812871	1350459873612488706	2021-01-16 10:08:25 Eastern Standard Time	2021-01-16	10:08:25	-0500	974753576110247936	markpetersimps	Mark Peter Simpson		 https://t.co/JHoiWVtzpK	und	[]	[]	['https://pbs.twimg.com/media/Er3MHAhW4AAA2IE.jpg', 'https://pbs.twimg.com/media/Er3MHNQW8AMGLS4.jpg', 'https://pbs.twimg.com/media/Er3MHaeW4AElfdq.jpg', 'https://pbs.twimg.com/media/Er3MHP3XMAI2CQ5.jpg']	1	2	10	[]	[]	https://twitter.com/markpetersimps/status/1350459902091812871	False		1	https://pbs.twimg.com/media/Er3MHAhW4AAA2IE.jpg		48.880048,2.385939,1km					[]				
1350459873612488706	1350459873612488706	2021-01-16 10:08:18 Eastern Standard Time	2021-01-16	10:08:18	-0500	974753576110247936	markpetersimps	Mark Peter Simpson		Snowball fight with the boys this afternoon. I fear my reflexes aren’t what they used to be.  https://t.co/Ub8kMTRcIP	en	[]	[]	['https://pbs.twimg.com/media/Er3MFPWXIAEjcA3.jpg', 'https://pbs.twimg.com/media/Er3MFTqXMAA7ET6.jpg', 'https://pbs.twimg.com/media/Er3MFahW8AYnSL2.jpg', 'https://pbs.twimg.com/media/Er3MFcbWMAMdf5Z.jpg']	2	2	17	[]	[]	https://twitter.com/markpetersimps/status/1350459873612488706	False		1	https://pbs.twimg.com/media/Er3MFPWXIAEjcA3.jpg		48.880048,2.385939,1km					[]				
1350407302482980870	1350407302482980870	2021-01-16 06:39:24 Eastern Standard Time	2021-01-16	06:39:24	-0500	1175686075739717632	arnaudabel	Arnaud ABEL		Il en faut peu pour être heureux  ❄️ 😊 #IlNeige  https://t.co/x9mBJ60HW7	fr	[]	[]	['https://pbs.twimg.com/media/Er2cR7CXEAA-qrk.jpg']	4	1	22	['ilneige']	[]	https://twitter.com/ArnaudAbel/status/1350407302482980870	False		1	https://pbs.twimg.com/media/Er2cR7CXEAA-qrk.jpg		48.880048,2.385939,1km					[]				
1350194641237381120	1350194641237381120	2021-01-15 16:34:22 Eastern Standard Time	2021-01-15	16:34:22	-0500	167729922	ntuncel	Nil Tuncel Lejeune	{'type': 'Point', 'coordinates': [48.8822, 2.382]}	🚶🏻‍♀️🚶🏻‍♂️ @ 19th arrondissement, Paris  https://t.co/gF3ynrXoEA	fr	[]	['https://www.instagram.com/p/CKFLS9-ArmP/?igshid=mqt7972axjxa']	[]	0	0	0	[]	[]	https://twitter.com/ntuncel/status/1350194641237381120	False		0			48.880048,2.385939,1km					[]				
1350105308581027844	1350105308581027844	2021-01-15 10:39:23 Eastern Standard Time	2021-01-15	10:39:23	-0500	423494454	tweetiberik	Steven Thomas Gutierrez	{'type': 'Point', 'coordinates': [48.87128779, 2.38506173]}	Vient de publier une photo à Parc de Belleville  https://t.co/8oi5hz7SAL	fr	[]	['https://www.instagram.com/p/CKEiq14Mijm/?igshid=txw93c68nh01']	[]	0	0	0	[]	[]	https://twitter.com/tweetiberik/status/1350105308581027844	False		0			48.880048,2.385939,1km					[]				
1350081184697638912	1350081184697638912	2021-01-15 09:03:32 Eastern Standard Time	2021-01-15	09:03:32	-0500	878383784529473536	bertrandreinach	Tendres Stocks		 https://t.co/1nVQVPdEaB	und	[]	[]	['https://pbs.twimg.com/media/Erxzrk0XcAAt4gf.jpg']	0	0	0	[]	[]	https://twitter.com/BertrandReinach/status/1350081184697638912	False		1	https://pbs.twimg.com/media/Erxzrk0XcAAt4gf.jpg		48.880048,2.385939,1km					[]				
1350081138975453184	1350081138975453184	2021-01-15 09:03:21 Eastern Standard Time	2021-01-15	09:03:21	-0500	878383784529473536	bertrandreinach	Tendres Stocks		 https://t.co/2a8uKdF2AP	und	[]	[]	['https://pbs.twimg.com/media/Erxzo88WMAIXMmU.jpg']	0	0	0	[]	[]	https://twitter.com/BertrandReinach/status/1350081138975453184	False		1	https://pbs.twimg.com/media/Erxzo88WMAIXMmU.jpg		48.880048,2.385939,1km					[]				
1349251955483410434	1349251955483410434	2021-01-13 02:08:28 Eastern Standard Time	2021-01-13	02:08:28	-0500	43578304	paultakeuchi	Elisabeth Paul-Takeuchi	{'type': 'Point', 'coordinates': [48.8853, 2.3792]}	Vient de publier une photo à Metro Laumière  https://t.co/L8YmAckDLt	fr	[]	['https://www.instagram.com/p/CJ-enOahuHB/?igshid=cl7tml2ao9tp']	[]	0	0	0	[]	[]	https://twitter.com/paultakeuchi/status/1349251955483410434	False		0			48.880048,2.385939,1km					[]				
