username,date,retweets,favorites,geo,mentions,hashtags,id,;permalink,,,,
shilpaonc,4/4/2017 22:42,1,2,,@UMN_Cancer @ @,#,8.49E+17,https://twitter.com/shilpaonc/status/849452048336793604,,,,
emilykatehayes,4/4/2017 22:36,0,0,,,#,8.49E+17,https://twitter.com/emilykatehayes/status/849450634034237440,,,,
NCIsbir,4/4/2017 22:35,0,2,,@,# # # # #,8.49E+17,https://twitter.com/NCIsbir/status/849450421517242368,,,,
RaAMurphy,4/4/2017 22:31,0,0,,@ @ @,,8.49E+17,https://twitter.com/RaAMurphy/status/849449277990612993,,,,
WilliamDale_MD,4/4/2017 22:25,0,0,,@,#,8.49E+17,https://twitter.com/WilliamDale_MD/status/849447763704254464,,,,
endpts,4/4/2017 22:23,2,3,,,# #,8.49E+17,https://twitter.com/endpts/status/849447249419526144,,,,
collabrx,4/4/2017 22:15,0,0,,@,# # # #,8.49E+17,https://twitter.com/collabrx/status/849445277056589826,,,,
ItzYourVoice,4/4/2017 22:14,0,0,,,#,8.49E+17,https://twitter.com/ItzYourVoice/status/849445209058529281,,,,
LyssiotisLab,4/4/2017 22:11,2,9,,@ @ @ @ @,,8.49E+17,https://twitter.com/LyssiotisLab/status/849444392087810048,,,,
OncLive,4/4/2017 22:10,3,3,,,#,8.49E+17,https://twitter.com/OncLive/status/849443990843863042,,,,
LyssiotisLab,4/4/2017 22:09,1,12,,@ @ @ @ @ @ @,,8.49E+17,https://twitter.com/LyssiotisLab/status/849443915744858114,,,,
princyparsana,4/4/2017 22:05,0,0,,,#,8.49E+17,https://twitter.com/princyparsana/status/849442778144813059,,,,
emilykatehayes,4/4/2017 22:03,2,1,,,#,8.49E+17,https://twitter.com/emilykatehayes/status/849442457167302656,,,,
princyparsana,4/4/2017 22:03,0,2,,,#,8.49E+17,https://twitter.com/princyparsana/status/849442289978101760,,,,
Hardkandy000,4/4/2017 22:02,0,2,,,,8.49E+17,https://twitter.com/Hardkandy000/status/849442179625955328,,,,
TamrynGray,4/4/2017 21:47,0,3,,@ @,#,8.49E+17,https://twitter.com/TamrynGray/status/849438397970173952,,,,
UCSFCancer,4/4/2017 21:45,3,9,,@,#,8.49E+17,https://twitter.com/UCSFCancer/status/849437703284412417,,,,
patrickreville,4/4/2017 21:44,0,0,,@ @,#,8.49E+17,https://twitter.com/patrickreville/status/849437580374528000,,,,
EKrolikiewicz,4/4/2017 21:43,0,0,,,#,8.49E+17,https://twitter.com/EKrolikiewicz/status/849437319438454785,,,,
EKrolikiewicz,4/4/2017 21:42,1,0,,,# #,8.49E+17,https://twitter.com/EKrolikiewicz/status/849437174256762887,,,,
EKrolikiewicz,4/4/2017 21:42,0,1,,,#,8.49E+17,https://twitter.com/EKrolikiewicz/status/849437122125811714,,,,
EKrolikiewicz,4/4/2017 21:42,0,1,,,#,8.49E+17,https://twitter.com/EKrolikiewicz/status/849436979972517888,,,,
DrAnasYounes,4/4/2017 21:42,1,0,,,# #,8.49E+17,https://twitter.com/DrAnasYounes/status/849436948041261056,,,,
EKrolikiewicz,4/4/2017 21:41,0,0,,,#,8.49E+17,https://twitter.com/EKrolikiewicz/status/849436852914454528,,,,
EKrolikiewicz,4/4/2017 21:40,0,0,,,#,8.49E+17,https://twitter.com/EKrolikiewicz/status/849436668432089088,,,,
FertigLab,4/4/2017 21:40,0,1,,@,#,8.49E+17,https://twitter.com/FertigLab/status/849436556284878848,,,,
EKrolikiewicz,4/4/2017 21:40,0,0,,,# #,8.49E+17,https://twitter.com/EKrolikiewicz/status/849436528711524352,,,,
EKrolikiewicz,4/4/2017 21:40,0,0,,,#,8.49E+17,https://twitter.com/EKrolikiewicz/status/849436494041362432,,,,
EKrolikiewicz,4/4/2017 21:39,0,0,,,# #,8.49E+17,https://twitter.com/EKrolikiewicz/status/849436318912454656,,,,
SwerveAM,4/4/2017 21:34,0,2,,,# # # #,8.49E+17,https://twitter.com/SwerveAM/status/849434995567603712,,,,
jleePSOC,4/4/2017 21:33,4,18,,,# # # # # #,8.49E+17,https://twitter.com/jleePSOC/status/849434841192030209,,,,
drholowatyj,4/4/2017 21:33,1,3,,@ @,# #,8.49E+17,https://twitter.com/drholowatyj/status/849434686573223937,,,,
AACR,4/4/2017 21:30,7,8,,,# # #,8.49E+17,https://twitter.com/AACR/status/849433960283287553,,,,
Cosimo_Commisso,4/4/2017 21:26,1,7,,@,#,8.49E+17,https://twitter.com/Cosimo_Commisso/status/849433049041424385,,,,
judemasannat,4/4/2017 21:25,0,3,,,# #,8.49E+17,https://twitter.com/judemasannat/status/849432796313661440,,,,
jasonlukemd,4/4/2017 21:25,0,1,,@,# # #,8.49E+17,https://twitter.com/jasonlukemd/status/849432714977710080,,,,
c0nc0rdance,4/4/2017 21:24,4,7,,,# #,8.49E+17,https://twitter.com/c0nc0rdance/status/849432466624581632,,,,
mb_Oncology,4/4/2017 21:12,0,0,,@,# # #,8.49E+17,https://twitter.com/mb_Oncology/status/849429419852615680,,,,
AndreaKasinski,4/4/2017 21:11,0,0,,,#,8.49E+17,https://twitter.com/AndreaKasinski/status/849429169704448001,,,,
PanCAN,4/4/2017 21:11,3,16,,@ @ @ @ @,,8.49E+17,https://twitter.com/PanCAN/status/849429147566956544,,,,
drholowatyj,4/4/2017 21:08,1,5,,@ @,# #,8.49E+17,https://twitter.com/drholowatyj/status/849428392164438017,,,,
drholowatyj,4/4/2017 21:07,2,6,,@ @ @ @ @ @,# #,8.49E+17,https://twitter.com/drholowatyj/status/849428279421534208,,,,
AshaniTW,4/4/2017 21:06,0,3,,@ @,#,8.49E+17,https://twitter.com/AshaniTW/status/849427991818108929,,,,
drholowatyj,4/4/2017 21:06,1,5,,@ @,,8.49E+17,https://twitter.com/drholowatyj/status/849427925741039617,,,,
WitteLab,4/4/2017 21:04,0,2,,@ @,#,8.49E+17,https://twitter.com/WitteLab/status/849427447653203968,,,,
PanCAN,4/4/2017 21:04,6,25,,@,#,8.49E+17,https://twitter.com/PanCAN/status/849427376098476033,,,,
JulieFleshman,4/4/2017 21:03,13,42,,@,# #,8.49E+17,https://twitter.com/JulieFleshman/status/849427352018984967,,,,
RandySweisMD,4/4/2017 21:03,4,22,,@ @,# #,8.49E+17,https://twitter.com/RandySweisMD/status/849427208791887872,,,,
Ludwig_Cancer,4/4/2017 21:03,15,25,,@,#,8.49E+17,https://twitter.com/Ludwig_Cancer/status/849427139401273347,,,,
Aiims1742,4/4/2017 20:55,1,7,,@ @,# #,8.49E+17,https://twitter.com/Aiims1742/status/849425310252765184,,,,
MelgenNetwork,4/4/2017 20:52,1,2,,,#,8.49E+17,https://twitter.com/MelgenNetwork/status/849424364697260032,,,,
AEDeconinck,4/4/2017 20:49,2,4,,@ @ @ @,#,8.49E+17,https://twitter.com/AEDeconinck/status/849423769676414981,,,,
AnuragParanjape,4/4/2017 20:49,0,2,,,#,8.49E+17,https://twitter.com/AnuragParanjape/status/849423677254971397,,,,
cancerassassin1,4/4/2017 20:48,2,6,,@ @,# #,8.49E+17,https://twitter.com/cancerassassin1/status/849423469435551744,,,,
LolaRahib,4/4/2017 20:43,1,5,,@ @,#,8.49E+17,https://twitter.com/LolaRahib/status/849422263162212353,,,,
humanimmunenews,4/4/2017 20:35,0,1,,,#,8.49E+17,https://twitter.com/humanimmunenews/status/849420085160759298,,,,
LolaRahib,4/4/2017 20:34,0,1,,@ @,# #,8.49E+17,https://twitter.com/LolaRahib/status/849419918873423872,,,,
TheMissHappy,4/4/2017 20:30,4,8,,@ @,#,8.49E+17,https://twitter.com/TheMissHappy/status/849418998894784512,,,,
LolaRahib,4/4/2017 20:29,0,2,,@,#,8.49E+17,https://twitter.com/LolaRahib/status/849418716039303168,,,,
MedscapePharm,4/4/2017 20:29,0,1,,,#,8.49E+17,https://twitter.com/MedscapePharm/status/849418646938103808,,,,
LolaRahib,4/4/2017 20:27,6,20,,@ @ @,#,8.49E+17,https://twitter.com/LolaRahib/status/849418252145053696,,,,
itsthebunk,4/4/2017 20:19,0,2,,@,# # #,8.49E+17,https://twitter.com/itsthebunk/status/849416249356546048,,,,
HenryJOncology,4/4/2017 20:18,1,0,,@ @,# #,8.49E+17,https://twitter.com/HenryJOncology/status/849416026961969152,,,,
GSholler,4/4/2017 20:18,3,6,,@ @,,8.49E+17,https://twitter.com/GSholler/status/849415883088949249,,,,
itsthebunk,4/4/2017 20:18,1,4,,@ @ @,# #,8.49E+17,https://twitter.com/itsthebunk/status/849415872129236992,,,,
RoswellPark,4/4/2017 20:15,7,12,,@ @,#,8.49E+17,https://twitter.com/RoswellPark/status/849415065866555393,,,,
GtownAdvocates,4/4/2017 20:14,0,3,,,#,8.49E+17,https://twitter.com/GtownAdvocates/status/849414807925252096,,,,
itsthebunk,4/4/2017 20:10,0,0,,,#,8.49E+17,https://twitter.com/itsthebunk/status/849413864836001792,,,,
WCM_MeyerCancer,4/4/2017 20:09,2,3,,,#,8.49E+17,https://twitter.com/WCM_MeyerCancer/status/849413526389231616,,,,
LolaRahib,4/4/2017 20:07,0,1,,@,#,8.49E+17,https://twitter.com/LolaRahib/status/849413117482344449,,,,
d2merino,4/4/2017 20:07,4,19,,@ @,#,8.49E+17,https://twitter.com/d2merino/status/849413100096937984,,,,
SnarkyScientist,4/4/2017 20:05,14,17,,@,#,8.49E+17,https://twitter.com/SnarkyScientist/status/849412685204774912,,,,
itsthebunk,4/4/2017 20:03,1,14,,@ @,# #,8.49E+17,https://twitter.com/itsthebunk/status/849412234887540736,,,,
NYASciences,4/4/2017 20:00,1,0,,,#,8.49E+17,https://twitter.com/NYASciences/status/849411281811623937,,,,
Biosciencewino,4/4/2017 19:57,0,1,,@Viralytics,#,8.49E+17,https://twitter.com/Biosciencewino/status/849410504061841409,,,,
itsthebunk,4/4/2017 19:55,4,15,,@,# # #,8.49E+17,https://twitter.com/itsthebunk/status/849410184543948800,,,,
itsthebunk,4/4/2017 19:54,0,1,,@,# #,8.49E+17,https://twitter.com/itsthebunk/status/849409774982762496,,,,
Aiims1742,4/4/2017 19:53,0,3,,@ @ @,#,8.49E+17,https://twitter.com/Aiims1742/status/849409526151487491,,,,
jleePSOC,4/4/2017 19:52,2,6,,,# # # # # # # #,8.49E+17,https://twitter.com/jleePSOC/status/849409487303843841,,,,
roelverhaak,4/4/2017 19:51,1,1,,@ @,,8.49E+17,https://twitter.com/roelverhaak/status/849409139273080832,,,,
Aiims1742,4/4/2017 19:50,0,2,,@,#,8.49E+17,https://twitter.com/Aiims1742/status/849408960314691586,,,,
drholowatyj,4/4/2017 19:50,1,3,,@ @,,8.49E+17,https://twitter.com/drholowatyj/status/849408923908046848,,,,
drholowatyj,4/4/2017 19:48,0,3,,@,#,8.49E+17,https://twitter.com/drholowatyj/status/849408248834916352,,,,
drholowatyj,4/4/2017 19:45,1,2,,@ @,#,8.49E+17,https://twitter.com/drholowatyj/status/849407720990154752,,,,
drholowatyj,4/4/2017 19:44,0,2,,,#,8.49E+17,https://twitter.com/drholowatyj/status/849407331863584769,,,,
drholowatyj,4/4/2017 19:43,0,1,,,#,8.49E+17,https://twitter.com/drholowatyj/status/849407159330910208,,,,
DermalCell,4/4/2017 19:40,0,2,,@,# #,8.49E+17,https://twitter.com/DermalCell/status/849406268318023680,,,,
itsthebunk,4/4/2017 19:39,1,1,,,#,8.49E+17,https://twitter.com/itsthebunk/status/849406132384931841,,,,
itsthebunk,4/4/2017 19:39,1,3,,,#,8.49E+17,https://twitter.com/itsthebunk/status/849406027556585472,,,,
cancerassassin1,4/4/2017 19:35,6,9,,@ @ @,# # #,8.49E+17,https://twitter.com/cancerassassin1/status/849405173097222152,,,,
Cortellis,4/4/2017 19:34,0,1,,,#,8.49E+17,https://twitter.com/Cortellis/status/849404901801197569,,,,
fgrazz,4/4/2017 19:33,0,2,,,#,8.49E+17,https://twitter.com/fgrazz/status/849404645760004096,,,,
OSUCCC_James,4/4/2017 19:30,6,10,,@,# #,8.49E+17,https://twitter.com/OSUCCC_James/status/849403809025732608,,,,
fgrazz,4/4/2017 19:30,0,1,,@ @ @ @,# #,8.49E+17,https://twitter.com/fgrazz/status/849403772174512130,,,,
itsthebunk,4/4/2017 19:30,1,7,,@ @ @,#,8.49E+17,https://twitter.com/itsthebunk/status/849403709775917067,,,,
optrahealth,4/4/2017 19:25,0,0,,,# # #,8.49E+17,https://twitter.com/optrahealth/status/849402504349700096,,,,
AACR,4/4/2017 19:25,43,30,,,#,8.49E+17,https://twitter.com/AACR/status/849402473794211845,,,,
itsthebunk,4/4/2017 19:19,0,0,,,# #,8.49E+17,https://twitter.com/itsthebunk/status/849400947189198849,,,,
JulieFleshman,4/4/2017 19:17,2,12,,@,#,8.49E+17,https://twitter.com/JulieFleshman/status/849400481801805824,,,,
stales,4/4/2017 19:17,5,15,,@,#,8.49E+17,https://twitter.com/stales/status/849400449195180032,,,,
d2merino,4/4/2017 19:16,0,2,,@,#,8.49E+17,https://twitter.com/d2merino/status/849400321474535424,,,,
BCRFcure,4/4/2017 19:13,0,2,,,#,8.49E+17,https://twitter.com/BCRFcure/status/849399431262867460,,,,
ChrisPascale6,4/4/2017 19:12,0,2,,,#,8.49E+17,https://twitter.com/ChrisPascale6/status/849399225590874116,,,,
ChrisPascale6,4/4/2017 19:09,3,2,,,#,8.49E+17,https://twitter.com/ChrisPascale6/status/849398546562514944,,,,
CellPressNews,4/4/2017 19:05,2,5,,@,#,8.49E+17,https://twitter.com/CellPressNews/status/849397432228212736,,,,
SwerveAM,4/4/2017 19:04,0,3,,,# #,8.49E+17,https://twitter.com/SwerveAM/status/849397239453802496,,,,
OncologyTimes,4/4/2017 19:00,2,7,,@,# #,8.49E+17,https://twitter.com/OncologyTimes/status/849396175774117888,,,,
PacBio,4/4/2017 18:59,1,3,,,#,8.49E+17,https://twitter.com/PacBio/status/849396157482708993,,,,
ClementBonnt,4/4/2017 18:54,0,0,,@ @,,8.49E+17,https://twitter.com/ClementBonnt/status/849394754727104520,,,,
simocristea,4/4/2017 18:53,2,4,,,#,8.49E+17,https://twitter.com/simocristea/status/849394558869929987,,,,
TimStarr1,4/4/2017 18:52,5,2,,,# #,8.49E+17,https://twitter.com/TimStarr1/status/849394284432420869,,,,
biancaislam,4/4/2017 18:52,0,4,,@ @,#,8.49E+17,https://twitter.com/biancaislam/status/849394199548104704,,,,
DarcyBurbage,4/4/2017 18:49,1,2,,@ @,#,8.49E+17,https://twitter.com/DarcyBurbage/status/849393562039005184,,,,
excitingrole,4/4/2017 18:47,0,1," Oncology Biomarker Development # AACR17 http://ow.ly/IE7Q30ajuvE """"",,,# #,8.49E+17,https://twitter.com/excitingrole/status/849392937364582400,,,
excitingrole,4/4/2017 18:47,0,0,,,# #,8.49E+17,https://twitter.com/excitingrole/status/849392935292596225,,,,
nathanjoconnor,4/4/2017 18:46,0,1,,,# #,8.49E+17,https://twitter.com/nathanjoconnor/status/849392883983581185,,,,
OncNursingNews,4/4/2017 18:45,2,4,,@,#,8.49E+17,https://twitter.com/OncNursingNews/status/849392421351936000,,,,
GenentechJobs,4/4/2017 18:44,0,0,,,# #,8.49E+17,https://twitter.com/GenentechJobs/status/849392303001174017,,,,
itsthebunk,4/4/2017 18:41,2,9,,,#,8.49E+17,https://twitter.com/itsthebunk/status/849391460466163713,,,,
HillStirSci,4/4/2017 18:40,5,12,,,#,8.49E+17,https://twitter.com/HillStirSci/status/849391259789799426,,,,
jleePSOC,4/4/2017 18:40,3,7,,,# # # # #,8.49E+17,https://twitter.com/jleePSOC/status/849391235303452674,,,,
BioPharmaDive,4/4/2017 18:40,0,3,,,#,8.49E+17,https://twitter.com/BioPharmaDive/status/849391128595939328,,,,
CellPressNews,4/4/2017 18:35,4,3,,@,#,8.49E+17,https://twitter.com/CellPressNews/status/849389884422991872,,,,
soragnilab,4/4/2017 18:33,1,3,,,#,8.49E+17,https://twitter.com/soragnilab/status/849389407446740994,,,,
fgrazz,4/4/2017 18:32,1,0,,,#,8.49E+17,https://twitter.com/fgrazz/status/849389313011920896,,,,
dhovekamp42,4/4/2017 18:32,0,0,,,,8.49E+17,https://twitter.com/dhovekamp42/status/849389273384177664,,,,
fgrazz,4/4/2017 18:30,1,1,,@,# #,8.49E+17,https://twitter.com/fgrazz/status/849388825436594176,,,,
NIH_CommonFund,4/4/2017 18:30,0,1,,@,#,8.49E+17,https://twitter.com/NIH_CommonFund/status/849388798777712640,,,,
kochinstitute,4/4/2017 18:30,2,7,,,#,8.49E+17,https://twitter.com/kochinstitute/status/849388731295576064,,,,
STEMCELLTech,4/4/2017 18:30,0,1,,,#939 #,8.49E+17,https://twitter.com/STEMCELLTech/status/849388719404724224,,,,
WCM_MeyerCancer,4/4/2017 18:28,1,2,,,# #,8.49E+17,https://twitter.com/WCM_MeyerCancer/status/849388247381880833,,,,
soragnilab,4/4/2017 18:28,1,1,,,#,8.49E+17,https://twitter.com/soragnilab/status/849388179497025537,,,,
JEMgenes,4/4/2017 18:25,1,1,,,# #,8.49E+17,https://twitter.com/JEMgenes/status/849387503656341505,,,,
WCM_MeyerCancer,4/4/2017 18:25,1,0,,@ @,#,8.49E+17,https://twitter.com/WCM_MeyerCancer/status/849387435746353153,,,,
NIH_CommonFund,4/4/2017 18:25,1,3,,@,# #,8.49E+17,https://twitter.com/NIH_CommonFund/status/849387364522881024,,,,
fredhutch,4/4/2017 18:25,5,5,,@ @,# #,8.49E+17,https://twitter.com/fredhutch/status/849387352363552774,,,,
hilaryarobbins,4/4/2017 18:24,1,3,,,#,8.49E+17,https://twitter.com/hilaryarobbins/status/849387333862518786,,,,
Engel140,4/4/2017 18:24,3,5,,@ @,# #,8.49E+17,https://twitter.com/Engel140/status/849387191835009026,,,,
ekta_khurana,4/4/2017 18:24,1,4,,,#,8.49E+17,https://twitter.com/ekta_khurana/status/849387166375522305,,,,
soragnilab,4/4/2017 18:24,0,1,,,#,8.49E+17,https://twitter.com/soragnilab/status/849387125904744449,,,,
humanimmunenews,4/4/2017 18:22,0,1,,,#,8.49E+17,https://twitter.com/humanimmunenews/status/849386681962725376,,,,
sjpoezie,4/4/2017 18:20,0,1,,,# #1 # # #,8.49E+17,https://twitter.com/sjpoezie/status/849386164335280129,,,,
ekta_khurana,4/4/2017 18:19,0,1,,,#,8.49E+17,https://twitter.com/ekta_khurana/status/849385922705727489,,,,
NCIsysbio,4/4/2017 18:16,0,1,,@ @ @,# #,8.49E+17,https://twitter.com/NCIsysbio/status/849385211947307008,,,,
NIH_CommonFund,4/4/2017 18:16,1,3,,@,# #,8.49E+17,https://twitter.com/NIH_CommonFund/status/849385181337276416,,,,
soragnilab,4/4/2017 18:16,0,2,,,#,8.49E+17,https://twitter.com/soragnilab/status/849385142581940224,,,,
fgrazz,4/4/2017 18:15,1,0,,,# # #,8.49E+17,https://twitter.com/fgrazz/status/849384978328817664,,,,
soragnilab,4/4/2017 18:14,0,0,,,#,8.49E+17,https://twitter.com/soragnilab/status/849384679740452865,,,,
jann_ingmire,4/4/2017 18:13,2,4,,@,#,8.49E+17,https://twitter.com/jann_ingmire/status/849384489226821639,,,,
NIH_CommonFund,4/4/2017 18:13,1,3,,@,# #,8.49E+17,https://twitter.com/NIH_CommonFund/status/849384366031720449,,,,
fredhutch,4/4/2017 18:13,2,3,,@,# # #,8.49E+17,https://twitter.com/fredhutch/status/849384332657647618,,,,
KM_Haines,4/4/2017 18:12,1,2,,,#,8.49E+17,https://twitter.com/KM_Haines/status/849384318279528448,,,,
WCM_MeyerCancer,4/4/2017 18:12,0,1,,@,# #,8.49E+17,https://twitter.com/WCM_MeyerCancer/status/849384286432223233,,,,
soragnilab,4/4/2017 18:12,0,0,,,#,8.49E+17,https://twitter.com/soragnilab/status/849384124792156160,,,,
coyefish379,4/4/2017 18:11,0,1,,,#,8.49E+17,https://twitter.com/coyefish379/status/849383912837197825,,,,
mcbride_matthew,4/4/2017 18:10,1,3,,,# #,8.49E+17,https://twitter.com/mcbride_matthew/status/849383677624823809,,,,
soragnilab,4/4/2017 18:08,0,1,,,#,8.49E+17,https://twitter.com/soragnilab/status/849383311734706177,,,,
NIH_CommonFund,4/4/2017 18:08,0,2,,@,# #,8.49E+17,https://twitter.com/NIH_CommonFund/status/849383158684557312,,,,
FertigLab,4/4/2017 18:07,3,4,,@,#,8.49E+17,https://twitter.com/FertigLab/status/849382934784221186,,,,
soragnilab,4/4/2017 18:07,0,4,,,#,8.49E+17,https://twitter.com/soragnilab/status/849382917981843457,,,,
Coryandar,4/4/2017 18:07,1,1,,,#,8.49E+17,https://twitter.com/Coryandar/status/849382893172535296,,,,
CellPressNews,4/4/2017 18:05,11,14,,,# # # #,8.49E+17,https://twitter.com/CellPressNews/status/849382330976415745,,,,
WCM_MeyerCancer,4/4/2017 18:04,0,0,,,#,8.49E+17,https://twitter.com/WCM_MeyerCancer/status/849382292585840642,,,,
WCM_MeyerCancer,4/4/2017 18:04,0,1,,,# #,8.49E+17,https://twitter.com/WCM_MeyerCancer/status/849382112281198592,,,,
ACDbio,4/4/2017 18:04,0,1,,,#,8.49E+17,https://twitter.com/ACDbio/status/849382083369857024,,,,
gvansant1,4/4/2017 18:03,0,1,,,#,8.49E+17,https://twitter.com/gvansant1/status/849381987530006533,,,,
bem09,4/4/2017 18:01,0,0,,,# #,8.49E+17,https://twitter.com/bem09/status/849381408002985985,,,,
WCM_MeyerCancer,4/4/2017 18:01,0,0,,,# #,8.49E+17,https://twitter.com/WCM_MeyerCancer/status/849381380933005312,,,,
NIH_CommonFund,4/4/2017 18:00,2,5,,@,# # #,8.49E+17,https://twitter.com/NIH_CommonFund/status/849381187877560322,,,,
CellReports,4/4/2017 18:00,19,23,,,# #,8.49E+17,https://twitter.com/CellReports/status/849381134815330305,,,,
crownbioscience,4/4/2017 18:00,1,1,,,#,8.49E+17,https://twitter.com/crownbioscience/status/849381084815122436,,,,
NCIEpi,4/4/2017 18:00,1,0,,@,# # #,8.49E+17,https://twitter.com/NCIEpi/status/849381074555817985,,,,
SiliconBio,4/4/2017 18:00,0,0,,,#,8.49E+17,https://twitter.com/SiliconBio/status/849381066150465537,,,,
rosiekaplanmd,4/4/2017 17:59,0,2,,,# #,8.49E+17,https://twitter.com/rosiekaplanmd/status/849380832817106944,,,,
jann_ingmire,4/4/2017 17:58,5,7,,@ @,#,8.49E+17,https://twitter.com/jann_ingmire/status/849380719659028483,,,,
ChrisPascale6,4/4/2017 17:58,1,1,,,# #,8.49E+17,https://twitter.com/ChrisPascale6/status/849380586166812672,,,,
KM_Haines,4/4/2017 17:56,0,1,,,#,8.49E+17,https://twitter.com/KM_Haines/status/849380304347332608,,,,
KLCampbellPhD,4/4/2017 17:56,0,1,,,#,8.49E+17,https://twitter.com/KLCampbellPhD/status/849380297649131520,,,,
NIH_CommonFund,4/4/2017 17:56,1,6,,@,#,8.49E+17,https://twitter.com/NIH_CommonFund/status/849380263369093121,,,,
rosiekaplanmd,4/4/2017 17:56,1,5,,,#,8.49E+17,https://twitter.com/rosiekaplanmd/status/849380235372056576,,,,
soragnilab,4/4/2017 17:56,0,1,,,#,8.49E+17,https://twitter.com/soragnilab/status/849380127519768576,,,,
estherbaena,4/4/2017 17:55,1,1,,,#,8.49E+17,https://twitter.com/estherbaena/status/849379864599769088,,,,
ArtDrugDiscover,4/4/2017 17:55,2,3,,,# # #,8.49E+17,https://twitter.com/ArtDrugDiscover/status/849379839626944513,,,,
JRperez77,4/4/2017 17:53,1,2,,,#,8.49E+17,https://twitter.com/JRperez77/status/849379510571106308,,,,
ivybelkins,4/4/2017 17:53,1,2,,,# # #lcsm,8.49E+17,https://twitter.com/ivybelkins/status/849379487649234944,,,,
soragnilab,4/4/2017 17:53,1,2,,,#,8.49E+17,https://twitter.com/soragnilab/status/849379380304412672,,,,
DrRaoPapineni,4/4/2017 17:52,1,4,,,# # # # #,8.49E+17,https://twitter.com/DrRaoPapineni/status/849379162574004224,,,,
Genes4Health,4/4/2017 17:51,1,3,,@,#,8.49E+17,https://twitter.com/Genes4Health/status/849379021234327553,,,,
KM_Haines,4/4/2017 17:51,0,1,,,#,8.49E+17,https://twitter.com/KM_Haines/status/849378969933811712,,,,
BernardAFox,4/4/2017 17:51,0,5,,@ @ @,#,8.49E+17,https://twitter.com/BernardAFox/status/849378904666255361,,,,
rosiekaplanmd,4/4/2017 17:51,1,3,,,#,8.49E+17,https://twitter.com/rosiekaplanmd/status/849378896248176640,,,,
soragnilab,4/4/2017 17:51,0,2,,,#,8.49E+17,https://twitter.com/soragnilab/status/849378875025100801,,,,
WCM_MeyerCancer,4/4/2017 17:50,0,2,,@,#,8.49E+17,https://twitter.com/WCM_MeyerCancer/status/849378743789465600,,,,
mb_Oncology,4/4/2017 17:50,0,0,,,#immunotherapy # # # # #,8.49E+17,https://twitter.com/mb_Oncology/status/849378618027454464,,,,
AACR,4/4/2017 17:50,0,3,,,#,8.49E+17,https://twitter.com/AACR/status/849378568492789762,,,,
vansciver,4/4/2017 17:48,1,6,,,#,8.49E+17,https://twitter.com/vansciver/status/849378278624382977,,,,
WCM_MeyerCancer,4/4/2017 17:48,0,1,,@,# #,8.49E+17,https://twitter.com/WCM_MeyerCancer/status/849378200539070464,,,,
Genes4Health,4/4/2017 17:48,2,5,,@,#,8.49E+17,https://twitter.com/Genes4Health/status/849378189482786816,,,,
Coryandar,4/4/2017 17:48,1,2,,,#,8.49E+17,https://twitter.com/Coryandar/status/849378157987864576,,,,
KM_Haines,4/4/2017 17:48,0,3,,,#,8.49E+17,https://twitter.com/KM_Haines/status/849378076924555264,,,,
scisignal,4/4/2017 17:47,1,5,,,#,8.49E+17,https://twitter.com/scisignal/status/849377804227678208,,,,
JRperez77,4/4/2017 17:45,1,2,,,#,8.49E+17,https://twitter.com/JRperez77/status/849377507417739264,,,,
BCRFcure,4/4/2017 17:45,8,11,,,#,8.49E+17,https://twitter.com/BCRFcure/status/849377486421073922,,,,
Aiims1742,4/4/2017 17:45,4,4,,@,#,8.49E+17,https://twitter.com/Aiims1742/status/849377438752808961,,,,
NIH_CommonFund,4/4/2017 17:45,1,4,,,# # # #,8.49E+17,https://twitter.com/NIH_CommonFund/status/849377430934618112,,,,
AviMaayan,4/4/2017 17:45,0,5,,,# #,8.49E+17,https://twitter.com/AviMaayan/status/849377309605933061,,,,
bmsnews,4/4/2017 17:45,2,9,,,# # #,8.49E+17,https://twitter.com/bmsnews/status/849377287153889280,,,,
KM_Haines,4/4/2017 17:44,0,2,,,#,8.49E+17,https://twitter.com/KM_Haines/status/849377250243948550,,,,
Genes4Health,4/4/2017 17:44,0,3,,,#,8.49E+17,https://twitter.com/Genes4Health/status/849377119314616324,,,,
ACDbio,4/4/2017 17:43,0,1,,,#,8.49E+17,https://twitter.com/ACDbio/status/849376987156291584,,,,
KM_Haines,4/4/2017 17:43,0,1,,,#,8.49E+17,https://twitter.com/KM_Haines/status/849376856323305473,,,,
Aiims1742,4/4/2017 17:42,1,3,,,# #,8.49E+17,https://twitter.com/Aiims1742/status/849376695668936705,,,,
hilaryarobbins,4/4/2017 17:42,1,0,,,#,8.49E+17,https://twitter.com/hilaryarobbins/status/849376676794552324,,,,
boehmjesse,4/4/2017 17:42,3,6,,,#,8.49E+17,https://twitter.com/boehmjesse/status/849376673036369920,,,,
dhovekamp42,4/4/2017 17:42,1,8,,,#,8.49E+17,https://twitter.com/dhovekamp42/status/849376532946726918,,,,
coyefish379,4/4/2017 17:41,2,2,,,# #,8.49E+17,https://twitter.com/coyefish379/status/849376376570486789,,,,
soragnilab,4/4/2017 17:41,0,0,,,#,8.49E+17,https://twitter.com/soragnilab/status/849376333130063874,,,,
Aiims1742,4/4/2017 17:40,0,1,,@ @,#,8.49E+17,https://twitter.com/Aiims1742/status/849376201697374212,,,,
