username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink,,,,
AlexandraSurcel,4/4/2017 11:33,0,0,"Oncologists look 2much @drugs that shrink tumors, instead of cells that don't respond # CancerRecurrance # RethinkingDrugDevt # AACR17 (5/n)",,@drugs,# # #,8.49284E+17,https://twitter.com/AlexandraSurcel/status/849283862580662274,,,,
hilaryarobbins,4/4/2017 11:32,0,0,How to best use cancer # chemoprevention? Target high-risk cancer syndromes so that benefit outweighs risk. # AACR17,,,# #,8.49284E+17,https://twitter.com/hilaryarobbins/status/849283567154868224,,,,
SnarkyScientist,4/4/2017 11:32,2,2,"Next on docket, hearing from @ Nikhilwagle and Christine Lovly on strategies for increasing your visibility in academia # AACRAMC # AACR17",,@,# #,8.49284E+17,https://twitter.com/SnarkyScientist/status/849283554496393216,,,,
dang_shirley,4/4/2017 11:32,1,3,Great presentation by Pam Sharma of @ parkerici @ MDAndersonNews at # AACR17 on immunotherapy resistance. pic.twitter.com/ogRHLHI80U,,@ @,#,8.49283E+17,https://twitter.com/dang_shirley/status/849283443678748672,,,,
soragnilab,4/4/2017 11:32,0,1,. A very important point: parp inhibitors as tools to basic research discovery of novel DNA repair pathways # AACR17,,,#,8.49283E+17,https://twitter.com/soragnilab/status/849283435147526144,,,,
Coryandar,4/4/2017 11:32,0,2,New type of CRISPR screen to identify drug targets: Domain-focused CRISPR screens @ ChrisVakoc # AACR17 pic.twitter.com/5XRiIRUTTD,,@,#,8.49283E+17,https://twitter.com/Coryandar/status/849283416843485184,,,,
parkerici,4/4/2017 11:31,2,3,. @ parkerici's Jesse Zaretsky of the Ribas lab @ UCLAJCCC w/ Dr Vonderheide @ PennMedNews speaking on resistance to # immunotherapy # AACR17 pic.twitter.com/gxMAoStd7q,,@ @ @,# #,8.49283E+17,https://twitter.com/parkerici/status/849283187696173056,,,,
soragnilab,4/4/2017 11:30,1,7,Very insightful conclusions from D'Andrea about PARP inhibitors and resistance # AACR17 pic.twitter.com/jpTjMNGGHf,,,#,8.49283E+17,https://twitter.com/soragnilab/status/849283162945581057,,,,
mercuryfund,4/4/2017 11:30,0,0,Antitumor Immunity Triggered by DNAtrix Armed Viruses to be Presented at the 2017 Annual Meeting of @ AACR http://buff.ly/2nTNhC3,,@,,8.49283E+17,https://twitter.com/mercuryfund/status/849283153676120064,,,,
genentech,4/4/2017 11:30,31,98,# ICYMI check out the key topics we're discussing at # AACR17 & how the future of science is here https://www.gene.com/topics/oncology?utm_source=T&utm_medium=P&utm_term=13245&utm_content=AACRHub&utm_campaign=AACR2017 …,,,# #,8.49283E+17,https://twitter.com/genentech/status/849283134176854016,,,,
LICORBio,4/4/2017 11:30,0,0,Let us show you what Western blot data you may be missing. Stop by and chat with us. Booth 3001 # AACR17 pic.twitter.com/HMiJ6SEwqb,,,#,8.49283E+17,https://twitter.com/LICORBio/status/849283128598429696,,,,
Amgen,4/4/2017 11:30,6,14,BiTE® antibody constructs are designed to bridge T cells to cancer cells. Read more: http://bit.ly/2eFXFdW # AACR17 # AmgenOncopic.twitter.com/3bNVI6dkkX,,,# #,8.49283E+17,https://twitter.com/Amgen/status/849283124358000640,,,,
drholowatyj,4/4/2017 11:30,2,9,Set for our @ AACR Congressional briefing in Congressional Meeting Room North (268) @the US Capitol at noon! @ karmanoscancer @ waynemedicinepic.twitter.com/CapT76HLxk,,@ @the @ @,,8.49283E+17,https://twitter.com/drholowatyj/status/849283086156279814,,,,
NeoGenomics,4/4/2017 11:30,1,4,"Check out our # PDL1 comparative study poster by authors from NeoGenomics and @ BMSnews, today (Tuesday, 4/4) at # AACR17 from 1 to 5 pm! pic.twitter.com/VTUcSj7Ai0",,@,# #,8.49283E+17,https://twitter.com/NeoGenomics/status/849283078241570816,,,,
miltenyibiotec,4/4/2017 11:30,1,2,In 1 hour: Don't miss our # AACR17 Exhibitor Spotlight Symposium on exosome characterization in Spotlight Theater B! https://goo.gl/DAO9Zb,,,#,8.49283E+17,https://twitter.com/miltenyibiotec/status/849283005604667392,,,,
teaminspire,4/4/2017 11:30,5,16,"The # AACR17 conference continues, and Inspire partner @ B_C_A_N is going strong, with Stephanie Chisholm at the helm.pic.twitter.com/v6XDjZGSKF",,@,#,8.49283E+17,https://twitter.com/teaminspire/status/849282952588603393,,,,
UPMCnews,4/4/2017 11:30,0,4,Dr. Jason Lohnueller | Sec. 30 Bd No. 3: Engineered anti-biotin CAR T cells for universal # cancer therapy. # AACR17 pic.twitter.com/8XmhRw1zcg,,,# #,8.49283E+17,https://twitter.com/UPMCnews/status/849282934897078273,,,,
JacobPlieth,4/4/2017 11:29,9,3,"Today's $ NLNK # AACR17 data, and the broader IDO timeline # ASCO17 # ESMO17 via @ EPVantage http://bit.ly/2nYFHWM $ INCY $ MRK $ RHHBY $ BMY",,@,# # #,8.49283E+17,https://twitter.com/JacobPlieth/status/849282906359037952,,,,
Biotech2050,4/4/2017 11:29,1,2,# Jefferies: $ OMED $ CELG $ IMDZ $ KPTI $ INCY $ AFMD: # AACR17 Meeting Tidbits From Monday http://www.investorvillage.com/smbd.asp?mb=341&mn=210102&pt=msg&mid=17031549#.WOO7wsfuWPE.twitter …,,,# # #,8.49283E+17,https://twitter.com/Biotech2050/status/849282860427169793,,,,
OncologyTimes,4/4/2017 11:29,1,2,New # Immunotherapy Combination Shows Promise for Patients With Advanced # melanoma # AACR17 @ProvidenceCancerCenter http://p.ctx.ly/r/3zmr pic.twitter.com/m4rMJkr9QC,,@ProvidenceCancerCenter,# # #,8.49283E+17,https://twitter.com/OncologyTimes/status/849282821231267840,,,,
Coryandar,4/4/2017 11:28,0,1,Domain specificity in CRISPR design affects sgRNA performance. - @ ChrisVakoc # AACR17,,@,#,8.49283E+17,https://twitter.com/Coryandar/status/849282639643250689,,,,
emilykatehayes,4/4/2017 11:28,2,3,"# AACR2017 Bristol IDO data, adverse events pic.twitter.com/TI3oXUbDFY",,,#,8.49283E+17,https://twitter.com/emilykatehayes/status/849282634379407361,,,,
Jkroonen,4/4/2017 11:28,3,4,# Epigenetics is everywhere. We are happy to discuss about your cancer research at @ Diagenode # AACR17 Booth 2717. pic.twitter.com/2Qsvza8nE5,,@,# #,8.49283E+17,https://twitter.com/Jkroonen/status/849282530918486016,,,,
AlexandraSurcel,4/4/2017 11:28,0,2,Jim Olsen @ fredhutch on CIVO drug dev't platform # pediatricbraincancer @ AACR # AACR17 (4/n) pic.twitter.com/aqto4ATirD,,@ @,# #,8.49282E+17,https://twitter.com/AlexandraSurcel/status/849282496055439360,,,,
soragnilab,4/4/2017 11:28,2,3,D'Andrea: ezh2 inhibitor should not be combined w/parp inhibitor as it speeds up resistance -nice mouse data # AACR17,,,#,8.49282E+17,https://twitter.com/soragnilab/status/849282467584454661,,,,
lindamahj,4/4/2017 11:27,3,4,Padmanee On VISTA new immune checkpoint @ AACR # AACR17 @ Maj_0916pic.twitter.com/BJL9QCIK3H,,@ @,#,8.49282E+17,https://twitter.com/lindamahj/status/849282378560393216,,,,
xrtGenomics,4/4/2017 11:27,0,0,"experimental systems don't always reproduce human mutational signatures -- different toxins used, or exposure time courses # aacr17",,,#,8.49282E+17,https://twitter.com/xrtGenomics/status/849282280271093760,,,,
NektarNews,4/4/2017 11:27,2,2,"Our own Samira Khalili, PhD presents mechanistic modeling of NKTR-214 poster at # AACR17: http://bit.ly/2nDoorM pic.twitter.com/jaBnCdiZ2p",,,#,8.49282E+17,https://twitter.com/NektarNews/status/849282224927199233,,,,
jacksonlab,4/4/2017 11:27,0,0,"Vacok, # CRISPR for screens for regulators in # leukemia. Powerful for nominating proteins for (not proving) functional importance. # AACR17",,,# # #,8.49282E+17,https://twitter.com/jacksonlab/status/849282200763813888,,,,
DwyerLab,4/4/2017 11:26,0,0,Stimulating session on advances in BrCa therapy - continued progress & promising discoveries. Many challenges still to be overcome # AACR17,,,#,8.49282E+17,https://twitter.com/DwyerLab/status/849282032500965377,,,,
LolaRahib,4/4/2017 11:26,1,2,Padmanee Sharma @ MDAndersonNews presenting response and resistance mechanisms of checkpoint therapy wearing @ SU2C shirt. # AACR17 pic.twitter.com/KFhI58nzwu,,@ @,#,8.49282E+17,https://twitter.com/LolaRahib/status/849281936740802560,,,,
MaverickNY,4/4/2017 11:25,4,8,Sharma: high vs low mutation load # aacr17 Bingo!!! @ DrMiguelPerales @ JacobPliethpic.twitter.com/fWi13lBVym,,@ @,#,8.49282E+17,https://twitter.com/MaverickNY/status/849281856352788480,,,,
UMBaltimore,4/4/2017 11:25,1,3,Mentor Bret Hassel PhD @ UMmedschool listens w/ @ UMB_CURE youth # AACR17 @ NCICRCHDpic.twitter.com/t5gZGNzkCx,,@ @ @,#,8.49282E+17,https://twitter.com/UMBaltimore/status/849281855434129408,,,,
bidenfoundation,4/4/2017 11:25,18,86,"At # AACR17, @ JoeBiden spoke about the critically important bipartisan work to be done in continuing the fight against cancerpic.twitter.com/GSYP6tOVdW",,@,#,8.49282E+17,https://twitter.com/bidenfoundation/status/849281825201467392,,,,
HCResearcher,4/4/2017 11:25,0,0,Olga Karginova (Olopade lab) collab w/ Chuan He: selective inhibition of copper metabolism as novel TNBC Tx # AACR17 pic.twitter.com/kYZy4CKXoi,,,#,8.49282E+17,https://twitter.com/HCResearcher/status/849281729877737472,,,,
AACRFoundation,4/4/2017 11:25,1,4,"Meet # AACRAMC Fundraising Committee members dedicated to advancing the @ AACR 's career researchers, 4/5, 11:15am at # AACRcentral. # AACR17",,@,# # #,8.49282E+17,https://twitter.com/AACRFoundation/status/849281717408063488,,,,
abbvie,4/4/2017 11:25,4,5,This image shows how researchers visualized tumors 100 years ago. See how we view them now: http://bit.ly/2nAhOSb # AACR2017 pic.twitter.com/rVnwODCg00,,,#,8.49282E+17,https://twitter.com/abbvie/status/849281675997704193,,,,
Brooke_LaFlamme,4/4/2017 11:24,0,0,Rozen developing experimental strategies for learning mutational signatures of # carcinogens. So much still unknown. # AACR17,,,# #,8.49282E+17,https://twitter.com/Brooke_LaFlamme/status/849281574650728450,,,,
UMBMaryP,4/4/2017 11:23,0,0,So excited for these students today! They will remember this trip for the rest of their lives. # AACR17 @ UMB_CUREhttps://twitter.com/umbaltimore/status/849260164066807808 …,,@,#,8.49281E+17,https://twitter.com/UMBMaryP/status/849281199625441281,,,,
AlexandraSurcel,4/4/2017 11:22,1,4,"Alana Welm @ huntsmancancer on PDX vs organoid # breastcancer patients. 20-30% only est PDX, corr w/poor outcome. # AACR17 @ AACR (3/n)",,@ @,# #,8.49281E+17,https://twitter.com/AlexandraSurcel/status/849281139965657093,,,,
CUCancerCenter,4/4/2017 11:22,0,0,DeGregori: when you have no clue," you do gene expression analysis."" # AACR17""",,,#,8.49281E+17,https://twitter.com/CUCancerCenter/status/849281068092059648,,,
markgenome,4/4/2017 11:22,2,0,"Tech ( # NGS, # CRISPR, microscopy etc)->sig changes to # cancer research. Data piling up. Amazing complexity, precision->med progress? # AACR17",,,# # # #,8.49281E+17,https://twitter.com/markgenome/status/849281038631280642,,,,
JessicaWBlack,4/4/2017 11:22,0,0,Don't miss @ FlagshipBio # AACR17 poster presentation at 1pm Evaluating Benefits of PD-L1 Image Analysis in the Clinical Setting. Poster #4582,,@,# #4582,8.49281E+17,https://twitter.com/JessicaWBlack/status/849281033979785217,,,,
JEMgenes,4/4/2017 11:21,0,2,"W Hahn: CERES program for CRISPR exp design to account for CNV + HT CRISPR Screens in cell lines, patient derived tumor drug study # AACR17",,,#,8.49281E+17,https://twitter.com/JEMgenes/status/849280749568237568,,,,
DaleYuzuki,4/4/2017 11:20,0,0,"Diehn: (Says a lot of interesting things that confirms prior data on AF in ctDNA, gene prevalence. ROC analysis, tumor burden too) # AACR17",,,#,8.49281E+17,https://twitter.com/DaleYuzuki/status/849280644429565959,,,,
ChrisPascale6,4/4/2017 11:20,2,9,"If you didn't snap it, did it happen? Loved getting to meet @ cancerassassin1 IRL at # AACR17 !! pic.twitter.com/GLrBNQNxUk",,@,#,8.49281E+17,https://twitter.com/ChrisPascale6/status/849280602578853890,,,,
CUCancerCenter,4/4/2017 11:20,0,3,"Apparently our associate director, James DeGregori, is exploring cancer in electrically flatulent mice. # AACR17 pic.twitter.com/M1tJeupNVb",,,#,8.49281E+17,https://twitter.com/CUCancerCenter/status/849280559847268352,,,,
biotektweeter,4/4/2017 11:20,1,0,Our # AACR17 recommended reading: Sandra Horning’s thoughts on the evolving cancer ecosystem http://bit.ly/2oyB6Mp pic.twitter.com/Oh96LrIxsa,,,#,8.49281E+17,https://twitter.com/biotektweeter/status/849280523151134721,,,,
jamienholloway,4/4/2017 11:20,0,2,Way to go Hillary! @ HillStirSci # AACR17 https://twitter.com/gtownadvocates/status/849280133580115968 …,,@,#,8.4928E+17,https://twitter.com/jamienholloway/status/849280489743626245,,,,
NatureGenet,4/4/2017 11:20,1,3,Get your copy of the Nature # CancerEvolution collection at the @ SpringerNature booth! More content online: http://go.nature.com/2opQwmx # AACR17 pic.twitter.com/DUsZUwKETK,,@,# #,8.4928E+17,https://twitter.com/NatureGenet/status/849280487864623104,,,,
hilaryarobbins,4/4/2017 11:20,0,0,"Amen!! Rebbeck: going forward, we will move away from the # pvalue for evaluating precision prevention approaches in # cancer. # AACR17 # stats",,,# # # #,8.4928E+17,https://twitter.com/hilaryarobbins/status/849280454020804609,,,,
lindamahj,4/4/2017 11:19,2,1,Padmanee On top 10 pathway changes in pre and post IO tumor samples @ Maj_0916 @ jsoriamd @ loic_verlingue @ AACR # AACR17 pic.twitter.com/PBdKGPGdOE,,@ @ @ @,#,8.4928E+17,https://twitter.com/lindamahj/status/849280291558522880,,,,
KelseySnow48,4/4/2017 11:19,1,2,"In some cancers, e.g., pancreatic, the physical surroundings of the tumor can defeat infilitration of TILs in immunotherapy. # AACR17",,,#,8.4928E+17,https://twitter.com/KelseySnow48/status/849280283912175618,,,,
OracleBio,4/4/2017 11:18,0,1,Interested in quantifying immune cell content and spatial distribution in tumor tissue? Visit Booth 1363 at # AACR17 pic.twitter.com/ccympEVpId,,,#,8.4928E+17,https://twitter.com/OracleBio/status/849280135132008450,,,,
GtownAdvocates,4/4/2017 11:18,2,3,There hasn't been a break for @ HillStirSci at her poster at # AACR17! We love supporting @ LombardiCancer researchers!pic.twitter.com/Z9CXfh0I8K,,@ @,#,8.4928E+17,https://twitter.com/GtownAdvocates/status/849280133580115968,,,,
soulehoward1,4/4/2017 11:18,2,4,Pam Sharma @ MDAndersonNews presents amazing immunotherapy research program # AACR17 @ PCF_Sciencepic.twitter.com/62W1LHgOhv,,@ @,#,8.4928E+17,https://twitter.com/soulehoward1/status/849280040785281024,,,,
10xGenomics,4/4/2017 11:18,0,0,Identify paired T-cell transcripts from 100s to millions of lymphocytes w/ the Chromium Single Cell V(D)J Solution- Visit # AACR17 Booth 1644 pic.twitter.com/3Pi3ivgoSo,,,#,8.4928E+17,https://twitter.com/10xGenomics/status/849279953975656452,,,,
hilaryarobbins,4/4/2017 11:18,0,0,"Rebbeck: precision prevention cannot replace, but should complement traditional population-level and high-risk interventions. # AACR17 pic.twitter.com/f4dofjkl10",,,#,8.4928E+17,https://twitter.com/hilaryarobbins/status/849279934724022273,,,,
MaverickNY,4/4/2017 11:18,2,5,"Sharma: over 100 IO trials at MDACC = >2500 pats and >30,000 tumour tissue slides to assess # aacr17 wowser! pic.twitter.com/DmBL9bov7T",,,#,8.4928E+17,https://twitter.com/MaverickNY/status/849279902553706497,,,,
drholowatyj,4/4/2017 11:18,2,5,we've arrived for the @ AACR Congressional briefing! @ DrSarcoma @ JackWhelan # AACR17 pic.twitter.com/iUpzXBjQJZ,,@ @ @,#,8.4928E+17,https://twitter.com/drholowatyj/status/849279895536586752,,,,
DaleYuzuki,4/4/2017 11:17,0,0,Diehn: MRD in NSCLC could allow escalation of consolidation or adjuvant Rx. Prospective study 'do not post' early data # AACR17,,,#,8.4928E+17,https://twitter.com/DaleYuzuki/status/849279694516236290,,,,
KM_Haines,4/4/2017 11:17,0,0,"One example: RAD51 SNP in the presence of a BRCA1 NLS mutation changes age of onset, becomes complex to counsel patients # AACR17",,,#,8.4928E+17,https://twitter.com/KM_Haines/status/849279658491293696,,,,
snoshu196,4/4/2017 11:16,0,0,Video would be good. Vice President Biden is inspiring. Glioblastoma multi form is an incredible thief.,,,,8.4928E+17,https://twitter.com/snoshu196/status/849279596386070528,,,,
PCF_Science,4/4/2017 11:16,1,2,Padmanee Sharma on Investigating response and resistance mechanisms to immune checkpoint therapy. Now in Hall D-E. # AACR17 @ MDAndersonNewspic.twitter.com/iuP5lmMaR0,,@,#,8.49279E+17,https://twitter.com/PCF_Science/status/849279404400410625,,,,
lindamahj,4/4/2017 11:15,2,5,Padmanee introducing translational Immunotherapy research program at MD Anderson CC @ Maj_0916 @ loic_verlingue @ jsoriamd @ AACR # AACR17 pic.twitter.com/sGTrLrsPwz,,@ @ @ @,#,8.49279E+17,https://twitter.com/lindamahj/status/849279379893104641,,,,
Brooke_LaFlamme,4/4/2017 11:15,0,0,Steven Rozen giving the example of mutational signature caused by aristolochic acid http://stm.sciencemag.org/content/5/197/197ra101 … # AACR17 (img via Wikipedia) pic.twitter.com/A0q2lHIVMx,,,#,8.49279E+17,https://twitter.com/Brooke_LaFlamme/status/849279377040973825,,,,
CUCancerCenter,4/4/2017 11:15,0,0,"DeGregori explains secondary cancers: therapies aren't only inducing mutations but are also selecting for them."" # AACR17""",,,#,8.49279E+17,https://twitter.com/CUCancerCenter/status/849279372993409024,,,,
DaleYuzuki,4/4/2017 11:15,0,0,"Diehn: Looking at MRD - radiographically negative, no MRD for NSCLC. Useful in breast ca '15 ref http://ow.ly/PXlN30ayxdw # AACR17",,,#,8.49279E+17,https://twitter.com/DaleYuzuki/status/849279356367187968,,,,
electropositive,4/4/2017 11:15,1,1,The power of increasing a tumor's immunogenicity # AACR17 https://twitter.com/jacobplieth/status/849240245472296961 … – bei Walter E. Washington Convention Center,,,#,8.49279E+17,https://twitter.com/electropositive/status/849279236611481600,,,,
CellSignal,4/4/2017 11:15,0,0,"We’re hiring! # Marketing Manager 3-5 years experience, apply here: http://hubs.ly/H06Wl8K0 # jobs # careers # AACR17 booth 2707",,,# # # #,8.49279E+17,https://twitter.com/CellSignal/status/849279194093715457,,,,
Ludwig_Cancer,4/4/2017 11:15,3,3,"Building on their milestone paper, Ludwig @ MIT's Bob Weinberg & coauthor Doug Hanahan discussed possible new hallmarks of cancer # AACR17 pic.twitter.com/NR1oegxGuj",,@,#,8.49279E+17,https://twitter.com/Ludwig_Cancer/status/849279174653116417,,,,
jacksonlab,4/4/2017 11:14,1,3,"Christopher Vacok, @ CSHL, domain-focused # CRISPR screening. RNAi in leukemia, found AML drug target w BRD4 mut, but tech limited. # AACR17",,@,# #,8.49279E+17,https://twitter.com/jacksonlab/status/849279039776972800,,,,
DaleYuzuki,4/4/2017 11:14,0,0,"Diehn: Adv NSCLC, looking at L858R, Exon 19 del, T790M: Sen 93%, Spec 100%. # AACR17",,,#,8.49279E+17,https://twitter.com/DaleYuzuki/status/849279036975190018,,,,
UCCancerCenter,4/4/2017 11:14,0,3,Olga Karginova (Olopade lab) collab w/ Chuan He: selective inhibition of copper metabolism as novel TNBC Tx # AACR17 pic.twitter.com/Do60qvVnsj,,,#,8.49279E+17,https://twitter.com/UCCancerCenter/status/849278977785069569,,,,
obahcall,4/4/2017 11:13,0,2,Steve Rozen starts his talk on mutational signatures in cancer # AACR17 by showing us location of and few fun facts about Singapore,,,#,8.49279E+17,https://twitter.com/obahcall/status/849278875490291712,,,,
DaleYuzuki,4/4/2017 11:13,0,0,Diehn: Built models to suppress systematic error further - 'background polishing'. integrated digital error suppression (IDES) # AACR17,,,#,8.49279E+17,https://twitter.com/DaleYuzuki/status/849278836999106560,,,,
BCRFcure,4/4/2017 11:13,3,5,"Emens: study shows atezolizumab monotherapy in mets TNBC had clinical benefit in some patients, especially 1st line or were PDL1+ # AACR17",,,#,8.49279E+17,https://twitter.com/BCRFcure/status/849278763691102210,,,,
rosiekaplanmd,4/4/2017 11:13,0,0,"At # AACR17 Dan Haber says plasma, CTCs, exosomes together help predict pts at high risk for cancer progression",,,#,8.49279E+17,https://twitter.com/rosiekaplanmd/status/849278744099422209,,,,
Aiims1742,4/4/2017 11:13,4,7,Two # PancreaticCancer # clinicaltrials Bob is leading https://clinicaltrials.gov/ct2/show/NCT02588443?term=Vonderheide&rank=1 … https://clinicaltrials.gov/ct2/show/NCT02960594?term=Vonderheide&rank=6 … @ PennCancer @ parkerici # AACR17 https://twitter.com/lolarahib/status/849276904117080064 …,,@ @,# # #,8.49279E+17,https://twitter.com/Aiims1742/status/849278714340945920,,,,
DaleYuzuki,4/4/2017 11:12,1,0,"Diehn: Increasing LOD by increasing muts - cp 1 vs 8. Shows all base changes from 0 to 0.03% - systematic G>T, C>T, G>A, T>C # AACR17",,,#,8.49279E+17,https://twitter.com/DaleYuzuki/status/849278541984387072,,,,
sandisues,4/4/2017 11:12,1,0,# AACR17 African Americans have 25% higher increase to develop colon cancer. @ abreastcancer,,@,#,8.49278E+17,https://twitter.com/sandisues/status/849278433993654272,,,,
AndreaMiyahira,4/4/2017 11:12,2,1,Robert Vanderheide: CD40 activation induces anti-tumor immunity in immune-silent # PancreaticCancer. Role in # prostatecancer? # AACR17 pic.twitter.com/HlfeYQ8LVR,,,# # #,8.49278E+17,https://twitter.com/AndreaMiyahira/status/849278431107928065,,,,
bastien_nguyen,4/4/2017 11:12,2,3,Approx. 50 signatures will be revealed from a huge pan cancer analysis of WGS - M. Stratton - # AACR17 pic.twitter.com/bJt7vAGt0y,,,#,8.49278E+17,https://twitter.com/bastien_nguyen/status/849278402410545152,,,,
CUCancerCenter,4/4/2017 11:11,1,1,Here is how radiation selects for loss of p53. # AACR17 pic.twitter.com/525vM1OidL,,,#,8.49278E+17,https://twitter.com/CUCancerCenter/status/849278377710243840,,,,
NEBiolabs,4/4/2017 11:11,1,0,Let the new Luna Universal qPCR and RT-qPCR reagents light the way for your target detection # AACR17 pic.twitter.com/nEbdYKShNg,,,#,8.49278E+17,https://twitter.com/NEBiolabs/status/849278330582990848,,,,
LCSciences,4/4/2017 11:11,0,2,Visit us at @ AACR this week in Wash D.C. - Booth #344 pic.twitter.com/SMPO393aK2,,@,#344,8.49278E+17,https://twitter.com/LCSciences/status/849278269753044992,,,,
hilaryarobbins,4/4/2017 11:11,28,33,Not all # BRCA mutations are created equal: different mutations mean different cancer risks. # AACR17 pic.twitter.com/RYaRXtHPsJ,,,# #,8.49278E+17,https://twitter.com/hilaryarobbins/status/849278256012460033,,,,
DaleYuzuki,4/4/2017 11:11,0,0,"Diehn: wanted to increase recovery, decrease error, more mutations '16 Nature Biotech http://ow.ly/1Bfr30aywpB # AACR17",,,#,8.49278E+17,https://twitter.com/DaleYuzuki/status/849278220834938881,,,,
CUCancerCenter,4/4/2017 11:11,0,1,Decreased fitness of landscape increases selection for adaptive phenotype, says DeGregori at # AACR17 pic.twitter.com/iGgoaAIUMY,,,#,8.49278E+17,https://twitter.com/CUCancerCenter/status/849278146159443969,,,
SeraCare,4/4/2017 11:10,0,1,Study presented at # AACR17 zeros in on # HER2 in # colorectal # cancer http://hubs.ly/H06Z9_10 # AACR # mCRCpic.twitter.com/N0Fp2CpU8e,,,# # # # # #,8.49278E+17,https://twitter.com/SeraCare/status/849278120372908036,,,,
BrJCancer,4/4/2017 11:10,0,0,Next Christopher Vakoc on domain-focused CRISPR screening # AACR17,,,#,8.49278E+17,https://twitter.com/BrJCancer/status/849278076219424770,,,,
KM_Haines,4/4/2017 11:10,0,0,Looking at mutation-specific risk/penetrance and genotype-phenotype correlation can help personalize cancer prevention. # AACR17,,,#,8.49278E+17,https://twitter.com/KM_Haines/status/849278019994865664,,,,
Tecan_Talk,4/4/2017 11:10,0,3,3D microtumors can change # drugdiscovery # AACR17 > http://bit.ly/2oy9B1I pic.twitter.com/SeblA5WAvK,,,# #,8.49278E+17,https://twitter.com/Tecan_Talk/status/849277968593674241,,,,
rosiekaplanmd,4/4/2017 11:10,0,0,At # AACR17 annual meeting Pediatric Oncology leads the way in understanding role of epigenetics in cancer pic.twitter.com/YXJBVx3bGa,,,#,8.49278E+17,https://twitter.com/rosiekaplanmd/status/849277938407268360,,,,
jann_ingmire,4/4/2017 11:10,0,2,@ StJudeResearch Dr Charles Roberts presenting now on complex mutations in # cancer # AACR17 pic.twitter.com/hJYgHdfrKa,,@,# #,8.49278E+17,https://twitter.com/jann_ingmire/status/849277927145578496,,,,
DaleYuzuki,4/4/2017 11:10,0,0,Diehn: That's 2.5 per million. '14 ref http://ow.ly/iLW630ayw64 Showed Stg IIB NSCLC pre-Tx and 5mos later from paper # AACR17,,,#,8.49278E+17,https://twitter.com/DaleYuzuki/status/849277906090168322,,,,
UMBaltimore,4/4/2017 11:09,0,2,Diagnosis: lukemia in 2011. Cancer survivor Martin Townsend shares w/ @ UMB_CURE & crowd # AACR17 pic.twitter.com/qFs2q8hUSS,,@,#,8.49278E+17,https://twitter.com/UMBaltimore/status/849277810476765184,,,,
NDRI_Resource,4/4/2017 11:09,0,1,Come talk with us about how we can help supplement your research needs! # AACR17. Booth #3326 # NDRIServicetoScience @ AACR @ AACRFoundationpic.twitter.com/GqZXcB0zJK,,@ @,# #3326 #,8.49278E+17,https://twitter.com/NDRI_Resource/status/849277719888244736,,,,
LolaRahib,4/4/2017 11:09,0,2,"Vonderheide leaves us with this slide of us protesting"" # AACR17 pic.twitter.com/bS4W82YP3C""",,,#,8.49278E+17,https://twitter.com/LolaRahib/status/849277712317526016,,,,
KM_Haines,4/4/2017 11:09,0,0,"Oophorectomy for BRCA1 a success, but lifetime risk is not actually 100% for patients. Need to understand heterogeneity of risk. # AACR17",,,#,8.49278E+17,https://twitter.com/KM_Haines/status/849277686962900994,,,,
NCIsbir,4/4/2017 11:09,0,1,We asked Matt Gevaert of # SBIRfunded @ KIYATEC what he thought of the # SBIR program. # FueledbyNCISBIR # SBIRchat # AACR17 pic.twitter.com/9tKcYMdmDL,,@,# # # # #,8.49278E+17,https://twitter.com/NCIsbir/status/849277630721527808,,,,
hilaryarobbins,4/4/2017 11:08,0,1,Rebbeck: oophorectomy in BRCA1 carriers prevents about 70% of # OvarianCancer. Recommended by age 35-40. # AACR17,,,# #,8.49278E+17,https://twitter.com/hilaryarobbins/status/849277619879149568,,,,
obahcall,4/4/2017 11:08,1,0,Stratton: next gen compendium of cancer mutational signatures coming soon from # PCAWG # AACR17,,,# #,8.49278E+17,https://twitter.com/obahcall/status/849277595036372992,,,,
BCRFcure,4/4/2017 11:08,0,0,Emens: TNBC is attractive candidate for immunotherapy # AACR17,,,#,8.49278E+17,https://twitter.com/BCRFcure/status/849277546587926528,,,,
roelverhaak,4/4/2017 11:08,0,3,At poster session. Daily step count achieved. # AACR17,,,#,8.49278E+17,https://twitter.com/roelverhaak/status/849277516992978945,,,,
HMTMetabolomics,4/4/2017 11:08,1,1,Talk to our metabolomics experts at booth #3339 at # AACR17,,,#3339 #,8.49277E+17,https://twitter.com/HMTMetabolomics/status/849277484562567168,,,,
BCRFcure,4/4/2017 11:08,0,0,BCRF researcher Dr. Leisha Emens discusses immunotherapy and breast cancer at # AACR17 pic.twitter.com/wjsSpdlLzx,,,#,8.49277E+17,https://twitter.com/BCRFcure/status/849277399351128065,,,,
UNC_Lineberger,4/4/2017 11:07,4,8,". @ UNC_Lineberger's Blossom Damania is reporting how KSHV, which causes cancer, evades the immune system # AACR17 http://bit.ly/2oyC6A6 pic.twitter.com/TQmwHQkYGW",,@,#,8.49277E+17,https://twitter.com/UNC_Lineberger/status/849277316689788928,,,,
