name,predict_gender,female_prob,male_prob,country,affiliation,race,black_prob,white_prob,hispanic_prob,api_prob,"Asian,GreaterEastAsian,EastAsian_prob","Asian,GreaterEastAsian,Japanese_prob","Asian,IndianSubContinent_prob","GreaterAfrican,Africans_prob","GreaterAfrican,Muslim_prob","GreaterEuropean,British_prob","GreaterEuropean,EastEuropean_prob","GreaterEuropean,WestEuropean,French_prob","GreaterEuropean,WestEuropean,Germanic_prob","GreaterEuropean,Jewish_prob","GreaterEuropean,WestEuropean,Hispanic_prob","GreaterEuropean,WestEuropean,Italian_prob","GreaterEuropean,WestEuropean,Nordic_prob",race_census
Ruth Dannenfelser,female,0.540352822,0.459647178,United States,Princeton University,"GreaterEuropean,WestEuropean,Germanic",0.003219779,0.98208207,0.012692575,0.002005616,0.00889394,0.006991972,0.012378733,0.002364269,0.00118579,0.08360023,0.046881966,0.03419486,0.3475532,0.33760834,0.031202726,0.055277213,0.031866807,white
Kenny Westerman,female,0.58050454,0.41949546,United States,Tufts University,"GreaterEuropean,British",0.024861813,0.9556496,0.017424008,0.002064611,0.003551577,0.001068847,0.001572913,0.001308494,0.000935714,0.48265398,0.03498365,0.014580264,0.011916347,0.4222075,0.020262266,0.00401524,0.000943149,white
Gregory Grant,female,0.58050454,0.41949546,United States,University of Pennsylvania Dept. of Genetics,"GreaterEuropean,British",0.30708796,0.6694133,0.018584615,0.004914101,0.004784972,0.002499578,0.01433969,0.001205249,0.002987419,0.72922844,0.011383903,0.09674188,0.00956457,0.08121577,0.023673156,0.015560641,0.006814661,white
Christopher Pockrandt,male,0.191727772,0.808272228,Germany,Freie Universität Berlin,"GreaterEuropean,WestEuropean,Nordic",0.005765754,0.9897764,0.003948346,0.000509592,0.016217215,0.003462948,0.001851021,0.000459655,0.001029593,0.21449317,0.015092184,0.23853418,0.19177255,0.013115156,0.02692046,0.010465936,0.26658598,white
Myrto Kremyda-Vlachou,male,0.17751844,0.82248156,United Kingdom,University College London (UCL),"GreaterEuropean,EastEuropean",0.001696983,0.9732001,0.017063389,0.008039609,0.000144943,0.000442431,0.001503495,0.015992226,0.014326332,0.032857586,0.7411198,0.03218636,0.06580043,0.02788125,0.05105166,0.000121721,0.016571764,white
Lisa Bast,female,0.983670413,0.016329587,Germany,Technical University Munich,"GreaterEuropean,British",0.07421302,0.91271806,0.011986999,0.001081901,0.002649069,0.004734202,0.01695357,0.004267872,0.052890584,0.47973403,0.05432564,0.19190052,0.02782295,0.0667812,0.059268065,0.025540626,0.013131634,white
Jose Lugo-Martinez,female,0.752860915,0.247139085,United States,Carnegie Mellon University,"GreaterEuropean,WestEuropean,Hispanic",0.005047141,0.068853326,0.9184566,0.007642944,0.0007211,0.003939753,0.00025175,0.006618594,0.003043514,0.035032142,0.005683625,0.282518,0.003280114,0.017507683,0.32256222,0.31825107,0.000590397,hispanic
Zhengping Liu,male,0.262858058,0.737141942,United States,University of Pittsburgh,"Asian,GreaterEastAsian,EastAsian",0.001321584,0.003957992,0.002768063,0.99195236,0.985252,0.003317663,0.000355196,0.001338243,0.000393002,0.001119199,0.000556504,0.000312667,0.000174483,0.000402195,0.000210133,0.005909663,0.000659157,api
Shaojie Zhang,female,0.752860915,0.247139085,United States,University of Central Florida,"Asian,GreaterEastAsian,EastAsian",0.000148986,0.001574047,0.000469988,0.99780697,0.9922673,5.04E-05,0.000443295,0.000141951,0.000806133,0.001591126,0.001097325,0.001314515,0.000239789,0.000209368,0.000988026,0.000117424,0.000733308,api
Sam Darko,male,0.149585673,0.850414327,United States,NIH/NIAID/VRC,"GreaterAfrican,Africans",0.0566544,0.8567925,0.044213265,0.042339843,0.006723452,0.003615428,0.108793914,0.32908994,0.15065703,0.16154684,0.044933047,0.06494188,0.005502876,0.07776287,0.012748162,0.032717917,0.000966606,white
YAJUN TANG,female,0.500462181,0.499537819,United States,REGENERON,"Asian,GreaterEastAsian,EastAsian",0.004404103,0.022320997,0.016497647,0.9567773,0.9487733,0.005660726,0.001951134,0.003113091,0.001922065,0.021407066,0.001609236,0.005639378,0.001422961,0.002503448,0.002023262,0.000782243,0.003192217,api
Jason Shoemaker,male,0.44675319,0.55324681,United States,Univ. of Pitt,"GreaterEuropean,Jewish",0.006893943,0.97662234,0.009552315,0.006931368,0.005607229,0.033722468,0.18126579,0.07111907,0.055027567,0.17705849,0.025224369,0.021442972,0.020030659,0.268806,0.12335983,0.012363183,0.004972396,white
Fabio Vandin,male,0.17751844,0.82248156,Italy,University of Padova,"GreaterEuropean,EastEuropean",0.053141654,0.7717909,0.16811939,0.006948069,0.001638016,0.000248308,0.08227523,0.005051453,0.02122883,0.076381,0.36714882,0.348,0.020195996,0.045474485,0.010366636,0.0187136,0.003277624,white
Dan DeBlasio,male,0.44675319,0.55324681,United States,Carnegie Mellon University,"GreaterEuropean,WestEuropean,Italian",0.027232112,0.8013621,0.14965463,0.021751186,0.000180272,0.011671574,0.003481587,0.014628982,0.01024292,0.09025536,0.012308039,0.045003332,0.015940132,0.032828793,0.35157895,0.4117977,8.24E-05,white
tandy warnow,female,0.58050454,0.41949546,United States,University of Illinois,"GreaterEuropean,British",0.09464218,0.8934848,0.009550866,0.002322166,0.00584697,0.004762397,0.005706467,0.003705654,0.000953635,0.8240338,0.006136701,0.032782204,0.002167406,0.063259974,0.038958006,0.00619453,0.005492317,white
Luca Denti,female,0.983670413,0.016329587,Italy,Università degli Studi di Milano-Bicocca,"GreaterEuropean,WestEuropean,Italian",0.05623748,0.8834409,0.042784113,0.017537534,0.002603626,0.004522903,0.03278044,0.064136274,0.008639406,0.04003272,0.002910371,0.04738484,0.003861687,0.005600577,0.16953583,0.61720324,0.000788097,white
Mark Zucker,male,0.050087887,0.949912113,United States,Ohio State University,"GreaterEuropean,Jewish",0.23162459,0.75555307,0.008733292,0.004089039,0.00294846,0.004475228,0.011257959,0.013554649,0.00419085,0.14043905,0.047344215,0.051984277,0.26503783,0.3392294,0.10075184,0.006805662,0.011980575,white
Michael Brudno,male,0.494698435,0.505301565,Canada,University of Toronto,"GreaterEuropean,EastEuropean",0.030410329,0.9037551,0.055703223,0.010131287,0.003531333,0.013104425,0.07515499,0.001953938,0.027904948,0.09800716,0.35610548,0.089479595,0.055897545,0.12651089,0.029967561,0.10906777,0.013314363,white
Nathan Ing,male,0.44675319,0.55324681,United States,Cedars-Sinai Medical Center,"Asian,GreaterEastAsian,EastAsian",0.043918964,0.38745096,0.023663515,0.5449666,0.58324355,0.023173902,0.024040941,0.006911145,0.07782311,0.11883148,0.019558385,0.01934336,0.030029899,0.06556874,0.011781703,0.007374418,0.012319407,api
Simon Coetzee,male,0.44675319,0.55324681,United States,Cedars-Sinai Medical Center,"GreaterEuropean,British",0.029962126,0.95631284,0.012896293,0.000828727,0.050791014,0.028766487,0.003044737,0.088093184,0.013661123,0.25891963,0.061615564,0.19348824,0.022912845,0.013226761,0.17521973,0.064740635,0.025519999,white
Dennis Hazelett,male,0.298720472,0.701279528,United States,Cedars-Sinai Medical Center,"GreaterEuropean,British",0.14293483,0.83123285,0.022266582,0.003565778,0.00112899,0.000466801,0.002883716,0.010265814,0.008157879,0.8830661,0.006425181,0.015144416,0.001539257,0.028778998,0.027434856,0.003713306,0.010994725,white
Dongze He,female,0.752860915,0.247139085,United States,Case Western Reserve University,"Asian,GreaterEastAsian,EastAsian",0.011686958,0.010567751,0.009030107,0.96871525,0.909589,0.000923484,0.002951504,0.001399823,0.003084273,0.04271089,0.005252763,0.005651662,0.012170026,0.007927329,0.001360531,0.002435714,0.004543046,api
Rob Patro,male,0.317066845,0.682933155,United States,Stony Brook University,"GreaterEuropean,WestEuropean,Hispanic",0.038868062,0.87554914,0.028042985,0.057539783,0.002146007,0.002300977,0.24168612,0.008699653,0.040684897,0.020656437,0.00764225,0.056624528,0.002985445,0.008144286,0.33144906,0.27677658,0.000203777,white
Ben Langmead,male,0.44675319,0.55324681,United States,Johns Hopkins University,"GreaterEuropean,British",0.019320529,0.96674836,0.007402038,0.006529049,0.022643203,0.003468785,0.002116551,0.006895196,0.002577035,0.8479935,0.004901502,0.0366025,0.00273468,0.033797536,0.022294544,0.005963191,0.008011864,white
Soumyashant Nayak,male,0.288397688,0.711602312,United States,University of Pennsylvania,"Asian,IndianSubContinent",0.004806314,0.95000845,0.03632731,0.008857898,0.00452548,0.000675013,0.9181091,0.003706234,0.03799441,0.004131373,0.00175675,0.009921996,0.000242833,0.016049577,0.00082073,0.000876847,0.001189452,white
Heng Li,male,0.262858058,0.737141942,United States,Dana-Farber Cancer Institute,"Asian,GreaterEastAsian,EastAsian",0.002408758,0.011033538,0.007122837,0.97943497,0.9548798,0.000561091,0.000543874,0.00020114,0.002664046,0.019957615,0.001368237,0.001435257,0.001681231,0.006346371,0.001048775,0.003085177,0.006227328,api
WEI SONG,female,0.500462181,0.499537819,United States,National Institutes of Health (NIH),"Asian,GreaterEastAsian,EastAsian",0.001681229,0.014638626,0.003145852,0.98053426,0.9440877,0.011068663,0.002819483,0.00638418,0.004025,0.014917628,0.001594659,0.006099419,0.001298351,0.001651874,0.004460675,0.000648592,0.000943796,api
Aydin Buluc,male,0.44675319,0.55324681,United States,Lawrence Berkeley Lab,"GreaterEuropean,WestEuropean,French",0.038771484,0.93789,0.010046624,0.013291862,0.010268187,0.000309345,0.003161624,0.004601381,0.004425663,0.0602056,0.004591926,0.85992926,0.006853884,0.006982996,0.022862649,0.014627533,0.001179886,white
Iman Hajirasouliha,male,0.44675319,0.55324681,United States,Weill Cornell Medicine,"GreaterAfrican,Africans",0.036271818,0.7813349,0.019514007,0.16287927,0.018814676,0.024180649,0.00103069,0.5255617,0.08679632,0.011395459,0.28665373,0.006448393,0.000448144,0.032581627,0.004267337,0.001651258,0.000170095,white
Hsin-Ta Wu,female,0.983670413,0.016329587,United States,Natera,"Asian,GreaterEastAsian,EastAsian",0.0003789,0.001420714,0.001238517,0.9969619,0.98061085,0.000794322,7.83E-05,0.002668971,4.39E-05,0.01432607,0.000157071,0.000308999,0.000135886,0.00042398,0.000145948,0.000182315,0.000123184,api
Alan Kuhnle,male,0.44675319,0.55324681,United States,University of Florida,"GreaterEuropean,British",0.00287002,0.9787217,0.012260113,0.006148197,0.16274242,0.01918073,0.036111943,0.063508675,0.005100735,0.47368836,0.017079765,0.09111939,0.048652142,0.025625592,0.019300604,0.010177299,0.027712252,white
Brad Solomon,male,0.14169756,0.85830244,United States,Johns Hopkins University,"GreaterEuropean,Jewish",0.4357171,0.5147797,0.017082777,0.032420352,0.007586189,0.0050333,0.003681163,0.014927639,0.004612435,0.0605478,0.027871037,0.09803297,0.001563472,0.7026812,0.051535115,0.014847831,0.007079847,white
Jonathon Gast,male,0.44675319,0.55324681,United States,Purdue University,"GreaterEuropean,British",0.037911676,0.9459972,0.015113978,0.000977184,0.006117302,0.002276834,0.02662843,0.002728939,0.016797444,0.38545665,0.027982004,0.2776842,0.030301018,0.17145768,0.028769832,0.017456844,0.006342808,white
Roded Sharan,male,0.14169756,0.85830244,Israel,Tel Aviv University,"GreaterEuropean,Jewish",0.033621296,0.9372135,0.020290416,0.008874746,0.015403037,0.002930801,0.2553601,0.010403567,0.23806106,0.03878068,0.028475437,0.010169972,0.000684495,0.37823036,0.019252121,0.001968764,0.000279533,white
Lodewijk Brand,male,0.050087887,0.949912113,United States,Colorado School of Mines,"GreaterEuropean,British",0.18257552,0.8045179,0.010081604,0.002824958,0.010269353,0.002116612,0.026309377,0.000604328,0.002606981,0.61010027,0.016135711,0.07202474,0.026404174,0.18560772,0.016357465,0.006679448,0.024783801,white
Layla Oesper,female,0.983670413,0.016329587,United States,Carleton College,"GreaterEuropean,Jewish",0.004000068,0.96590537,0.024882184,0.005212338,0.004376227,0.000495069,0.007959576,0.010239645,0.005899039,0.111599185,0.16314313,0.03950277,0.13760649,0.44999582,0.045710586,0.011779343,0.011693266,white
Zach DiNardo,female,0.540352822,0.459647178,United States,Carleton College,"GreaterEuropean,WestEuropean,Hispanic",0.02800667,0.8490994,0.10623918,0.016654745,0.001896583,0.000882401,0.044009373,0.055044618,0.002543663,0.032916136,0.000418221,0.18421246,0.003113151,0.011242257,0.41947117,0.24406503,0.000185017,white
Kiran Tomlinson,male,0.44675319,0.55324681,United States,Carleton College,"GreaterEuropean,British",0.017228728,0.97054726,0.009212664,0.003011314,0.003239129,0.007302843,0.002571533,0.00118771,0.000218648,0.9426382,0.000517649,0.010775444,0.001183982,0.00479777,0.01325616,0.004402872,0.007908171,white
David Holland,male,0.14169756,0.85830244,United States,NIH/NHGRI,"GreaterEuropean,British",0.26270795,0.72079885,0.013834774,0.002658411,0.006084175,0.000483273,0.020623725,0.00196644,0.001287337,0.8563684,0.001333006,0.06936045,0.00561694,0.004115028,0.009649027,0.001786984,0.021325154,white
Paul Medvedev,male,0.494698435,0.505301565,United States,Penn State,"GreaterEuropean,EastEuropean",0.003675597,0.960902,0.02175771,0.013664759,3.16E-05,8.81E-05,0.000899227,8.77E-05,0.019213052,0.000347897,0.97435296,0.001024248,6.21E-05,0.002151008,0.000282049,8.27E-05,0.001377281,white
Hang Ruan,male,0.262858058,0.737141942,United States,UTHealth,"Asian,GreaterEastAsian,EastAsian",0.052511413,0.33167124,0.29102296,0.3247944,0.96112627,0.003210374,0.000742871,0.00661086,0.001226741,0.006067855,0.001554035,0.002653822,0.000685487,0.000942466,0.006937156,0.007111531,0.001130432,white
Max Leiserson,male,0.475461046,0.524538954,United States,University of Maryland,"GreaterEuropean,Jewish",0.018129943,0.971281,0.006488856,0.004100181,0.001038592,0.001240888,0.001081536,0.003439965,0.003063928,0.036270402,0.02522782,0.028171647,0.06470514,0.7242437,0.046994217,0.004197167,0.060325027,white
Qinlu Wang,male,0.342521475,0.657478525,United States,BCBB/NIAID/NIH,"Asian,GreaterEastAsian,EastAsian",0.002960574,0.02702373,0.006571591,0.9634442,0.8107974,0.002164219,0.000909728,0.00203048,0.001361961,0.10783046,0.004788595,0.013183025,0.010248417,0.014003237,0.006061664,0.001852771,0.024768127,api
Judy Du,female,0.58050454,0.41949546,United States,Princeton University,"Asian,GreaterEastAsian,EastAsian",0.00648479,0.079591244,0.009640936,0.90428317,0.9365571,0.000712101,0.007072346,0.001077831,0.003175118,0.006329298,0.002706857,0.026077904,0.005378993,0.00071541,0.000939219,0.00675081,0.002507004,api
Heidi Van Every,female,0.865432837,0.134567163,United States,University of Delaware,"GreaterEuropean,British",0.23081619,0.74970263,0.014367432,0.005113722,0.002722895,0.00136247,0.001579236,0.002387616,0.004808572,0.9128375,0.002742712,0.01719612,0.001886843,0.021783285,0.012094441,0.01746282,0.001135646,white
Harshit Sahay,male,0.288397688,0.711602312,United States,Duke University,"GreaterAfrican,Muslim",0.08411439,0.8427389,0.028710583,0.04443616,0.006092257,0.001634344,0.08372147,0.040322535,0.5666696,0.10826806,0.003529196,0.012877002,0.001636221,0.13124555,0.029998338,0.009375147,0.00463027,white
Yu Kai,male,0.342521475,0.657478525,China,Sun Yat-sen University Cancer Center,"Asian,GreaterEastAsian,EastAsian",0.006353199,0.23921557,0.007281548,0.7471498,0.81836814,0.12662327,0.005442499,0.004030864,0.004759682,0.010327285,0.006297405,0.005471967,0.00208213,0.00952643,0.004049572,0.001393676,0.001626919,api
Mahmoud Ghandi,male,0.14169756,0.85830244,United States,Dynamo Therapeutics,"GreaterAfrican,Muslim",0.05815522,0.813495,0.04587591,0.08247391,0.00160566,0.001783804,0.13957514,0.10443834,0.64264935,0.023178931,0.002305021,0.019142859,0.001760166,0.024330802,0.011253158,0.024421848,0.003554951,white
Rohan Patil,male,0.44675319,0.55324681,United States,PhD candidate,"Asian,IndianSubContinent",0.046887405,0.7705126,0.030538447,0.15206163,0.00055596,0.000556084,0.9517843,0.002345052,0.007153624,0.006155301,0.007372962,0.008602866,0.000634209,0.002700773,0.008940196,0.002914354,0.000284379,white
Wooyoung Kim,male,0.262858058,0.737141942,United States,University of Washington Bothell,"Asian,GreaterEastAsian,EastAsian",0.000943459,0.016192874,0.008637554,0.9742261,0.95746046,0.002652713,0.000263089,0.000659972,0.001767276,0.011430791,0.004370377,0.003356313,0.000552053,0.008165257,0.001627378,0.00319924,0.004494949,api
Yifan Zhang,male,0.44675319,0.55324681,United States,University of Virginia,"Asian,GreaterEastAsian,EastAsian",0.000148986,0.001574047,0.000469988,0.99780697,0.9922673,5.04E-05,0.000443295,0.000141951,0.000806133,0.001591126,0.001097325,0.001314515,0.000239789,0.000209368,0.000988026,0.000117424,0.000733308,api
Soumitra Pal,female,0.983670413,0.016329587,United States,"National Center for Biotechnology Information, National Library of Medicine, National Institute of Health","Asian,IndianSubContinent",0.019623317,0.07759511,0.18787171,0.71490985,0.012065176,0.001912854,0.80865574,0.002929209,0.02689541,0.007629183,0.0090889,0.030402543,0.009516264,0.007071159,0.03407735,0.04683969,0.002916686,api
Ali Pazokitoroudi,female,0.865432837,0.134567163,United States,UCLA,"GreaterAfrican,Africans",0.06652159,0.87524337,0.03321649,0.025018591,0.014487147,0.031103572,0.003890212,0.7097613,0.036791403,0.04831403,0.06528266,0.03917343,0.002323817,0.011919257,0.019450117,0.016028564,0.001474557,white
Katie Hughes,female,0.752860915,0.247139085,United States,"Moderna, Inc.","GreaterEuropean,British",0.1999231,0.78962576,0.007701018,0.002750123,0.000638346,0.00127108,0.002017969,0.001623108,0.000749242,0.9836781,9.10E-05,0.000904006,0.000246471,0.0027521,0.004577766,0.000593957,0.000856931,white
Vy Tran,female,0.58050454,0.41949546,United States,"PhD Student, Johns Hopkins School of Public Health","GreaterEuropean,British",0.000610666,0.008923399,0.00397637,0.98648953,0.022285303,0.015490126,0.024450768,0.007002011,0.026773829,0.5483717,0.035953894,0.13404094,0.024971725,0.05074971,0.06941814,0.008882909,0.031608906,api
Carl Kingsford,male,0.494698435,0.505301565,United States,Carnegie Mellon University Computational Biology Department,"GreaterEuropean,British",0.07483388,0.90220547,0.019222083,0.003738592,0.005025826,0.000672075,0.000142564,0.000722681,3.14E-05,0.9810387,0.000769588,0.00313577,0.000141435,0.005685356,0.000928073,0.001694972,1.15E-05,white
Gryte Satas,female,0.752860915,0.247139085,United States,Brown University,"GreaterAfrican,Muslim",0.04990273,0.5836537,0.23430118,0.13214235,0.0014255,0.005471414,0.029645054,0.01955343,0.47482845,0.02972199,0.005752116,0.017292948,0.003627375,0.19717352,0.16220172,0.050372828,0.002933709,white
Jacob Oppenheim,male,0.317066845,0.682933155,United States,Indigo Ag,"GreaterEuropean,Jewish",0.001078733,0.9628937,0.02722062,0.008806868,0.00077433,0.000830889,0.000509812,0.000275106,0.003138146,0.049942706,0.005412447,0.007205806,0.020136934,0.89255625,0.010011195,0.002341901,0.006864588,white
Nichole Wespe,female,0.752860915,0.247139085,United States,Indigo Ag,"GreaterEuropean,British",0.12465464,0.8634669,0.01092965,0.000948733,0.006266668,0.000945205,0.005196163,0.007631398,0.001615832,0.8267539,0.006255854,0.02701941,0.038511764,0.04201132,0.029326579,0.003111328,0.005354587,white
Zorian Thornton,male,0.44675319,0.55324681,United States,Virginia Tech,"GreaterEuropean,British",0.3815409,0.6000848,0.016258525,0.002115803,0.001507003,0.001085378,0.000301729,0.000838149,0.000139127,0.9802127,0.000213379,0.005986839,0.000356338,0.002717293,0.003377044,0.001595334,0.001669672,white
Christina Boucher,female,0.983670413,0.016329587,United States,University of Florida,"GreaterEuropean,WestEuropean,French",0.053889822,0.9254376,0.017138047,0.003534504,0.001877234,0.001013873,0.00261239,0.004566984,0.004439445,0.26741478,0.002588519,0.6776127,0.00457987,0.007452013,0.0059795,0.008694038,0.011168678,white
Mark Gerstein,male,0.050087887,0.949912113,United States,Yale University,"GreaterEuropean,Jewish",0.005865128,0.97465295,0.015197875,0.004284056,0.002613199,0.000861572,0.000648029,0.000337069,0.00698269,0.028123138,0.094585575,0.02522161,0.04293959,0.78155005,0.012019356,0.001509529,0.002608675,white
Emily Ackerman,female,0.58050454,0.41949546,United States,University of Pittsburgh,"GreaterEuropean,Jewish",0.05954032,0.92115474,0.016150571,0.003154349,0.003521761,0.000614977,0.000476708,0.006240973,0.001827231,0.1849848,0.06293261,0.012422208,0.021761475,0.69097227,0.008855137,0.002692205,0.002697656,white
Shan Li,male,0.44675319,0.55324681,United States,NIH/NLM/NCBI/CBB,"Asian,GreaterEastAsian,EastAsian",0.002408758,0.011033538,0.007122837,0.97943497,0.9548798,0.000561091,0.000543874,0.00020114,0.002664046,0.019957615,0.001368237,0.001435257,0.001681231,0.006346371,0.001048775,0.003085177,0.006227328,api
Shahab Sarmashghi,male,0.317066845,0.682933155,United States,UC San Diego,"Asian,IndianSubContinent",0.006242308,0.14195882,0.002735313,0.8490636,3.31E-05,3.98E-05,0.9841114,0.000313322,0.003798385,0.010219769,2.70E-05,0.000156753,1.71E-05,0.000341045,5.64E-05,0.000813936,7.18E-05,api
Michael Kirsche,male,0.494698435,0.505301565,United States,Johns Hopkins University,"GreaterEuropean,British",0.013315495,0.969356,0.009320356,0.0080082,0.020549605,0.001439013,0.003764671,0.072073705,0.00418758,0.35668218,0.06087246,0.18646242,0.02324096,0.11797362,0.07386987,0.04307,0.03581389,white
Mukul Bansal,male,0.494698435,0.505301565,United States,University of Connecticut,"Asian,IndianSubContinent",0.052454002,0.1707246,0.18429777,0.59252363,0.000137939,0.000233176,0.6780779,0.017730366,0.16070166,0.03009763,0.01738826,0.025666874,0.004796069,0.03227082,0.018968334,0.006999257,0.006931776,api
Mengfei Cao,female,0.865432837,0.134567163,United States,Amazon.com,"Asian,GreaterEastAsian,EastAsian",0.000551088,0.001678982,0.012479234,0.98529065,0.7682181,0.00766525,0.006048047,0.005103402,0.009647475,0.028366284,0.004632415,0.019866219,0.002300514,0.007534136,0.009331914,0.12978373,0.001502615,api
Seungyeoun Lee,male,0.44675319,0.55324681,South Korea,Professor,"GreaterEuropean,British",0.15209904,0.45106503,0.010606334,0.3862296,0.38473374,0.015981054,0.003452786,0.000517106,0.002161059,0.49196193,0.005128395,0.03737183,0.001851544,0.029205494,0.013949704,0.010650254,0.003034953,white
Samuel Kim,male,0.494698435,0.505301565,United States,MIT,"Asian,GreaterEastAsian,EastAsian",0.000943459,0.016192874,0.008637554,0.9742261,0.95746046,0.002652713,0.000263089,0.000659972,0.001767276,0.011430791,0.004370377,0.003356313,0.000552053,0.008165257,0.001627378,0.00319924,0.004494949,api
Matthew Myers,male,0.204846418,0.795153582,United States,Princeton University,"GreaterEuropean,British",0.069243625,0.9114123,0.016242197,0.003101865,0.013781419,0.005050557,0.012751824,0.006174711,0.007685739,0.67152727,0.015066426,0.10058229,0.02498199,0.07940051,0.027930874,0.025272373,0.009794075,white
Aya Abdelsalam Ismail,male,0.149585673,0.850414327,United States,University of Maryland College Park,"GreaterAfrican,Muslim",0.12940088,0.52536976,0.07050719,0.27472222,0.000433869,0.000530428,0.2902991,0.006107904,0.47355986,0.022793818,0.005462898,0.081487484,0.002394004,0.053737257,0.036709808,0.007105915,0.01937767,white
lillian seu,male,0.44675319,0.55324681,United States,Bristol-Myers Squibb,"Asian,GreaterEastAsian,EastAsian",0.035615247,0.30175498,0.056259442,0.60637033,0.37953413,0.3331078,0.02334378,0.00755426,0.001198348,0.021618666,0.002891005,0.14691138,0.002949485,0.006299919,0.042117123,0.030305717,0.00216846,api
Joo Sang Lee,male,0.262858058,0.737141942,United States,"Cancer Data Science Lab, National Cancer Institute","GreaterEuropean,British",0.15209904,0.45106494,0.010606334,0.38622963,0.38473395,0.01598106,0.003452785,0.000517105,0.002161062,0.49196175,0.005128398,0.037371837,0.001851545,0.029205497,0.013949713,0.010650256,0.003034955,white
Chirag Jain,male,0.262858058,0.737141942,United States,Georgia Institute of Technology,"Asian,IndianSubContinent",0.012794685,0.012172896,0.005972933,0.9690596,0.003179892,0.002191805,0.7662737,0.002776276,0.030720588,0.08955507,0.002951877,0.08219182,0.000660335,0.009174008,0.002778156,0.0058363,0.001710162,api
Haowen Zhang,male,0.44675319,0.55324681,United States,Georgia Institute of Technology,"Asian,GreaterEastAsian,EastAsian",0.000148986,0.001574047,0.000469988,0.99780697,0.9922673,5.04E-05,0.000443295,0.000141951,0.000806133,0.001591126,0.001097325,0.001314515,0.000239789,0.000209368,0.000988026,0.000117424,0.000733308,api
Ashley Conard,female,0.58050454,0.41949546,United States,Brown University,"GreaterEuropean,WestEuropean,French",0.13391308,0.84889716,0.013135982,0.004053838,0.006534688,0.005482584,0.001368832,0.001096242,0.001018717,0.29026657,0.001964758,0.5712373,0.005365592,0.022924708,0.019386444,0.072713174,0.000640322,white
Emily Flynn,female,0.58050454,0.41949546,United States,Stanford University,"GreaterEuropean,British",0.041760307,0.9388597,0.017465398,0.001914596,0.002084213,0.006292912,0.001129615,0.003618229,0.000828996,0.8807891,0.005894274,0.009247948,0.002515758,0.048973456,0.011911565,0.006604985,0.020108908,white
Simone Zaccaria,female,0.752860915,0.247139085,United States,Princeton University,"GreaterEuropean,WestEuropean,Italian",0.008410513,0.9733936,0.013527828,0.004668015,0.000524727,0.001115203,0.003880822,0.00127035,0.00241355,0.006628883,0.001760666,0.03755831,0.001517458,0.005419381,0.050395988,0.8873895,0.000125223,white
Thomas Brooks,male,0.298720472,0.701279528,United States,Institute for Translational Medicine and Therapeutics,"GreaterEuropean,British",0.4423878,0.5499357,0.006619511,0.001057013,0.002331517,0.002077697,0.00207485,0.000728012,0.014314074,0.8177114,0.002283118,0.004269733,0.00348809,0.12455685,0.01708879,0.003044203,0.006031646,white
Adam Thrash,male,0.149585673,0.850414327,United States,"Institute for Genomics, Biocomputing & Biotechnology","GreaterEuropean,British",0.07413466,0.88765407,0.016700996,0.021510312,0.008716187,0.000772627,0.037893165,0.002372812,0.017300935,0.72982484,0.009619416,0.043130808,0.011488185,0.112182364,0.007504123,0.005063742,0.014130756,white
Nicholas Lahens,male,0.298720472,0.701279528,United States,ITMAT Bioinformatics - University of Pennsylvania,"GreaterEuropean,WestEuropean,French",0.018758312,0.9573865,0.015585479,0.00826976,0.013413224,0.001346891,0.007264576,0.005815181,0.01182228,0.20963332,0.02423663,0.5276304,0.048089582,0.02204127,0.040607978,0.006026544,0.082072176,white
Dimitra Sarantopoulou,female,0.983670413,0.016329587,United States,University of Pennsylvania,"GreaterAfrican,Africans",0.03264477,0.8199725,0.12402097,0.023361783,3.88E-05,1.24E-05,0.014196109,0.7292811,0.21198906,0.002659274,0.013748414,0.022397554,4.52E-05,0.002282249,0.00301067,0.000307201,3.21E-05,white
Timothy Becker,female,0.58050454,0.41949546,United States,University of Connecticut,"GreaterEuropean,WestEuropean,Germanic",0.007308898,0.9800386,0.010610258,0.002042276,0.002114471,0.006772948,0.020433927,0.006627434,0.00159544,0.2086051,0.03084807,0.054417685,0.385754,0.1051177,0.14093389,0.012262521,0.024516864,white
Benjamin Lee,male,0.44675319,0.55324681,United States,In-Q-Tel Lab41 & Harvard University,"GreaterEuropean,British",0.15209904,0.45106503,0.010606334,0.3862296,0.38473374,0.015981054,0.003452786,0.000517106,0.002161059,0.49196193,0.005128395,0.03737183,0.001851544,0.029205494,0.013949704,0.010650254,0.003034953,white
Borislav Hristov,male,0.139110142,0.860889858,United States,Princeton University,"GreaterEuropean,EastEuropean",0.00203963,0.9847497,0.011926726,0.001283903,0.000163012,0.000148618,0.00014713,0.000130622,0.006782822,0.002386938,0.9403977,0.001135514,0.001420529,0.043927837,0.000923622,0.000907186,0.001528576,white
Kaiyuan Zhu,male,0.44675319,0.55324681,United States,Indiana University Bloomington,"Asian,GreaterEastAsian,EastAsian",0.00108359,0.005585576,0.001323917,0.99200696,0.9988531,2.07E-05,3.15E-05,2.22E-05,8.48E-05,0.000694382,0.000100176,0.000114889,9.56E-06,7.32E-06,4.29E-05,1.30E-05,5.46E-06,api
