username,date,retweets,favorites,geo,mentions,hashtags,id,;permalink,,,,,
DaleYuzuki,4/20/2016 8:04,0,0,,,#,7.22758E+17,https://twitter.com/DaleYuzuki/status/722757912901324800,,,,,
katieridd,4/20/2016 8:04,0,0,,@,#,7.22758E+17,https://twitter.com/katieridd/status/722757843183616002,,,,,
StressMarq,4/20/2016 8:04,0,0,,,#638 #,7.22758E+17,https://twitter.com/StressMarq/status/722757773172322304,,,,,
AEDeconinck,4/20/2016 8:03,2,2,,@,# #,7.22758E+17,https://twitter.com/AEDeconinck/status/722757597246296066,,,,,
DaleYuzuki,4/20/2016 8:03,0,0,,,#,7.22758E+17,https://twitter.com/DaleYuzuki/status/722757516300460034,,,,,
VolitionRx,4/20/2016 8:02,0,1,,,# # #,7.22757E+17,https://twitter.com/VolitionRx/status/722757368757547008,,,,,
Asuragen,4/20/2016 8:01,1,1,,,# # # # #,7.22757E+17,https://twitter.com/Asuragen/status/722757188163387393,,,,,
CancerResearch,4/20/2016 8:01,8,8,,,# #,7.22757E+17,https://twitter.com/CancerResearch/status/722757074652958720,,,,,
DaleYuzuki,4/20/2016 8:01,0,0,,,#,7.22757E+17,https://twitter.com/DaleYuzuki/status/722757060400693249,,,,,
archerdxinc,4/20/2016 8:01,0,0,,,# #,7.22757E+17,https://twitter.com/archerdxinc/status/722756968549650432,,,,,
NCIsbir,4/20/2016 8:00,1,0,,,#,7.22757E+17,https://twitter.com/NCIsbir/status/722756833165893636,,,,,
KimmelCancerCtr,4/20/2016 8:00,1,0,,,#,7.22757E+17,https://twitter.com/KimmelCancerCtr/status/722756825041477632,,,,,
PiescheLab,4/20/2016 8:00,0,0,,,# # # #,7.22757E+17,https://twitter.com/PiescheLab/status/722756761531260929,,,,,
NCItreatment,4/20/2016 8:00,3,0,,,#,7.22757E+17,https://twitter.com/NCItreatment/status/722756760835112960,,,,,
promega,4/20/2016 8:00,1,1,,,#,7.22757E+17,https://twitter.com/promega/status/722756733500858368,,,,,
DaleYuzuki,4/20/2016 7:59,0,0,,,#,7.22757E+17,https://twitter.com/DaleYuzuki/status/722756583374077952,,,,,
Psomagen,4/20/2016 7:59,0,0,,@ @MacrogenLab,#,7.22756E+17,https://twitter.com/Psomagen/status/722756450561441792,,,,,
PiescheLab,4/20/2016 7:57,0,0,,,# # #,7.22756E+17,https://twitter.com/PiescheLab/status/722755972687474688,,,,,
ablT315I,4/20/2016 7:53,0,0,,@ @ @,,7.22755E+17,https://twitter.com/ablT315I/status/722755015094325250,,,,,
ellenberlin,4/20/2016 7:52,0,3,,@,# # #,7.22755E+17,https://twitter.com/ellenberlin/status/722754877261107200,,,,,
big4bio,4/20/2016 7:47,0,0,,@,# #,7.22754E+17,https://twitter.com/big4bio/status/722753518117851136,,,,,
Bio_Editor,4/20/2016 7:46,0,0,,@,#,7.22753E+17,https://twitter.com/Bio_Editor/status/722753386701959168,,,,,
dhovekamp42,4/20/2016 7:44,1,0,,,# # #,7.22753E+17,https://twitter.com/dhovekamp42/status/722752758118359041,,,,,
PiescheLab,4/20/2016 7:43,0,1,,@,# # #sthash #,7.22753E+17,https://twitter.com/PiescheLab/status/722752652392603648,,,,,
parash061,4/20/2016 7:43,0,0,,,#,7.22753E+17,https://twitter.com/parash061/status/722752622587817984,,,,,
BBethJo,4/20/2016 7:42,5,7," researchers go. Go fast."" & ""Thank you"". # ResearchSavesLiveshttps://twitter.com/weldeiry/status/722734909492736001 …""",,,# #,7.22752E+17,https://twitter.com/BBethJo/status/722752355486285824,,,,
jaybradner,4/20/2016 7:41,8,9,,@,#,7.22752E+17,https://twitter.com/jaybradner/status/722752000375590912,,,,,
PiescheLab,4/20/2016 7:40,2,0,,,# # # #,7.22752E+17,https://twitter.com/PiescheLab/status/722751772884742144,,,,,
NCIEpiTraining,4/20/2016 7:35,1,1,,@ @,#,7.2275E+17,https://twitter.com/NCIEpiTraining/status/722750417109651456,,,,,
Taconic,4/20/2016 7:32,0,0,,,#,7.2275E+17,https://twitter.com/Taconic/status/722749682523353091,,,,,
weldeiry,4/20/2016 7:30,3,5,,@,#,7.22749E+17,https://twitter.com/weldeiry/status/722749399764303872,,,,,
AACR,4/20/2016 7:30,1,2,,,#,7.22749E+17,https://twitter.com/AACR/status/722749181824118786,,,,,
PiescheLab,4/20/2016 7:25,1,0,,@,# # #,7.22748E+17,https://twitter.com/PiescheLab/status/722748078063804416,,,,,
OncLive,4/20/2016 7:20,1,0,,,# #sthash,7.22747E+17,https://twitter.com/OncLive/status/722746738424066048,,,,,
JKaseyHFFL,4/20/2016 7:16,0,2,,,# #,7.22746E+17,https://twitter.com/JKaseyHFFL/status/722745844257001472,,,,,
WinshipAtEmory,4/20/2016 7:15,0,1,,,#,7.22746E+17,https://twitter.com/WinshipAtEmory/status/722745517663526912,,,,,
imv_inc,4/20/2016 7:15,2,0,,,# # # # # #,7.22745E+17,https://twitter.com/imv_inc/status/722745462453723136,,,,,
huntsmancancer,4/20/2016 7:15,0,1,,,# # # #,7.22745E+17,https://twitter.com/huntsmancancer/status/722745439343284224,,,,,
AlpineBV_Miller,4/20/2016 7:14,0,0,,@,,7.22745E+17,https://twitter.com/AlpineBV_Miller/status/722745280618196992,,,,,
PiescheLab,4/20/2016 7:13,2,4,,@ @,# #,7.22745E+17,https://twitter.com/PiescheLab/status/722744894574432256,,,,,
tebubio,4/20/2016 7:10,0,0,,@ @,#,7.22744E+17,https://twitter.com/tebubio/status/722744172021739520,,,,,
fsgfso,4/20/2016 7:10,0,0,,,#,7.22744E+17,https://twitter.com/fsgfso/status/722744152690036737,,,,,
PiescheLab,4/20/2016 7:08,0,1,,,# # #,7.22744E+17,https://twitter.com/PiescheLab/status/722743755061792769,,,,,
QIAGENscience,4/20/2016 7:07,0,0,,,#,7.22743E+17,https://twitter.com/QIAGENscience/status/722743368783151104,,,,,
eventsaroundusa,4/20/2016 7:06,0,1,,@,# # # # #,7.22743E+17,https://twitter.com/eventsaroundusa/status/722743198150361089,,,,,
PiescheLab,4/20/2016 7:06,0,0,,,# # #sthash # #,7.22743E+17,https://twitter.com/PiescheLab/status/722743131993731072,,,,,
fsgfso,4/20/2016 7:05,0,0,,,# # #,7.22743E+17,https://twitter.com/fsgfso/status/722742892070973440,,,,,
PiescheLab,4/20/2016 7:04,1,1,,,# # #,7.22743E+17,https://twitter.com/PiescheLab/status/722742775796625408,,,,,
DesktopGenetics,4/20/2016 7:03,0,0,,,# #,7.22742E+17,https://twitter.com/DesktopGenetics/status/722742391950721025,,,,,
PiescheLab,4/20/2016 7:01,0,0,,,# #sthash # #,7.22742E+17,https://twitter.com/PiescheLab/status/722742071413620737,,,,,
AACR,4/20/2016 7:00,0,1,,,#,7.22742E+17,https://twitter.com/AACR/status/722741626024513536,,,,,
PKILifeScience,4/20/2016 7:00,0,0,,,#,7.22742E+17,https://twitter.com/PKILifeScience/status/722741620743909377,,,,,
CancerResearch,4/20/2016 6:55,1,2,,,# #,7.2274E+17,https://twitter.com/CancerResearch/status/722740404265828352,,,,,
awmcconaghie,4/20/2016 6:47,5,1,,,#,7.22738E+17,https://twitter.com/awmcconaghie/status/722738428698345472,,,,,
_emcosta,4/20/2016 6:47,0,0,,,# #,7.22738E+17,https://twitter.com/_emcosta/status/722738373169909761,,,,,
weldeiry,4/20/2016 6:45,1,2,,@ @ @,#,7.22738E+17,https://twitter.com/weldeiry/status/722738032290488321,,,,,
CRUKresearch,4/20/2016 6:42,2,1,,@CRUKresearch,# #,7.22737E+17,https://twitter.com/CRUKresearch/status/722737143077068800,,,,,
WWLTV,4/20/2016 6:38,3,0,,,# #,7.22736E+17,https://twitter.com/WWLTV/status/722736128684593152,,,,,
weldeiry,4/20/2016 6:33,1,5,,@ @ @ @ @ @ @ @ @,#,7.22735E+17,https://twitter.com/weldeiry/status/722734909492736001,,,,,
OncLive,4/20/2016 6:15,2,0,,,# #sthash,7.2273E+17,https://twitter.com/OncLive/status/722730402683711489,,,,,
MarcGozlan,4/20/2016 6:09,1,1,,,#,7.22729E+17,https://twitter.com/MarcGozlan/status/722728982123298817,,,,,
MarcGozlan,4/20/2016 6:08,0,0,,,# #,7.22729E+17,https://twitter.com/MarcGozlan/status/722728627960430593,,,,,
OncologyAdvance,4/20/2016 6:00,2,3,,@,# #,7.22727E+17,https://twitter.com/OncologyAdvance/status/722726544867737600,,,,,
anais_ig,4/20/2016 5:57,0,1,,@ @,,7.22726E+17,https://twitter.com/anais_ig/status/722725835296358400,,,,,
DaleYuzuki,4/20/2016 5:47,0,2,,@,# #,7.22723E+17,https://twitter.com/DaleYuzuki/status/722723404227428352,,,,,
DaleYuzuki,4/20/2016 5:42,0,6,,,# #,7.22722E+17,https://twitter.com/DaleYuzuki/status/722722121999347712,,,,,
DaleYuzuki,4/20/2016 5:35,3,2,,@,#,7.2272E+17,https://twitter.com/DaleYuzuki/status/722720255043309568,,,,,
DaleYuzuki,4/20/2016 5:32,1,1,,@ @ @,#,7.2272E+17,https://twitter.com/DaleYuzuki/status/722719599020654593,,,,,
oncorosell,4/20/2016 5:18,0,1,,@ @,,7.22716E+17,https://twitter.com/oncorosell/status/722715966069698560,,,,,
PangaeaOncology,4/20/2016 5:18,0,1,,@ @,,7.22716E+17,https://twitter.com/PangaeaOncology/status/722715965763502080,,,,,
cancerassassin1,4/20/2016 5:15,4,2,,@,# #,7.22715E+17,https://twitter.com/cancerassassin1/status/722715400753037313,,,,,
cancerassassin1,4/20/2016 5:14,2,1,,,#,7.22715E+17,https://twitter.com/cancerassassin1/status/722715036918132737,,,,,
VHIR_,4/20/2016 5:11,11,14,,@,,7.22714E+17,https://twitter.com/VHIR_/status/722714341376724992,,,,,
Agence_VMed,4/20/2016 5:10,0,0,,,#,7.22714E+17,https://twitter.com/Agence_VMed/status/722714046450003968,,,,,
fsgimt,4/20/2016 4:49,0,0,,,# # #,7.22709E+17,https://twitter.com/fsgimt/status/722708775610806272,,,,,
GenomeBiology,4/20/2016 4:45,1,3,,@,# #,7.22708E+17,https://twitter.com/GenomeBiology/status/722707803723444225,,,,,
fsgfso,4/20/2016 4:40,0,0,,,# #,7.22706E+17,https://twitter.com/fsgfso/status/722706394214846464,,,,,
fsgimt,4/20/2016 4:33,1,0,,@ @,# # #,7.22705E+17,https://twitter.com/fsgimt/status/722704797003091969,,,,,
isciencewriter,4/20/2016 4:29,0,0,,,# #,7.22704E+17,https://twitter.com/isciencewriter/status/722703769142747136,,,,,
DrSuePearson,4/20/2016 4:29,6,5,,,# #,7.22704E+17,https://twitter.com/DrSuePearson/status/722703769142697985,,,,,
isciencewriter,4/20/2016 4:26,0,0,,@,# #,7.22703E+17,https://twitter.com/isciencewriter/status/722702896928813056,,,,,
DrSuePearson,4/20/2016 4:26,0,0,,@,# #,7.22703E+17,https://twitter.com/DrSuePearson/status/722702896794615808,,,,,
fsgfso,4/20/2016 4:20,0,0,,,#,7.22702E+17,https://twitter.com/fsgfso/status/722701531154419713,,,,,
GenomeBiology,4/20/2016 4:17,1,1,,,# #,7.22701E+17,https://twitter.com/GenomeBiology/status/722700693019172864,,,,,
fox79190,4/20/2016 3:59,0,0,,@ @ @,,7.22696E+17,https://twitter.com/fox79190/status/722696292795813889,,,,,
fsgfso,4/20/2016 3:57,0,0,,,# # #,7.22696E+17,https://twitter.com/fsgfso/status/722695660005421056,,,,,
GeraldGreen101,4/20/2016 3:52,1,1,,,#,7.22694E+17,https://twitter.com/GeraldGreen101/status/722694371422957568,,,,,
isciencewriter,4/20/2016 3:50,0,0," please stop by the GEN booth (2321) and take our quiz to win a prize!""""",,@,#,7.22694E+17,https://twitter.com/isciencewriter/status/722693862146338816,,,,
GeraldGreen101,4/20/2016 3:47,0,0,,,#,7.22693E+17,https://twitter.com/GeraldGreen101/status/722693209374269444,,,,,
NZarjevski,4/20/2016 3:44,0,0,,,#,7.22692E+17,https://twitter.com/NZarjevski/status/722692367854235648,,,,,
OncLive,4/20/2016 3:40,1,0,,,# #,7.22691E+17,https://twitter.com/OncLive/status/722691347363274752,,,,,
chemobrainfog,4/20/2016 3:38,2,10,,@ @,# #,7.22691E+17,https://twitter.com/chemobrainfog/status/722690823863844865,,,,,
bemygene,4/20/2016 3:35,2,1,,@,# # #,7.2269E+17,https://twitter.com/bemygene/status/722690124165857280,,,,,
Polyplus_Transf,4/20/2016 3:21,0,0,,@,#1258 # #,7.22687E+17,https://twitter.com/Polyplus_Transf/status/722686527466258433,,,,,
PivotalSci,4/20/2016 3:13,1,2,,@ @ @,# # #,7.22685E+17,https://twitter.com/PivotalSci/status/722684505346191360,,,,,
KidsCancerInst,4/20/2016 3:09,1,1,,,#,7.22684E+17,https://twitter.com/KidsCancerInst/status/722683587540185088,,,,,
ManelEsteller,4/20/2016 3:00,1,4,,@,# #,7.22681E+17,https://twitter.com/ManelEsteller/status/722681274108944384,,,,,
profcelentyx,4/20/2016 2:55,0,1,,@PiescheM,#,7.2268E+17,https://twitter.com/profcelentyx/status/722680142087200768,,,,,
kkmaggon,4/20/2016 2:36,1,1,,@,#,7.22675E+17,https://twitter.com/kkmaggon/status/722675320722231296,,,,,
OncLive,4/20/2016 2:35,3,6,,,# #sthash,7.22675E+17,https://twitter.com/OncLive/status/722674950797135873,,,,,
OsloCancer,4/20/2016 2:30,2,5,,@,#,7.22674E+17,https://twitter.com/OsloCancer/status/722673874350039040,,,,,
elikirand,4/20/2016 2:27,1,0,,@,# #,7.22673E+17,https://twitter.com/elikirand/status/722672969751924736,,,,,
OsloCancer,4/20/2016 2:24,1,1,,@ @,# # # # #,7.22672E+17,https://twitter.com/OsloCancer/status/722672392603115525,,,,,
MarkstageIV,4/20/2016 2:22,1,1,,@,,7.22672E+17,https://twitter.com/MarkstageIV/status/722671665218482176,,,,,
elikirand,4/20/2016 2:19,4,1,,@,# #,7.22671E+17,https://twitter.com/elikirand/status/722670973602897921,,,,,
AssoAERIO,4/20/2016 2:19,4,1,,@,#,7.22671E+17,https://twitter.com/AssoAERIO/status/722670889507151873,,,,,
AssoAERIO,4/20/2016 1:59,0,1,,,#,7.22666E+17,https://twitter.com/AssoAERIO/status/722665914274078721,,,,,
jagasquet,4/20/2016 1:49,0,1,,@,# # # # #,7.22663E+17,https://twitter.com/jagasquet/status/722663498241679360,,,,,
OncLive,4/20/2016 1:30,1,1,,,# #sthash,7.22659E+17,https://twitter.com/OncLive/status/722658653044633601,,,,,
KIDSvCANCER,4/20/2016 1:17,2,2,,@,,7.22655E+17,https://twitter.com/KIDSvCANCER/status/722655425309646848,,,,,
Cortellis,4/20/2016 1:06,0,1,,@,#,7.22653E+17,https://twitter.com/Cortellis/status/722652749247209472,,,,,
jalopezg70,4/20/2016 1:00,0,1,,@,#,7.22651E+17,https://twitter.com/jalopezg70/status/722651094707544064,,,,,
arosenzweig19,4/20/2016 0:51,0,1,,,# #,7.22649E+17,https://twitter.com/arosenzweig19/status/722648989162717185,,,,,
BBethJo,4/20/2016 0:49,0,0,,@ @,#,7.22648E+17,https://twitter.com/BBethJo/status/722648420473827328,,,,,
BBethJo,4/20/2016 0:47,0,0,,,#,7.22648E+17,https://twitter.com/BBethJo/status/722647876736835584,,,,,
djmarsh24,4/20/2016 0:42,0,1,,,# #,7.22647E+17,https://twitter.com/djmarsh24/status/722646649189830658,,,,,
Awesomics,4/20/2016 0:41,1,2,,,# # #,7.22646E+17,https://twitter.com/Awesomics/status/722646313167425536,,,,,
DrKristenWells,4/20/2016 0:41,0,0,,,# # # # # # #,7.22646E+17,https://twitter.com/DrKristenWells/status/722646299057762305,,,,,
djmarsh24,4/20/2016 0:38,0,1,,,#,7.22646E+17,https://twitter.com/djmarsh24/status/722645560231071745,,,,,
jalopezg70,4/20/2016 0:25,0,0,,,#,7.22642E+17,https://twitter.com/jalopezg70/status/722642422719770624,,,,,
saragmiller,4/20/2016 0:18,1,2,,@,#,7.22641E+17,https://twitter.com/saragmiller/status/722640502051442689,,,,,
CancerBTTB,4/20/2016 0:17,0,1,,@,#,7.2264E+17,https://twitter.com/CancerBTTB/status/722640266637754373,,,,,
DrKristenWells,4/20/2016 0:11,0,0,,,# # # # # #,7.22639E+17,https://twitter.com/DrKristenWells/status/722638775361396736,,,,,
StressMarq,4/20/2016 0:04,0,0,,,#,7.22637E+17,https://twitter.com/StressMarq/status/722636959257112577,,,,,
OncLive,4/20/2016 0:00,3,2,,,# #sthash,7.22636E+17,https://twitter.com/OncLive/status/722636033632956416,,,,,
owlchick_april,4/19/2016 23:53,0,0,,,#,7.22634E+17,https://twitter.com/owlchick_april/status/722634344808976386,,,,,
CSumner78,4/19/2016 23:52,0,2,,@,# #,7.22634E+17,https://twitter.com/CSumner78/status/722633948946415616,,,,,
owlchick_april,4/19/2016 23:47,0,0,,,#,7.22633E+17,https://twitter.com/owlchick_april/status/722632633667227648,,,,,
orpanag,4/19/2016 23:43,0,4,,,# # #,7.22632E+17,https://twitter.com/orpanag/status/722631776917528576,,,,,
JCampisano,4/19/2016 23:40,1,1,,,#,7.22631E+17,https://twitter.com/JCampisano/status/722630892254924800,,,,,
TheGoonTv,4/19/2016 23:37,0,0,,,# # # # # # #,7.2263E+17,https://twitter.com/TheGoonTv/status/722630360039710722,,,,,
TheGoonTv,4/19/2016 23:35,0,0,,,# # # # # # #,7.2263E+17,https://twitter.com/TheGoonTv/status/722629708253425664,,,,,
owlchick_april,4/19/2016 23:33,2,4,,@,#,7.22629E+17,https://twitter.com/owlchick_april/status/722629121130541056,,,,,
CancerMedMDA,4/19/2016 23:30,1,0,,,#,7.22629E+17,https://twitter.com/CancerMedMDA/status/722628503548653568,,,,,
tmwalia,4/19/2016 23:27,0,0,,@,# # # # #,7.22628E+17,https://twitter.com/tmwalia/status/722627753531473921,,,,,
Aiims1742,4/19/2016 23:27,0,2,,@ @,# # #,7.22628E+17,https://twitter.com/Aiims1742/status/722627676725387265,,,,,
KIDSvCANCER,4/19/2016 23:22,2,1,,,#,7.22627E+17,https://twitter.com/KIDSvCANCER/status/722626516748791808,,,,,
TweetedScience,4/19/2016 23:22,0,0,,,#,7.22626E+17,https://twitter.com/TweetedScience/status/722626465737633792,,,,,
TTCancerSociety,4/19/2016 23:20,0,1,,,# #,7.22626E+17,https://twitter.com/TTCancerSociety/status/722625953256579072,,,,,
okawayzeus,4/19/2016 23:19,0,1,,@ @,,7.22626E+17,https://twitter.com/okawayzeus/status/722625797442277376,,,,,
Aiims1742,4/19/2016 23:17,5,8,,@ @,# # # # #,7.22625E+17,https://twitter.com/Aiims1742/status/722625122125750272,,,,,
DaleYuzuki,4/19/2016 23:14,3,2,,@ @,#,7.22624E+17,https://twitter.com/DaleYuzuki/status/722624341234606080,,,,,
KadrinWilfong,4/19/2016 23:14,1,3,,@,# #,7.22624E+17,https://twitter.com/KadrinWilfong/status/722624333668081664,,,,,
SRPT_Fan,4/19/2016 23:11,0,0,,@ @ @,#,7.22624E+17,https://twitter.com/SRPT_Fan/status/722623617691951104,,,,,
alicestweet,4/19/2016 23:08,0,0,,,#,7.22623E+17,https://twitter.com/alicestweet/status/722622850465705985,,,,,
DaleYuzuki,4/19/2016 23:04,9,3,,,#,7.22622E+17,https://twitter.com/DaleYuzuki/status/722622053484990464,,,,,
abcam,4/19/2016 23:02,0,6,,,#,7.22621E+17,https://twitter.com/abcam/status/722621468538867712,,,,,
SuzanneMertens,4/19/2016 23:01,0,0,,@,#,7.22621E+17,https://twitter.com/SuzanneMertens/status/722621164233691140,,,,,
GENbio,4/19/2016 22:55,0,1,,,#,7.2262E+17,https://twitter.com/GENbio/status/722619585447534592,,,,,
OncLive,4/19/2016 22:55,8,8,,,# #sthash,7.2262E+17,https://twitter.com/OncLive/status/722619584860262400,,,,,
TweetedScience,4/19/2016 22:52,0,0,,,# #,7.22619E+17,https://twitter.com/TweetedScience/status/722618923749924865,,,,,
GENbio,4/19/2016 22:45,2,0,,,# #,7.22617E+17,https://twitter.com/GENbio/status/722617088741928960,,,,,
dtw13,4/19/2016 22:34,3,7,,@ @,#,7.22614E+17,https://twitter.com/dtw13/status/722614352436527104,,,,,
AlexandraSurcel,4/19/2016 22:29,0,1,,@lx69,# #,7.22613E+17,https://twitter.com/AlexandraSurcel/status/722613069654810624,,,,,
drallysonocean,4/19/2016 22:27,3,5,,@ @ @,# #,7.22613E+17,https://twitter.com/drallysonocean/status/722612624945491968,,,,,
DraDianePerez,4/19/2016 22:26,6,16,,@,#,7.22612E+17,https://twitter.com/DraDianePerez/status/722612390836051969,,,,,
drallysonocean,4/19/2016 22:24,3,2,,@ @ @ @,# # #,7.22612E+17,https://twitter.com/drallysonocean/status/722611935888457728,,,,,
CultPerfectMoms,4/19/2016 22:21,1,0,,,# #sthash,7.22611E+17,https://twitter.com/CultPerfectMoms/status/722611100030599168,,,,,
drallysonocean,4/19/2016 22:19,2,0,,@ @,# # #,7.22611E+17,https://twitter.com/drallysonocean/status/722610502350827520,,,,,
sesiegler,4/19/2016 22:16,0,0,,@ @,,7.2261E+17,https://twitter.com/sesiegler/status/722609888363294720,,,,,
SeqComplete,4/19/2016 22:15,1,1,,@,#,7.22609E+17,https://twitter.com/SeqComplete/status/722609492031062017,,,,,
weldeiry,4/19/2016 22:12,1,1,,@,#,7.22609E+17,https://twitter.com/weldeiry/status/722608834976419846,,,,,
AACR,4/19/2016 22:05,15,17,,@,#,7.22607E+17,https://twitter.com/AACR/status/722607008734576640,,,,,
CancerResearch,4/19/2016 22:05,8,10,,,# #,7.22607E+17,https://twitter.com/CancerResearch/status/722606999993786368,,,,,
theNCI,4/19/2016 22:00,48,30,,,# #,7.22606E+17,https://twitter.com/theNCI/status/722605833553645568,,,,,
AACR,4/19/2016 22:00,48,40,,@,#,7.22606E+17,https://twitter.com/AACR/status/722605768118173697,,,,,
AACR,4/19/2016 22:00,6,6,,@,#,7.22606E+17,https://twitter.com/AACR/status/722605763894452224,,,,,
DefiniensLife,4/19/2016 21:57,0,0,,@,#,7.22605E+17,https://twitter.com/DefiniensLife/status/722605147717824512,,,,,
OncLive,4/19/2016 21:50,0,2,,,# #sthash,7.22603E+17,https://twitter.com/OncLive/status/722603250994843648,,,,,
weldeiry,4/19/2016 21:49,4,6,,@,#,7.22603E+17,https://twitter.com/weldeiry/status/722602993191755777,,,,,
TGen,4/19/2016 21:45,0,0,,,# #,7.22602E+17,https://twitter.com/TGen/status/722602013419315200,,,,,
weldeiry,4/19/2016 21:37,0,1,,@,#,7.226E+17,https://twitter.com/weldeiry/status/722600075424305157,,,,,
CatherineCounts,4/19/2016 21:32,0,0,,,#,7.22599E+17,https://twitter.com/CatherineCounts/status/722598849974415365,,,,,
QuanterixSimoa,4/19/2016 21:29,1,1,,@,# # # #,7.22598E+17,https://twitter.com/QuanterixSimoa/status/722597945984593921,,,,,
arosenzweig19,4/19/2016 21:28,0,1,,@ @,#,7.22598E+17,https://twitter.com/arosenzweig19/status/722597654929117184,,,,,
lgwatkin,4/19/2016 21:27,0,2,,@SBGenomics @ @,#,7.22598E+17,https://twitter.com/lgwatkin/status/722597615205015553,,,,,
naborala,4/19/2016 21:17,0,1,,,#,7.22595E+17,https://twitter.com/naborala/status/722595024974663680,,,,,
donfhanks,4/19/2016 21:17,0,0,,@ @abcDrBchat @,,7.22595E+17,https://twitter.com/donfhanks/status/722594957559595008,,,,,
SnarkyScientist,4/19/2016 21:15,0,2,,,#,7.22595E+17,https://twitter.com/SnarkyScientist/status/722594547381837824,,,,,
Lin_ling_88,4/19/2016 21:10,0,1,,,# # #,7.22593E+17,https://twitter.com/Lin_ling_88/status/722593317809168385,,,,,
AndyBiotech,4/19/2016 21:10,5,11,,,# # #,7.22593E+17,https://twitter.com/AndyBiotech/status/722593288600100865,,,,,
MyelomaTeacher,4/19/2016 21:10,2,2,,,# # #,7.22593E+17,https://twitter.com/MyelomaTeacher/status/722593127932891136,,,,,
weldeiry,4/19/2016 21:09,7,10,,@,#,7.22593E+17,https://twitter.com/weldeiry/status/722593113366114305,,,,,
bioinfosm,4/19/2016 21:09,0,2,,@,# # #,7.22593E+17,https://twitter.com/bioinfosm/status/722592871140884480,,,,,
Aiims1742,4/19/2016 21:07,0,0,,@ @ @ @,#,7.22592E+17,https://twitter.com/Aiims1742/status/722592423453401088,,,,,
elliotthaut,4/19/2016 21:07,1,2,,@ @ @ @,#,7.22592E+17,https://twitter.com/elliotthaut/status/722592371850874880,,,,,
djmarsh24,4/19/2016 21:04,7,13,,@ @,#,7.22592E+17,https://twitter.com/djmarsh24/status/722591813463314433,,,,,
Popsfield,4/19/2016 21:04,1,0,,@ @ @,#,7.22592E+17,https://twitter.com/Popsfield/status/722591805561270276,,,,,
weldeiry,4/19/2016 21:02,0,0,,@,#,7.22591E+17,https://twitter.com/weldeiry/status/722591118567682048,,,,,
LindaKnorr,4/19/2016 21:01,1,1,,,#,7.22591E+17,https://twitter.com/LindaKnorr/status/722590930792947712,,,,,
BayerUS,4/19/2016 21:00,6,14,,,#,7.22591E+17,https://twitter.com/BayerUS/status/722590745039937537,,,,,
d2merino,4/19/2016 20:59,0,3,,@,# #,7.22591E+17,https://twitter.com/d2merino/status/722590538587766785,,,,,
jamesian,4/19/2016 20:57,0,2,,@,# #,7.2259E+17,https://twitter.com/jamesian/status/722590060177006592,,,,,
LindaKnorr,4/19/2016 20:54,1,3,,,#,7.22589E+17,https://twitter.com/LindaKnorr/status/722589254304464896,,,,,
Cortellis,4/19/2016 20:46,0,1,,,#,7.22587E+17,https://twitter.com/Cortellis/status/722587316531957761,,,,,
TGen,4/19/2016 20:45,0,0,,,#,7.22587E+17,https://twitter.com/TGen/status/722586922560983040,,,,,
OncLive,4/19/2016 20:45,3,2,,,#,7.22587E+17,https://twitter.com/OncLive/status/722586907830575104,,,,,
Aiims1742,4/19/2016 20:42,3,6,,,#,7.22586E+17,https://twitter.com/Aiims1742/status/722586316467113984,,,,,
Cortellis,4/19/2016 20:40,0,0,,@,#,7.22586E+17,https://twitter.com/Cortellis/status/722585706871287808,,,,,
humanimmunenews,4/19/2016 20:40,2,1,,@ @ @,#,7.22586E+17,https://twitter.com/humanimmunenews/status/722585610913976321,,,,,
Cortellis,4/19/2016 20:39,0,0,,@,#,7.22585E+17,https://twitter.com/Cortellis/status/722585405263122432,,,,,
CellPressNews,4/19/2016 20:35,0,1,,@,# # # #,7.22584E+17,https://twitter.com/CellPressNews/status/722584355269406720,,,,,
KKauffman131,4/19/2016 20:30,0,2,,@,# #,7.22583E+17,https://twitter.com/KKauffman131/status/722583109531602944,,,,,
GenentechJobs,4/19/2016 20:28,0,0,,,#,7.22583E+17,https://twitter.com/GenentechJobs/status/722582736289021952,,,,,
stevebagley,4/19/2016 20:27,0,1,,,#,7.22582E+17,https://twitter.com/stevebagley/status/722582350870233088,,,,,
ShariAnneFRB,4/19/2016 20:21,0,0,,,#,7.22581E+17,https://twitter.com/ShariAnneFRB/status/722581023616163841,,,,,
sphatch,4/19/2016 20:21,7,17,,@,#,7.22581E+17,https://twitter.com/sphatch/status/722581002619465728,,,,,
thoren_lab,4/19/2016 20:18,0,0,,,#,7.2258E+17,https://twitter.com/thoren_lab/status/722580068019630080,,,,,
KKauffman131,4/19/2016 20:15,0,1,,,# #,7.2258E+17,https://twitter.com/KKauffman131/status/722579505533964288,,,,,
Agena_Bio,4/19/2016 20:14,0,0,,@,#,7.22579E+17,https://twitter.com/Agena_Bio/status/722579080005091328,,,,,
jloukissas,4/19/2016 20:09,0,2,,,#,7.22578E+17,https://twitter.com/jloukissas/status/722577832216383488,,,,,
gianamontana,4/19/2016 20:08,2,2,,@ @,#of,7.22578E+17,https://twitter.com/gianamontana/status/722577617665323010,,,,,
CellPressNews,4/19/2016 20:05,0,0,,@,# # # #,7.22577E+17,https://twitter.com/CellPressNews/status/722576816968507392,,,,,
