username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink,,,,
ASCO,6/3/2014 14:02,0,0,Invigorated by the lung cancer track at # ASCO14? Follow up with e-learning courses: http://bit.ly/1mZaa28 via # ASCOConnection # lcsm,,,# # #,4.73887E+17,https://twitter.com/ASCO/status/473887412599656448,,,,
Elekta,6/3/2014 14:02,0,0,How can we make our booth at next year’s @ ASCO even better? Let us know!,,@,,4.73887E+17,https://twitter.com/Elekta/status/473887396522909697,,,,
Roche,6/3/2014 14:02,0,2,"Thanks for a great # ASCO14, see you next year.",,,#,4.73887E+17,https://twitter.com/Roche/status/473887374238564352,,,,
CancerDotNet,6/3/2014 14:01,2,3,Thanks for a great # ASCO14! Remember: http://Cancer.Net is @ ASCO's patient website for 24/7 # cancer information http://www.cancer.net,,@,# #,4.73887E+17,https://twitter.com/CancerDotNet/status/473887318068436992,,,,
erschuur,6/3/2014 14:01,0,0,Great news for # prostatecancer patients from # ASCO14: http://www.nytimes.com/2014/06/02/health/early-chemotherapy-extends-lives-of-men-with-prostate-cancer-study-finds.html?hpw&rref=science&action=click&module=Search&region=searchResults&mabReward=relbias%3As&url=http%3A%2F%2Fquery.nytimes.com%2Fsearch%2Fsitesearch%2F%3Faction%3Dclick%26region%3DMasthead%26pgtype%3DHomepage%26module%3DSearchSubmit%26contentCollection%3DHomepage%26t%3Dqry135%23%2FAmerican%2BSociety%2Bof%2BClinical%2BOncology%2F24hours%2F&_r=2 … 14 additional months is huge!,,,# #,4.73887E+17,https://twitter.com/erschuur/status/473887138191114243,,,,
CancerResearch,6/3/2014 14:01,1,1,You can take the CRI Pledge today to show your support of # immunotherapy # ASCO14 http://ow.ly/xyACV,,,# #,4.73887E+17,https://twitter.com/CancerResearch/status/473887125809938437,,,,
MSKCC_Library,6/3/2014 14:00,0,0,"v @ CancerDotNet: Looking for # ASCO14 research highlights for people w/ cancer? Full, interactive PDF patient summary: http://bit.ly/1jM9eGo",,@,#,4.73887E+17,https://twitter.com/MSKCC_Library/status/473887006893027328,,,,
lenstarnes,6/3/2014 14:00,0,0,"# ASCO14 Latest @ symplur Twitter analytics: 11k participants, 52k tweets, 170m impressions. WOW! # hcsm # hcsmeu # hcsmca # hcmanz",,@,# # # # #,4.73887E+17,https://twitter.com/lenstarnes/status/473886900588404736,,,,
myriadgenetics,6/3/2014 14:00,0,0,Are you attending # ASCO14? Visit us at Booth 2039 to learn about our extensive patient advocacy efforts! # personalmed # hereditarycancer,,,# # #,4.73887E+17,https://twitter.com/myriadgenetics/status/473886899019333633,,,,
medpagetoday,6/3/2014 14:00,1,0,Herceptin beneficial for women with small tumors according to meta-analysis of randomized trials of the drug # ASCO14 http://bit.ly/1rIh51T,,,#,4.73887E+17,https://twitter.com/medpagetoday/status/473886883739488258,,,,
erschuur,6/3/2014 13:59,0,0,# immunotherapy was the darling of # ASCO14 this year: http://www.bloomberg.com/news/2014-05-29/immune-therapy-s-cancer-promise-creates-research-rush.html … # cancer # oncology,,,# # # #,4.73887E+17,https://twitter.com/erschuur/status/473886729460383745,,,,
ChristiBaus,6/3/2014 13:59,0,0,@ ASCO Can you talk about any Non-pharmaceutical products for pain management? Please consider mentioning: http://goo.gl/QH7nLX FDA Listed.,,@,,4.73887E+17,https://twitter.com/ChristiBaus/status/473886625861476353,,,,
RXMOSAIC,6/3/2014 13:58,0,0,"Many doctors at # ASCO14 say there is no major, routine impact from the Affordable Care Act yet: http://reut.rs/1krpWj2 # healthcarereform",,,# #,4.73887E+17,https://twitter.com/RXMOSAIC/status/473886577236516864,,,,
GuneetWalia,6/3/2014 13:57,0,0,Potential breath test for # LungCancer?Compounds in exhaled breath allow detectng cancer presence &stage # LCSM # ASCO14 http://www.sciencedaily.com/releases/2014/05/140531154834.htm …,,,# # #,4.73886E+17,https://twitter.com/GuneetWalia/status/473886138143227904,,,,
djsampson,6/3/2014 13:56,2,2,And I'm gonna say it. This was the year twitter made # ASCO14 incredibly productive and enjoyable.,,,#,4.73886E+17,https://twitter.com/djsampson/status/473886075652698112,,,,
asclepiacap,6/3/2014 13:56,0,0,"$ AZN presentation at # jefferies runs thru '9291. Licking its chops from # ASCO14, mentions potential to file 1Q15. No other talk of '9291",,,# #,4.73886E+17,https://twitter.com/asclepiacap/status/473886048133869569,,,,
IQVIA_Biotech,6/3/2014 13:56,0,0,Thanks @ ASCO for a great meeting and thank you to all who stopped by our booth to say hello! Looking forward to next year! # ASCO14,,@,#,4.73886E+17,https://twitter.com/IQVIA_Biotech/status/473885963840933889,,,,
z_phd,6/3/2014 13:56,0,0,"Thanks, @ ASCO, for a great # ASCO14! Looking forward to coming back for # ASCO15!",,@,# #,4.73886E+17,https://twitter.com/z_phd/status/473885911550136320,,,,
fischmd,6/3/2014 13:56,12,4,"Best home run # ASCO14: Sweeney, ADT / docetaxel vs ADT, survival incr in # prostatecancer by 13 months http://ow.ly/xAeCf # gucsm # EAOnc",,,# # # #,4.73886E+17,https://twitter.com/fischmd/status/473885903644286976,,,,
djsampson,6/3/2014 13:54,0,0,A huge shout out to @ asco staff. Amazing job in the press room and the conference... and you did it all with a smile # ASCO14,,@,#,4.73885E+17,https://twitter.com/djsampson/status/473885354554961921,,,,
EPClinicalTrial,6/3/2014 13:53,0,0,Growing PD-1 uses fail to stem Bristol selloff http://ow.ly/xzscP $ BMY via @ JacobEPVantage # ASCO14,,@,#,4.73885E+17,https://twitter.com/EPClinicalTrial/status/473885113273823232,,,,
LGG1,6/3/2014 13:51,0,0,"It's an honor and a joy to work @ ASCO + lots of fun. Thanks to the faculty, attendees and staff at # ASCO14 for keeping me so inspired!",,@,#,4.73885E+17,https://twitter.com/LGG1/status/473884705394548736,,,,
existent_io,6/3/2014 13:50,0,0,"# ASCO14 the finish line is near, so many discussions in the fight against # bcher # btast # cxca # hncth # lcalk # srcb # lylal # cancer",,,# # # # # # # # #,4.73884E+17,https://twitter.com/existent_io/status/473884467417722880,,,,
Cancer_Genetics,6/3/2014 13:50,1,0,Miss us at # ASCO14? It's not too late to learn about FHACT # cervical # cancer test. Sign up for the http://www.cgifhact.com/webinar this Thurs @ 12 EST,,@,# # #,4.73884E+17,https://twitter.com/Cancer_Genetics/status/473884407594356736,,,,
GenomicHealth,6/3/2014 13:50,1,1,New $ GHDX data: importance of using multiple biological pathways to predict # prostate # renal tumor behavior http://bit.ly/1rIfUzv # ASCO14,,,# # #,4.73884E+17,https://twitter.com/GenomicHealth/status/473884364481105920,,,,
jodyms,6/3/2014 13:49,0,1,"YES @ drdonsdizon: Big theme here at # ASCO14, even in midst of amazing progress- Balance innovation w access. Everyone w cancer deserves this",,@,#,4.73884E+17,https://twitter.com/jodyms/status/473884180065951744,,,,
erschuur,6/3/2014 13:48,0,0,"# cancer drug prices-FDA chief discusses at # ASCO14: http://www.reuters.com/article/2014/06/01/us-health-cancer-fda-idUSKBN0EC13W20140601 … # FDA shouldn't be the price filter, payors are better equipped.",,,# # #,4.73884E+17,https://twitter.com/erschuur/status/473883881473466368,,,,
jdflaysakier,6/3/2014 13:46,1,0,Once more the # ASCO14 press staff has done a great job. Many convention organizers would be inspired to come and learn.,,,#,4.73883E+17,https://twitter.com/jdflaysakier/status/473883425154539520,,,,
myelomacinderel,6/3/2014 13:46,1,0,Paul Richardson spks@ASCO on Panorama I Virtual Meeting # mmsm # MMRFASCO # ASCO14 http://wp.me/p34VtR-13a,,@ASCO,# # #,4.73883E+17,https://twitter.com/myelomacinderel/status/473883381533773825,,,,
Boehringer,6/3/2014 13:45,0,1,# HCPs: # DoYouAgree? Targeted drugs & intelligent drug combinations is the future of # lungcancer Therapy http://bit.ly/1gNI2KN > # ASCO14,,,# # # #,4.73883E+17,https://twitter.com/Boehringer/status/473883174771384320,,,,
ASCO,6/3/2014 13:45,8,1,AI provides longer DFS than tamoxifen w/ovarian function suppression in premenopausal HR+ early breast CA http://bit.ly/1mO36Rh # ASCO14,,,#,4.73883E+17,https://twitter.com/ASCO/status/473883139300155393,,,,
SitemanCenter,6/3/2014 13:45,0,0,"Thank you, @ ASCO for another great conference! As always, we look forward to seeing our friends and colleagues next year....",,@,,4.73883E+17,https://twitter.com/SitemanCenter/status/473883138910068736,,,,
survivornetca,6/3/2014 13:45,1,0,RT @ ASCOPost: Adjuvant Exemestane w/Ovarian Suppression Better prevention 4 Breast Cancer Than Tamoxifen http://ow.ly/xA3AI # ASCO14 # bcsm,,@,# #,4.73883E+17,https://twitter.com/survivornetca/status/473883103891439616,,,,
Xcenda,6/3/2014 13:45,1,0,# ASCO14 is a wrap! Fantastic sessions this year! Missed # Xcenda's posters? Visit: http://bit.ly/1jXRsje,,,# #,4.73883E+17,https://twitter.com/Xcenda/status/473883093539893248,,,,
ProfJohnCrown,6/3/2014 13:44,4,6,Amazing to think that biggest treatment story of # ASCO14 was chemotherapy. Benefit of docetaxel in metastatic prostate.,,,#,4.73883E+17,https://twitter.com/ProfJohnCrown/status/473883051433660416,,,,
jagasquet,6/3/2014 13:43,1,1,@ AstraZeneca provides updates on progress of oncology pipeline at # ASCO14 See the slides! http://www.astrazeneca.com/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3DDownload-presentation.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1285673317058&ssbinary=true …pic.twitter.com/DzMkA0Fboj,,@,#,4.73883E+17,https://twitter.com/jagasquet/status/473882673513918465,,,,
RyhMd,6/3/2014 13:38,0,0,"# ASCO14 can't have enough of gold coins"" "," ED pic.twitter.com/9jAukAtdIW""",,,#,4.73881E+17,https://twitter.com/RyhMd/status/473881310885187584,,,
precepta,6/3/2014 13:36,2,0,"Novo dispositivo pode identificar # câncer de pulmão no ar expirado, segundo estudo apresentado no # ASCO2014 # oncologia",,,# # #,4.73881E+17,https://twitter.com/precepta/status/473881026495000576,,,,
n8pennell,6/3/2014 13:36,0,1,Byers: Why responses in RET amp pts so low? Maybe not real target but maybe definition of RET amp too liberal (much like MET). # ASCO14 # LCSM,,,# #,4.73881E+17,https://twitter.com/n8pennell/status/473880864716124160,,,,
RielyMD,6/3/2014 13:34,0,0,Byers: reasons for poor performance of FGFR inhibitors: not true driver? cutoff for amplification too low?molecular heterogeneity? # ASCO14,,,#,4.7388E+17,https://twitter.com/RielyMD/status/473880422183874560,,,,
heidisa,6/3/2014 13:33,1,0,ICYMI: This. # ASCO14 pic.twitter.com/wmA9arcn79,,,#,4.7388E+17,https://twitter.com/heidisa/status/473880193589723137,,,,
Merck,6/3/2014 13:33,2,2,Check out our # ASCO14 photos: https://www.facebook.com/MerckBeWell,,,#,4.7388E+17,https://twitter.com/Merck/status/473880177202987008,,,,
RP_RP_RP,6/3/2014 13:33,0,1,“ @ scientre: Kris: oppty to add chemo to immunooncology drugs. Slide has potl + incl inc antigens # asco14 pic.twitter.com/W3fsXTalUZ” @ NinaBeri,,@ @,#,4.7388E+17,https://twitter.com/RP_RP_RP/status/473880143195541504,,,,
RielyMD,6/3/2014 13:33,0,0,"Nogova #8034 BGJ398 in 20 FGFR amplified pts, 4PRs. Paik #8035 AZD4547 in 13 FGFR amplified pts, 1 PR. More to learn. # ASCO14",,,#8034 #8035 #,4.7388E+17,https://twitter.com/RielyMD/status/473880134509166592,,,,
jagasquet,6/3/2014 13:31,0,0,Goodbye # ASCO14. Ready for # ASCO15? http://www.asco.org/meetings/2015-asco-annual-meeting …,,,# #,4.7388E+17,https://twitter.com/jagasquet/status/473879678550151170,,,,
AndytweetM,6/3/2014 13:31,0,0,“ @ TommyJohn00: Cdk inhibitor in kras mutant nsclc dcr=50%. Very interesting! # ASCO14 ” implications for kras mut. Ov cancer too ? # gyncsm,,@,# #,4.7388E+17,https://twitter.com/AndytweetM/status/473879656828256256,,,,
drsam,6/3/2014 13:31,0,0,The only thing that could make this last day of # ASCO14 better would be getting an upgrade from @ AlaskaAir on the flight home # iflyalaska,,@,# #,4.7388E+17,https://twitter.com/drsam/status/473879613886566400,,,,
ProjectInno,6/3/2014 13:31,2,1,The US will spend $201.5 billion to fight cancer this year: http://ow.ly/xrNwy # innovatenow # ASCO14,,,# #,4.7388E+17,https://twitter.com/ProjectInno/status/473879552931151873,,,,
TeamTJSharpe,6/3/2014 13:30,3,2,Melanoma Monday @ # ASCO14 - http://eepurl.com/V9TsD,,@,#,4.73879E+17,https://twitter.com/TeamTJSharpe/status/473879483670224896,,,,
BCH_Innovation,6/3/2014 13:30,0,0,@ US_FDA's Pazdur at # ASCO14: We must all work together to cut # drugcosts. HT @ medcitynews http://on.bchil.org/1tEX3RB,,@ @,# #,4.73879E+17,https://twitter.com/BCH_Innovation/status/473879355303923712,,,,
MidAmPrint,6/3/2014 13:30,0,0,We hope all # ASCO14 attendees have had a great time. Enjoy your last day & safe travels back home! @ ASCO,,@,#,4.73879E+17,https://twitter.com/MidAmPrint/status/473879348903034880,,,,
eMPR,6/3/2014 13:30,0,0,New studies presented at # ASCO14 show positive results for advanced melanoma treatments: http://ow.ly/xA4GO # oncology,,,# #,4.73879E+17,https://twitter.com/eMPR/status/473879326900097025,,,,
diablovalleyonc,6/3/2014 13:29,0,0,News from # ASCO2014: Young women with # breastcancer may benefit from ovarian suppression and # exemestane http://ow.ly/xA9WO,,,# # #,4.73879E+17,https://twitter.com/diablovalleyonc/status/473879277474435072,,,,
WCGClinical,6/3/2014 13:29,0,0,"Had a busy but productive # ASCO14. Enjoy having the opportunity to meet colleagues in person, & continue to learn & share knowledge.",,,#,4.73879E+17,https://twitter.com/WCGClinical/status/473879212374650880,,,,
TurnaRay,6/3/2014 13:29,0,0,# ASCO14 presentations discuss value of negative trials & incremental advances http://bit.ly/1tEWK98,,,#,4.73879E+17,https://twitter.com/TurnaRay/status/473879173661216768,,,,
RielyMD,6/3/2014 13:29,0,0,"Gainor #8031 biopsies from11 patients with acquired resistance to ceritinib: 6 new mutsin ALK, no ALK amplifications, 1 with EMT # ASCO14",,,#8031 #,4.73879E+17,https://twitter.com/RielyMD/status/473879137133023233,,,,
AlpineBV_Miller,6/3/2014 13:28,1,1,"And that's a wrap for me for # ASCO14 Thx to my fellow Tweeps for helping me see"" way more than I could alone!""",,,#,4.73879E+17,https://twitter.com/AlpineBV_Miller/status/473878907637493760,,,,
n8pennell,6/3/2014 13:27,1,0,Dr. Byers: PROFILE 1014 establishes crizotinib as standard of care for newly dx ALK+ NSCLC pts. # ASCO14 # LCSM,,,# #,4.73879E+17,https://twitter.com/n8pennell/status/473878556066725889,,,,
drsam,6/3/2014 13:27,2,1,Closing thoughts on the use of adoptive T-cell therapy for epithelial tumors. It's the antigen," stupid!"" # ASCO14 pic.twitter.com/JMwqg8v66J""",,,#,4.73879E+17,https://twitter.com/drsam/status/473878546171973632,,,
duemed,6/3/2014 13:26,0,1,Saying farewell to # ASCO14 It's been a great experience! See you all next time. Save trip home you all!,,,#,4.73878E+17,https://twitter.com/duemed/status/473878421752127489,,,,
RielyMD,6/3/2014 13:25,0,0,"Mok#8002 Profile 1014 very impressive waterfall for chemo arm, but 45% RR as comp with 74% for crizotinib # ASCO14",,,#8002 #,4.73878E+17,https://twitter.com/RielyMD/status/473878214524538881,,,,
RielyMD,6/3/2014 13:25,2,0,"Mok #8002 Profile 1014 Crizotinib longer PFS compared w/ cis/carbo+pem in ALK+NSCLC, HR 0.45, mPFS 7 vs 11 mo. Byers Landmark"" # ASCO14""",,,#8002 #,4.73878E+17,https://twitter.com/RielyMD/status/473878189987868673,,,,
OAkkerman_ERG,6/3/2014 13:25,0,0,# ASCO14 Immunotherapy – The Way of the Future? # EnvironicsPharma http://www.environics.ca/environics-health--pharma-blog/post/69/Immunotherapy--The-Way-of-the-Future …,,,# #,4.73878E+17,https://twitter.com/OAkkerman_ERG/status/473878126142160896,,,,
LGG1,6/3/2014 13:25,0,0,Must read RT @ mtmdphd: Science & Society: 50 Years Later # ASCO14 Presidential Address by @ CliffordHudis http://ow.ly/3ljVbY,,@ @,#,4.73878E+17,https://twitter.com/LGG1/status/473878075181379584,,,,
kellykcotton,6/3/2014 13:24,0,1,"It's over already?! # ASCO14 has left me inspired, proud to be part of ASCO's mission, & honored to work w/such incredible people!",,,#,4.73878E+17,https://twitter.com/kellykcotton/status/473878021183897601,,,,
drsam,6/3/2014 13:22,0,3,Upside of this approach: NK cell engagement and ADCC. Combo with checkpoint inhibitors = be careful. # ASCO14 pic.twitter.com/V6NsRvGofQ,,,#,4.73877E+17,https://twitter.com/drsam/status/473877314351034369,,,,
RaphaelRousseau,6/3/2014 13:22,0,0,ASCO 2008 abstract 3007 on BMS' 4-1BB moAb: same abstract number today but not as good an outcome for Pfizer's moAb # ASCO14,,,#,4.73877E+17,https://twitter.com/RaphaelRousseau/status/473877288312786944,,,,
ben_ellingson,6/3/2014 13:21,2,5,@ NBTStweets here is a pic from my presentation at # ASCO14 thank you for your support pic.twitter.com/w91t67r4yq,,@,#,4.73877E+17,https://twitter.com/ben_ellingson/status/473877129793245184,,,,
SinaiChicago,6/3/2014 13:21,1,2,"Mount Sinai Hospital has been honored by @ iConquerCancer of @ ASCO for high-quality, community-based clinical research http://am.asco.org/conquer-cancer-foundation-honors-eight-community-practices-excel-cancer-clinical-trials …",,@ @,,4.73877E+17,https://twitter.com/SinaiChicago/status/473877034171514880,,,,
michelerhee,6/3/2014 13:20,0,1,"Took the test http://1.usa.gov/1kGfdNn . Turns out, I had cancer-related PTSD. # notsuprised HT @ subatomicdoc http://bit.ly/1gyZmov # ASCO14",,@,# #,4.73877E+17,https://twitter.com/michelerhee/status/473876936536887296,,,,
drdonsdizon,6/3/2014 13:20,0,0,@ AneesChagpar so right! @ subatomicdoc @ mtmdphd @ fischmd @ DrAttai @ ASCO,,@ @ @ @ @ @,,4.73877E+17,https://twitter.com/drdonsdizon/status/473876817280253952,,,,
RielyMD,6/3/2014 13:20,0,1,@ politikaterina PDXs can help us triage potential treatments and learn about heterogeneity in response. # ASCO14,,@,#,4.73877E+17,https://twitter.com/RielyMD/status/473876816009371648,,,,
CancerTherAdvsr,6/3/2014 13:20,2,0,RT @ DrLen: My favorite slide from # ASCO14: a 96yo lady with head/neck ca who responded to MEDI4736. Note the smile! pic.twitter.com/B1qUm6ZtYp,,@,#,4.73877E+17,https://twitter.com/CancerTherAdvsr/status/473876798611402752,,,,
drsam,6/3/2014 13:19,0,1,Pfizer isn't only CD137/4-1BB drug tested. BMS has one.Shows toxicity of immuno activators. Harder than PD-1 # ASCO14 pic.twitter.com/M7Rfux89kw,,,#,4.73877E+17,https://twitter.com/drsam/status/473876764150624256,,,,
n8pennell,6/3/2014 13:18,0,0,Politi: STAT inhibitors may be more effective in the EGFR mutant NSCLC population. # ASCO14 # LCSM,,,# #,4.73877E+17,https://twitter.com/n8pennell/status/473876506046119936,,,,
nycdoc29,6/3/2014 13:18,0,0,“ @ Stocks_Biotech:Incyte: pivotal Phase III data in PV show that Jakafi (ruxolitinib.. # incy $ INCY # biotech # ASCO14” this is game change!!,,@,# # #,4.73876E+17,https://twitter.com/nycdoc29/status/473876423175065601,,,,
AneesChagpar,6/3/2014 13:18,1,2,@ subatomicdoc @ mtmdphd @ fischmd @ drattai @ drdonsdizon ....and it's just fun to interact and log great memories & epiphanies! @ ASCO # ASCO14,,@ @ @ @ @ @,#,4.73876E+17,https://twitter.com/AneesChagpar/status/473876391956852736,,,,
RielyMD,6/3/2014 13:17,1,1,"Goldman #8026 KRAS mutant cell lines more susceptible to CDK4/6 inhibitor, LY2835219. In trial data 55% DCR in pts with KRAS+ NSCLC # ASCO14",,,#8026 #,4.73876E+17,https://twitter.com/RielyMD/status/473876216622354432,,,,
RaphaelRousseau,6/3/2014 13:17,3,2,experimental therap in immunology: best attendance ever at a Tuesday morning session # ASCO2014 ! Now to the children!,,,#,4.73876E+17,https://twitter.com/RaphaelRousseau/status/473876012841713665,,,,
nycdoc29,6/3/2014 13:16,0,0,“ @ Stocks_Biotech: Gilead Phase 2 Results for GS-9973 in Relapsed CLL $ GILD # biotech # ASCO14” interesting data another weapon in arsenal,,@,# #,4.73876E+17,https://twitter.com/nycdoc29/status/473875976393605120,,,,
HemOncToday,6/3/2014 13:16,1,0,# ASCO14 Dr. Steven O'Day @ UCLAHealth highlights how MK3475 induced high rates of durable responses in # melanoma http://goo.gl/xUMA6w,,@,# #,4.73876E+17,https://twitter.com/HemOncToday/status/473875957972213760,,,,
GoHealio,6/3/2014 13:16,0,0,# ASCO14 Dr. Steven O'Day @ UCLAHealth highlights how MK3475 induced high rates of durable responses in # melanoma http://goo.gl/xUMA6w,,@,# #,4.73876E+17,https://twitter.com/GoHealio/status/473875957204680704,,,,
jtriestm,6/3/2014 13:16,0,0,# asco14 Where we stand in the fight against cancer http://fw.to/8QryhqC,,,#,4.73876E+17,https://twitter.com/jtriestm/status/473875831194804224,,,,
drsam,6/3/2014 13:15,0,0,"Well, that's the last data talk for me for # ASCO14 . Hope I did you proud @ MaverickNY.",,@,#,4.73876E+17,https://twitter.com/drsam/status/473875600159944704,,,,
jtriestm,6/3/2014 13:15,0,0,# ASCO14 Why these 3 biotech stocks are making big moves http://fw.to/2z6eZ6D,,,#,4.73876E+17,https://twitter.com/jtriestm/status/473875575124144128,,,,
OncLive,6/3/2014 13:15,0,0,Anti-CD38 Antibody Generates Excitement in Multiple Myeloma http://ow.ly/xA0ti # ASCO14,,,#,4.73876E+17,https://twitter.com/OncLive/status/473875574398939136,,,,
wbbsec,6/3/2014 13:15,0,0,All # ASCO14 discoveries began with people. Refreshing read by @ ChronMed http://bit.ly/1ueofIT via @ HoustonChronpic.twitter.com/RlHofU5tDH,,@ @,#,4.73876E+17,https://twitter.com/wbbsec/status/473875510695854080,,,,
RyhMd,6/3/2014 13:14,0,0,@ ASCO Proud to be an oncologist and member of ASCO # ASCO14,,@,#,4.73875E+17,https://twitter.com/RyhMd/status/473875257317933056,,,,
AlpineBV_Miller,6/3/2014 13:13,0,0,"Sorry. The Rosenberg TIL data are cervical cancer, not ovarian. # ASCO14",,,#,4.73875E+17,https://twitter.com/AlpineBV_Miller/status/473875196278243328,,,,
n8pennell,6/3/2014 13:13,2,0,"Dr. Politi discussing new targets in NSCLC. RICTOR amplification new target for 8% of NSCLC, either alone or w other muts. # ASCO14 # LCSM",,,# #,4.73875E+17,https://twitter.com/n8pennell/status/473875155882868738,,,,
davidbeme,6/3/2014 13:13,2,0,"Cancer de l'enfant, nanoparticules&radiothérapie, erbitux vs avastin... Sélection d'études de l' # ASCO2014 @ doctissimo http://ow.ly/xA75f",,@,#,4.73875E+17,https://twitter.com/davidbeme/status/473875130909986816,,,,
AlpineBV_Miller,6/3/2014 13:12,3,2,"In Rosenberg's hands, these TILs are incredible. Two cervical/HPV CRs. If he gets CRs, they are cures. # ASCO14 https://twitter.com/AlpineBV_Miller/status/473873791295057920/photo/1pic.twitter.com/jdFkEM6rZj",,,#,4.73875E+17,https://twitter.com/AlpineBV_Miller/status/473874990203674624,,,,
drsam,6/3/2014 13:12,0,1,Hinrichs: limitations of this small pilot study. # ASCO14 pic.twitter.com/fz41AQhtGZ,,,#,4.73875E+17,https://twitter.com/drsam/status/473874916232548352,,,,
nycdoc29,6/3/2014 13:11,0,1,"# ASCO14 - RESONATE Data - Ofa v Ibrutinib Phase 3. AEs between 2 arms similar, long term reduction of infection in Ibr. Afib in 10 pts",,,#,4.73875E+17,https://twitter.com/nycdoc29/status/473874701652332545,,,,
AndytweetM,6/3/2014 13:10,2,1,Tumor Size is Defining Factor to Response from Anti-pd1 drug: http://mayocl.in/1kCz7ZB # ASCO14 @ RichardWJoseph as lead author,,@,#,4.73874E+17,https://twitter.com/AndytweetM/status/473874484534206465,,,,
RielyMD,6/3/2014 13:10,0,0,@ politikaterina from @ YaleCancer discussing # asco14 poster highlights in NSCLC metastatic. Great overview of diverse abstracts # ASCO14,,@ @,# #,4.73874E+17,https://twitter.com/RielyMD/status/473874470885937152,,,,
EMDSerono,6/3/2014 13:10,0,0,Thanks to all who visited our booth to learn about all we’re doing in # oncology. What was your favorite part of # ASCO14?,,,# #,4.73874E+17,https://twitter.com/EMDSerono/status/473874364124119040,,,,
clustinthewind,6/3/2014 13:10,0,0,# colorectal # cancer Screening Rates Improved Among Black Patients | @ ASCO Annual Meeting http://am.asco.org/crc-screening-rates-improved-among-black-patients#.U44BBkDFl2s.twitter …,,@,# # #,4.73874E+17,https://twitter.com/clustinthewind/status/473874305160183808,,,,
AlpineBV_Miller,6/3/2014 13:10,0,1,Now they are working to figure out how to get more CRs and tell who is likely to respond. # ASCO14,,,#,4.73874E+17,https://twitter.com/AlpineBV_Miller/status/473874252517892098,,,,
drsam,6/3/2014 13:09,0,1,Trying to understand the implications of the HPV-targeted ACT responses for prob of success of CAR-T in epithelial tumors. Thoughts? # asco14,,,#,4.73874E+17,https://twitter.com/drsam/status/473874162126053376,,,,
nycdoc29,6/3/2014 13:09,0,1,"# ASCO14 - RESONATE Data - Ofa v Ibrutinib Phase 3. mPFS not reached in Ibr, in Ofa 8m. ORR overwhelming favor Ibr",,,#,4.73874E+17,https://twitter.com/nycdoc29/status/473874026717536256,,,,
drsam,6/3/2014 13:08,0,0,Hinrichs: why does this therapy work in some HPV+ but not others? # ASCO14,,,#,4.73874E+17,https://twitter.com/drsam/status/473873896710475778,,,,
osservasaluteaz,6/3/2014 13:08,0,0,"# Asco14, uno studio clinico sul diventare # mamme dopo un # tumore: http://bit.ly/1nY4cwq via @ adnk_salute. # fertilità",,@,# # # #,4.73874E+17,https://twitter.com/osservasaluteaz/status/473873749553713152,,,,
drsam,6/3/2014 13:07,0,0,And here is your CT scan to show what it looks like. # ASCO14 pic.twitter.com/JEU6FnDDAv,,,#,4.73874E+17,https://twitter.com/drsam/status/473873737092067328,,,,
JediPD,6/3/2014 13:07,0,0,@ mtmdphd @ drsam Interesting a Prostimulatory PD-L1 and an anti CD20 combo...Logic? # ASCO14,,@ @,#,4.73874E+17,https://twitter.com/JediPD/status/473873714250276864,,,,
drsam,6/3/2014 13:07,0,1,Kinetics of response to HPV-targeted ACT # ASCO14 pic.twitter.com/W3DOxMMq9l,,,#,4.73874E+17,https://twitter.com/drsam/status/473873568199999488,,,,
JSweetenhamMD,6/3/2014 13:06,0,1,Heading back home from # ASCO14. Another great meeting. Kudos to Huntsman/ U of Utah investigators. @ huntsmancancerpic.twitter.com/isunMWxUMd,,@,#,4.73873E+17,https://twitter.com/JSweetenhamMD/status/473873427837620224,,,,
RS_Flinn,6/3/2014 13:06,0,0,"From cancer to cars - saying goodbye to Chicago and # ASCO14, heading to Detroit to moderate a panel at a telematics event",,,#,4.73873E+17,https://twitter.com/RS_Flinn/status/473873364944048128,,,,
drsam,6/3/2014 13:06,0,1,"Hinrichs: responses seen in cervical cancer - 3 responses, two prolonged CRs. # ASCO14 pic.twitter.com/aOKUISrVup",,,#,4.73873E+17,https://twitter.com/drsam/status/473873245930659840,,,,
EmilyAMuse,6/3/2014 13:05,2,0,RT @ EWidera: Most clinical advertisements by cancer centers use emotional appeals that evoke hope and fear http://www.geripal.org/2014/06/cancer-center-advertising-selling-hope.html … # ASCO14...,,@,#,4.73873E+17,https://twitter.com/EmilyAMuse/status/473873103802880000,,,,
AlpineBV_Miller,6/3/2014 13:05,0,4,A little impressed Wall Street correctly put together a raft of geeky data at # ASCO14 and is rallying $ MDVN,,,#,4.73873E+17,https://twitter.com/AlpineBV_Miller/status/473873086761406464,,,,
MayoCancerCare,6/3/2014 13:05,1,1,Tumor Size is Defining Factor to Response from Promising # Melanoma Drug: http://mayocl.in/1kCz7ZB # ASCO14,,,# #,4.73873E+17,https://twitter.com/MayoCancerCare/status/473873004209139713,,,,
