username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink,,,,,,
carisls,4/18/2018 12:50,1,2,# AACR18 poster session recap: “DICER1 mutations are associated with diverse and frequently histologically mixed-type malignancies in young and adult patients” Learn more: http://bit.ly/2JXtRW4 .,,,#,9.86648E+17,https://twitter.com/carisls/status/986648245018484736,,,,,,
GenentechJobs,4/18/2018 12:50,1,3,We're looking for a # Scientist - Oncology Biomarker Development to oversee our biomarker programs of early-stage molecules. Click to learn more: http://ow.ly/Acv230jyCdm # AACR18 # hiring,,,# # #,9.86648E+17,https://twitter.com/GenentechJobs/status/986648228442488834,,,,,,
CellPressNews,4/18/2018 12:50,3,1,Following cancer # metastasis in mice using clearing # AACR18 http://bit.ly/2HbsBRD,,,# #,9.86648E+17,https://twitter.com/CellPressNews/status/986648069314957312,,,,,,
krknrm,4/18/2018 12:49,1,10,"It’s been an intense conference, a bit overwhelming sometimes but extremely productive and stimulating overall! Happy to have been part of it, now let’s go back to do some # science # AACR18 # AACR2018 see you soon! pic.twitter.com/6jY5C6kVoU",,,# # #,9.86648E+17,https://twitter.com/krknrm/status/986647945029259264,,,,,,
mtmdphd,4/18/2018 12:49,0,1,"# AACR18 W190 # Cagenome # caprev # pcsm - Fraser - Clinico-genomics of localized, non-indolent prostate cancer: CPC-GENE experience: BRCA2mt PC global genomic instabilitypic.twitter.com/Mc7udckbLx",,,# # # #,9.86648E+17,https://twitter.com/mtmdphd/status/986647933553664000,,,,,,
CancerTherAdvsr,4/18/2018 12:49,2,1,Nivolumab may improve OS in recurrent or metastatic head and neck cancer. https://www.cancertherapyadvisor.com/head-and-neck-cancer/head-neck-cancer-nivolumab-improves-survival-treatment/article/759542/ … # cancer # AACR18,,,# #,9.86648E+17,https://twitter.com/CancerTherAdvsr/status/986647928390541312,,,,,,
sloan_kettering,4/18/2018 12:49,15,26,“Highlights from MSK at the # AACR18 Cancer Research Meeting” https://twitter.com/i/moments/986605034162049027 …,,,#,9.86648E+17,https://twitter.com/sloan_kettering/status/986647801756049408,,,,,,
mtmdphd,4/18/2018 12:48,0,0,"# AACR18 W190 # Cagenome # caprev # pcsm - Fraser - Clinico-genomics of localized, non-indolent prostate cancer: CPC-GENE experience: BRCA2mt PCpic.twitter.com/62UMyk4nlV",,,# # # #,9.86648E+17,https://twitter.com/mtmdphd/status/986647777517228033,,,,,,
NabaLabUIC,4/18/2018 12:48,5,14,Had a geat time attending my first @ AACR meeting # AACR18. Hope to see many of you in Atlanta next year for # AACR19! @ politikaterina @ TGOliver2 @ notSoJunkDNA @ FertigLab @ MadeleineOudin @ gocheval @ kochinstitute @ UICancerCenterpic.twitter.com/RxyYQsu7Gi,,@ @ @ @ @ @ @ @ @,# #,9.86648E+17,https://twitter.com/NabaLabUIC/status/986647653772677120,,,,,,
JebKeiper,4/18/2018 12:46,3,8,"Great points @ jaybradner and worth the read on the flight back from # AACR18 everyone. A bit surprising (disappointing) that Adam Smith’s hand pushes us to dozens of PD(L)1s, but also welcome to see so many have an increasing effort on targets like KRas (beyond G12C) https://twitter.com/jaybradner/status/986636017481461763 …",,@,#,9.86647E+17,https://twitter.com/JebKeiper/status/986647266328043520,,,,,,
mtmdphd,4/18/2018 12:46,0,0,"# AACR18 W190 # Cagenome # caprev # pcsm - Fraser - Clinico-genomics of localized, non-indolent prostate cancer: CPC-GENE experience: BRCA2mt PCpic.twitter.com/IiLCBgcvcB",,,# # # #,9.86647E+17,https://twitter.com/mtmdphd/status/986647085008216065,,,,,,
HemOncToday,4/18/2018 12:46,2,2,# AACR18 study: # Biomarkers may predict response to # nivolumab for # urothelial cancer https://goo.gl/cKhCz8 # bladdercancer @ bmsnews,,@,# # # # #,9.86647E+17,https://twitter.com/HemOncToday/status/986647041789931520,,,,,,
mtmdphd,4/18/2018 12:45,0,0,"# AACR18 W190 # Cagenome # caprev # pcsm - Fraser - Clinico-genomics of localized, non-indolent prostate cancer: CPC-GENE experience: BRCA2mt PC n=14pic.twitter.com/ilsoZ6pryn",,,# # # #,9.86647E+17,https://twitter.com/mtmdphd/status/986646936164978693,,,,,,
WesternBlotting,4/18/2018 12:45,2,2,Yikes! Last few minutes of the last day to register to win a Smart Watch. Come on by Booth 920 now! # AACR18,,,#,9.86647E+17,https://twitter.com/WesternBlotting/status/986646881404153856,,,,,,
BCMHouston_News,4/18/2018 12:45,3,6,. @ bcmhouston @BCMCancer director Dr. Kent Osborne speaks with @ Breastcancerorg about advances in # breastcancer research and treatment. # AACR18 http://ow.ly/1X4530jysxo,,@ @BCMCancer @,# #,9.86647E+17,https://twitter.com/BCMHouston_News/status/986646855332319233,,,,,,
N1c0l3Leida,4/18/2018 12:45,4,6,Fascinating talk about the role of # microbiota derived metabolism in # cancer. The # nutritionist-to-be in me thinks vegetables and butter are the answer! # AACR18 pic.twitter.com/5mI1xZg3XW,,,# # # #,9.86647E+17,https://twitter.com/N1c0l3Leida/status/986646799669702656,,,,,,
mtmdphd,4/18/2018 12:43,0,1,"# AACR18 W190 # Cagenome # caprev # pcsm - Fraser - Clinico-genomics of localized, non-indolent prostate cancer: CPC-GENE experience: Does it matter?pic.twitter.com/CAyKcszruA",,,# # # #,9.86646E+17,https://twitter.com/mtmdphd/status/986646454151405568,,,,,,
UCCancerCenter,4/18/2018 12:43,1,6,Nobel laureate Tomas Lindahl @ TheCrick asks Chuan He a question after his talk on RNA methylation in # cancer progression # AACR18 pic.twitter.com/5fRWUY0X4m,,@,# #,9.86646E+17,https://twitter.com/UCCancerCenter/status/986646413634306048,,,,,,
mtmdphd,4/18/2018 12:42,0,0,"# AACR18 W190 # Cagenome # caprev # pcsm - Fraser - Clinico-genomics of localized, non-indolent prostate cancer: CPC-GENE experience: Does it matter? @ nature 2017pic.twitter.com/a05NrFv6XR",,@,# # # #,9.86646E+17,https://twitter.com/mtmdphd/status/986646140555812864,,,,,,
NatureMedicine,4/18/2018 12:42,10,21,"Lethal pediatric tumors bearing a particular histone H3 mutation upregulate the disialoganglioside GD2, thereby making these tumors susceptible to chimeric antigen receptor T cell–based # immunotherapy: https://go.nature.com/2Hy6e85 # AACR18 # CARTpic.twitter.com/5cr8RnMn7V",,,# # #,9.86646E+17,https://twitter.com/NatureMedicine/status/986646089989349376,,,,,,
TheLancetOncol,4/18/2018 12:41,14,10,# AACR18 # policy Dr Bekelman on # financial # toxicity: 1) # FDA should define what a meaningful clinical benefit is and demand manufactures meeting this endpoint before drug approval 2) # CMS should negotiate cost 3) Adhere to guidelines (see ex. on BMAs below)pic.twitter.com/wAoiUrBcnz,,,# # # # # #,9.86646E+17,https://twitter.com/TheLancetOncol/status/986645989481205760,,,,,,
PanCAN,4/18/2018 12:41,4,7,Dr. Kazuki Sugahara @columbiacance discussing clinical development of a tumor-penetrating peptide for enhanced # pancreaticcancer therapy @ PanCAN @ AACR discussion/networking session featuring # pancreaticcancer research grantees # AACR18 http://www.abstractsonline.com/pp8/#!/4562/session/893 … # PANCawarepic.twitter.com/3ZxCyFHBBl,,@columbiacance @ @,# # # # #,9.86646E+17,https://twitter.com/PanCAN/status/986645941724696582,,,,,,
mtmdphd,4/18/2018 12:41,0,2,"# AACR18 W190 # Cagenome # caprev # pcsm - Fraser - Clinico-genomics of localized, non-indolent prostate cancer: CPC-GENE experience: Does it matter? @ nature 2017pic.twitter.com/CvrexVhB8U",,@,# # # #,9.86646E+17,https://twitter.com/mtmdphd/status/986645845113298944,,,,,,
AshaniTW,4/18/2018 12:41,2,5,"Heading home. A great meeting, but ready to see my baby girl # AACR18 – bei American Airlines",,,#,9.86646E+17,https://twitter.com/AshaniTW/status/986645802884980736,,,,,,
_B_I_O_T_E_C_H_,4/18/2018 12:40,3,6,# AACR18 gene editing companies https://twitter.com/_B_I_O_T_E_C_H_/status/985892959550955521 …,,,#,9.86646E+17,https://twitter.com/_B_I_O_T_E_C_H_/status/986645693979914240,,,,,,
institut_curie,4/18/2018 12:39,8,11,# AACR18 ferme ses portes... Photo souvenir d'une partie des équipes de @ institut_curie et de représentants @ Institut_cancer et de l'ITMO cancer. Retrouvez tous les travaux des équipes Curie ici: https://curie.fr/actualite/aacr/aacr-2018-forte-presence-de-linstitut-curie …pic.twitter.com/udhFgjND8X,,@ @,#,9.86646E+17,https://twitter.com/institut_curie/status/986645525595344904,,,,,,
PennMedNews,4/18/2018 12:39,1,2,"Bekelman: With three different solutions, we can move toward a more rationalized system # AACR18",,,#,9.86646E+17,https://twitter.com/PennMedNews/status/986645508830752774,,,,,,
corrie_painter,4/18/2018 12:39,2,9,When a PI who trained @ broadinstitute stops by to learn about your poster? Full circle! # AACR18 pic.twitter.com/mNijEbBbwa,,@,#,9.86645E+17,https://twitter.com/corrie_painter/status/986645490946265088,,,,,,
mtmdphd,4/18/2018 12:39,0,0,"# AACR18 W190 # Cagenome # caprev # pcsm - Fraser - Clinico-genomics of localized, non-indolent prostate cancer: CPC-GENE experience: exome meta-analysis ...and genomespic.twitter.com/PZR9ludeMh",,,# # # #,9.86645E+17,https://twitter.com/mtmdphd/status/986645419760541696,,,,,,
PSUMaryDom,4/18/2018 12:39,3,3,"RT @ AACR: On the blog: AACR Annual Meeting Opening Plenary Session on liquid biopsy, immunology and cancer evasion, and data from a phase III immunotherapy trial. http://sm.aacr.org/E2fZ30jwsia # AACR18 @ theplanningshoppic.twitter.com/II8Rj1zvQs",,@ @,#,9.86645E+17,https://twitter.com/PSUMaryDom/status/986645319881543680,,,,,,
DrBrockton_AICR,4/18/2018 12:37,4,6,"Dr. Scott Bultman, AICR grant recipient, presenting impressive data on the mechanisms by which fiber and the gut microbiome combine to reduce colorectal cancer growth. # AACR18 @ aicrtweetspic.twitter.com/zwc8ICVUGO",,@,#,9.86645E+17,https://twitter.com/DrBrockton_AICR/status/986644903965884416,,,,,,
PennMedNews,4/18/2018 12:37,1,2,Bekelman's third step: Practice guidelines should prioritize targeted cancer drugs and treatment regimens by clinical benefit and price. # AACR18,,,#,9.86645E+17,https://twitter.com/PennMedNews/status/986644890430922752,,,,,,
drsam,4/18/2018 12:36,1,9,Glad I just walked the posters all morning .... # AACR18 pic.twitter.com/ac1VMfLzO2,,,#,9.86645E+17,https://twitter.com/drsam/status/986644538684006401,,,,,,
mtmdphd,4/18/2018 12:35,0,0,"# AACR18 W190 # Cagenome # caprev # pcsm - Fraser - Clinico-genomics of localized, non-indolent prostate cancer: CPC-GENE experience: pan-omics approachpic.twitter.com/z5N4Mh2fb0",,,# # # #,9.86645E+17,https://twitter.com/mtmdphd/status/986644516286468096,,,,,,
CellPressNews,4/18/2018 12:35,3,4,Five new Cell Press Selections on # cancer & # immunology. Learn more and access now in @ CrossTalkCP # AACR18 http://bit.ly/2vpqowj,,@,# # #,9.86644E+17,https://twitter.com/CellPressNews/status/986644295829606401,,,,,,
chrisftaylor,4/18/2018 12:35,3,6,@ LillyPad definitely had the best coffee at # AACR # AACR18 -- kept the @ repositiveio team going -- thanks guys :),,@ @,# #,9.86644E+17,https://twitter.com/chrisftaylor/status/986644288770539522,,,,,,
PennMedNews,4/18/2018 12:34,1,2,Bekelman: Medicare is the largest purchaser of cancer drugs in the United States. That's a dominant market position. # AACR18,,,#,9.86644E+17,https://twitter.com/PennMedNews/status/986644189168455687,,,,,,
MaverickNY,4/18/2018 12:34,1,14,"And that’s a wrap! So long, farewell # AACR18 thanks to everyone for all the productive discussions and talks",,,#,9.86644E+17,https://twitter.com/MaverickNY/status/986644186463076352,,,,,,
DaleYuzuki,4/18/2018 12:34,1,1,"Shah: # AACR18 Can now do CNV analysis on thousands of cells. Shows graph of increase from 4/17 to now: 167k cells, 216 libraries",,,#,9.86644E+17,https://twitter.com/DaleYuzuki/status/986644090837184512,,,,,,
NardinSamuel,4/18/2018 12:34,0,4,"Hard to believe it's already our last @ AACR meeting as council members of the # AACRAMC! Thank you to the amazing team of scientists, physicians and colleagues for an enriching 3 years! Special thanks to Program Coordinator @ KKauffman131 for her hard work and dedication # AACR18 pic.twitter.com/ZqFDTPZBEZ",,@ @,# #,9.86644E+17,https://twitter.com/NardinSamuel/status/986644078082146305,,,,,,
nilogenonc,4/18/2018 12:33,0,0,End # AACR2018 on a high note and drop by our poster and talk to Melba about 3D-EX! Section 44 poster 4. @ nilogenoncpic.twitter.com/6auWVuvfR6,,@,#,9.86644E+17,https://twitter.com/nilogenonc/status/986643999611027457,,,,,,
PennMedNews,4/18/2018 12:33,1,1,Bekelman's second step: CMS should conduct demonstration project in which Medicare negotiates prices for targeted cancer drugs and employs formulary tools to prioritize highly effective drugs. # AACR18,,,#,9.86644E+17,https://twitter.com/PennMedNews/status/986643955755384833,,,,,,
ESchattner,4/18/2018 12:33,6,5,"Listening now! Dr. Justin E. Bekelman: Defining Value in Targeted Cancer Drugs, @ JAMA_current - https://ja.ma/2JUuDmM @ PennMedNews @ SteveJoffe # HealthPolicy # AACR18",,@ @ @,# #,9.86644E+17,https://twitter.com/ESchattner/status/986643885391798272,,,,,,
mtmdphd,4/18/2018 12:33,0,0,"# AACR18 W190 # Cagenome # caprev # pcsm - Fraser - Clinico-genomics of localized, non-indolent prostate cancer: CPC-GENE experience:pic.twitter.com/2RAg1Vzrmm",,,# # # #,9.86644E+17,https://twitter.com/mtmdphd/status/986643823685140480,,,,,,
DaleYuzuki,4/18/2018 12:33,1,1,"Shah: # AACR18 Have worked on opening up from microfluidic platform (cumbersome) to robotic pin nano-well, 5K-well arrays, can pool and seq",,,#,9.86644E+17,https://twitter.com/DaleYuzuki/status/986643808124366849,,,,,,
oxfordahmedlab,4/18/2018 12:32,2,9,Nice to see Mara’s poster on microscopic residual disease in ovarian cancer # AACR18 pic.twitter.com/IMaBYY3l0C,,,#,9.86644E+17,https://twitter.com/oxfordahmedlab/status/986643700422971398,,,,,,
PennMedNews,4/18/2018 12:32,1,1,Bekelman: This would promote innovation by setting the goal post # AACR18,,,#,9.86644E+17,https://twitter.com/PennMedNews/status/986643685583540225,,,,,,
DaleYuzuki,4/18/2018 12:32,1,1,"Shah: # AACR18 Can bin reads across intervals, to get CNV inferred from low-coverage sc genomes. Can pool and get higher resolution (SNVs)",,,#,9.86644E+17,https://twitter.com/DaleYuzuki/status/986643613265420288,,,,,,
PennMedNews,4/18/2018 12:32,1,1,"Bekelman: We propose the FDA develop a consensus-driven definition of meaningful clinical benefit. ASCO has already done this, endorsing a minimum absolute improvement of 3-6 months of life over best available treatment for drug trials in metastatic disease. # AACR18",,,#,9.86644E+17,https://twitter.com/PennMedNews/status/986643580537143296,,,,,,
mtmdphd,4/18/2018 12:31,0,0,"# AACR18 W190 # Cagenome # caprev # pcsm - Fraser - Clinico-genomics of localized, non-indolent prostate cancer: CPC-GENE experience:pic.twitter.com/6td3H6xDrT",,,# # # #,9.86644E+17,https://twitter.com/mtmdphd/status/986643506121895936,,,,,,
DaleYuzuki,4/18/2018 12:31,1,1,"Shah: # AACR18 Interested in rare poplns, want statistical power. Tagmentation - '17 http://ow.ly/THib30jyB7D but only get sparse represent.",,,#,9.86643E+17,https://twitter.com/DaleYuzuki/status/986643421128527873,,,,,,
WesternBlotting,4/18/2018 12:30,2,1,We gotta talk if you are doing Western blots. Really. Publication requirements are changing and we can help. Booth 920 at # AACR18.,,,#,9.86643E+17,https://twitter.com/WesternBlotting/status/986643206526947329,,,,,,
mtmdphd,4/18/2018 12:30,1,1,"# AACR18 W190 # Cagenome # caprev # pcsm - Fraser - Clinico-genomics of localized, non-indolent prostate cancer: CPC-GENE experience: Prostate biopsy has morbidity. May be replaced by MRI ?pic.twitter.com/IR3zTqJCgW",,,# # # #,9.86643E+17,https://twitter.com/mtmdphd/status/986643184334901249,,,,,,
ASCaProject,4/18/2018 12:30,12,31,"Presenting insights learned and data from the http://ASCproject.org at # AACR18 now. So much enthusiasm for the approach, lessons learned and ability to conduct in such an exceedingly rare indication. pic.twitter.com/2tgCIhEqGy",,,#,9.86643E+17,https://twitter.com/ASCaProject/status/986643169801580544,,,,,,
MabVaxThera,4/18/2018 12:30,1,1,Interim results from Ph 1 trial of $ MBVX's MVT-1075 presented at # AACR18 demonstrated a dosing strategy for clinical translation of a radioimmunotherapy product for treatment of patients with relapsed / refractory pancreatic & other CA19-9 positive cancers http://bit.ly/2EXfflC,,,#,9.86643E+17,https://twitter.com/MabVaxThera/status/986643128911360002,,,,,,
DaleYuzuki,4/18/2018 12:30,1,1,Shah: # AACR18 sc measurements at scale:decomposing cancer into its constituent parts; errors are present. Thus scWGS and phase and haplotype,,,#,9.86643E+17,https://twitter.com/DaleYuzuki/status/986643108216672256,,,,,,
fluidigm,4/18/2018 12:30,1,1,Spencer Wei from MD Anderson @ AACR describing new insights in the cellular mechanisms of combination checkpoint blockade using # MassCytometry. # AACR18 # CyTOF,,@,# # #,9.86643E+17,https://twitter.com/fluidigm/status/986643083319304193,,,,,,
PennMedNews,4/18/2018 12:30,1,2,Bekelman: The FDA should define minimum clinically meaningful effect sizes for approval of targeted cancer drugs # AACR18,,,#,9.86643E+17,https://twitter.com/PennMedNews/status/986643050213593093,,,,,,
msdsalute,4/18/2018 12:30,12,17,L’immunoterapia è efficace nel trattamento adiuvante del melanoma operato in tutti i pazienti ad alto rischio di recidiva (dal IIIA al IIIC) # AACR18 # VinciamoControilCancro,,,# #,9.86643E+17,https://twitter.com/msdsalute/status/986643031305736194,,,,,,
MSDFrance,4/18/2018 12:30,1,4,"Pour en savoir plus sur le # cancer en France, consultez l’essentiel du rapport « Les cancers en France – Édition 2017 » qui sera publié en juin prochain par @ Institut_cancer https://bit.ly/2pIUu8G # AACR18",,@,# #,9.86643E+17,https://twitter.com/MSDFrance/status/986643017061711873,,,,,,
DaleYuzuki,4/18/2018 12:29,1,1,"Shah: # AACR18 Points out individual clones from original tumor, led to brain met, and secondary recurr. Visual '17 http://ow.ly/jqLV30jyAYi",,,#,9.86643E+17,https://twitter.com/DaleYuzuki/status/986642909209427968,,,,,,
mtmdphd,4/18/2018 12:28,0,1,"# AACR18 W190 # Cagenome # caprev - Fraser - Clinico-genomics of localized, non-indolent prostate cancer: CPC-GENE experience-pic.twitter.com/ZsvdqhX5t6",,,# # #,9.86643E+17,https://twitter.com/mtmdphd/status/986642617977966592,,,,,,
DaleYuzuki,4/18/2018 12:28,1,1,Shah: # AACR18 Modeling: an ov ca cell map (metastatic to brain) and secondary relapse and sequenced clones '16 ref http://ow.ly/a5vB30jyAQK,,,#,9.86643E+17,https://twitter.com/DaleYuzuki/status/986642617499779074,,,,,,
PennMedNews,4/18/2018 12:28,1,1,"Bekelman: Today, we are presenting three steps toward a more sustainable path for targeted cancer agents. I realize these may be controversial, but the time is now for bold solutions. # AACR18",,,#,9.86643E+17,https://twitter.com/PennMedNews/status/986642612043075585,,,,,,
StressMarq,4/18/2018 12:28,1,1,Last day of # AACR18 ! Don't miss free antibody samples and discounts from Stressmarq (Booth 1348) http://bit.ly/2GSqYHo pic.twitter.com/bmUmMejso9,,,#,9.86643E+17,https://twitter.com/StressMarq/status/986642539863334913,,,,,,
FioraniSimo,4/18/2018 12:27,2,5,Beautiful talk on CAFs by Jacqui Shields at the single-cell genomics session @ AACR # AACR18,,@,#,9.86642E+17,https://twitter.com/FioraniSimo/status/986642416227831808,,,,,,
alexlash,4/18/2018 12:27,0,2,"It's a midweek oncology roundup, which will not become a thing. Very early-stage clinical headlines from # AACR2018 plus a couple late-stage fails from $ NLNK $ CLDX. (w/ @ BentheFidler)https://www.xconomy.com/national/2018/04/18/cancer-wrap-blueprint-checkmate-more-aacr-news-phase-3-blues/ …",,@,#,9.86642E+17,https://twitter.com/alexlash/status/986642379732959232,,,,,,
corrie_painter,4/18/2018 12:26,12,59,"Why I love my patient/advocate friends? They bring everything to the table. Many thanks to @ JFreemanDaily , @ stage4kelly and Sheila for walking # AACR18 scientists through our http://MBCproject.org poster. Data presented from patients? Priceless.pic.twitter.com/jPUiYoQijP",,@ @,#,9.86642E+17,https://twitter.com/corrie_painter/status/986642242336157696,,,,,,
DaleYuzuki,4/18/2018 12:26,1,1,Shah: # AACR18 What cell popln's constitute a tumor? Can trajectories be predicted? What is their behavior?,,,#,9.86642E+17,https://twitter.com/DaleYuzuki/status/986642199138979840,,,,,,
TheLancetOncol,4/18/2018 12:26,3,7,# AACR18 Dr Lathan invites more # cancer centres to disclose data on racial disparity to initiate a needed conversationpic.twitter.com/q42mr1PqiP,,,# #,9.86642E+17,https://twitter.com/TheLancetOncol/status/986642031287074816,,,,,,
LolaRahib,4/18/2018 12:25,3,17,Nice to see this turnout at the @ PanCAN @ AACR Grantee Discussion this late in the meeting! # AACR18 pic.twitter.com/lwWmmv1qlD,,@ @,#,9.86642E+17,https://twitter.com/LolaRahib/status/986641983983714304,,,,,,
DaleYuzuki,4/18/2018 12:25,1,1,Shah: # AACR18 Now onto the genome of malignant cells; WGS and working with Sam Aparicio at BCCA. Cancer as dynamic raises Q's.,,,#,9.86642E+17,https://twitter.com/DaleYuzuki/status/986641979714007046,,,,,,
mjsikora,4/18/2018 12:25,0,0,". @ AACR gave up telling people not to take pictures, now they just ask nicely that you at least not put on social media. Not healthy for talking RE unpublished data.",,@,,9.86642E+17,https://twitter.com/mjsikora/status/986641911149625344,,,,,,
DaleYuzuki,4/18/2018 12:24,1,1,Sohrab Shah (BC Cancer Agency CA) Scalable single cell whole genome sequencing: Towards population genetics of cancer # AACR18,,,#,9.86642E+17,https://twitter.com/DaleYuzuki/status/986641709533626368,,,,,,
DaleYuzuki,4/18/2018 12:24,1,1,Q: Any way to do spatial hi-dimensional methods? Shields: Will lose info w/dissociation of cells. Will go that way # AACR18,,,#,9.86642E+17,https://twitter.com/DaleYuzuki/status/986641635550416901,,,,,,
PennMedNews,4/18/2018 12:23,1,2,Dr. Bekelman taking the podium now # AACR18 @ PennCancer @ PennLDIpic.twitter.com/VQwI9HKcjW,,@ @,#,9.86641E+17,https://twitter.com/PennMedNews/status/986641465479712768,,,,,,
mtmdphd,4/18/2018 12:23,0,0,# AACR18 W190 # PrecisionMedicine # caprev # ImmunoOnc - Disis - Vaccines targeting oncogenes proteins for cancer prevention -pic.twitter.com/fht4TMWTzG,,,# # # #,9.86641E+17,https://twitter.com/mtmdphd/status/986641395925610496,,,,,,
bastien_nguyen,4/18/2018 12:23,4,10,Leaving Chicago ... Once again an awesome # AACR18 with @ JulesBordet team!! @ barechey @ aftimosp @ c_sotirioupic.twitter.com/A2G96rfko5,,@ @ @ @,#,9.86641E+17,https://twitter.com/bastien_nguyen/status/986641302803578881,,,,,,
mtmdphd,4/18/2018 12:22,0,0,# AACR18 W190 # PrecisionMedicine # caprev # ImmunoOnc - Disis - Vaccines targeting oncogenes proteins for cancer prevention -pic.twitter.com/vfKD4rcdhn,,,# # # #,9.86641E+17,https://twitter.com/mtmdphd/status/986641213678850050,,,,,,
the_funkydr,4/18/2018 12:22,2,4,20. That’s a wrap! Excellent advice for # ECR on getting a # postdoc both inside and outside # academia from Dr Nicholas Simon from @rippleeffectcom and Dr Thomas Bodenstine from @ MidwesternUniv # ECR # AACR18 # AACRAMC,,@rippleeffectcom @,# # # # # #,9.86641E+17,https://twitter.com/the_funkydr/status/986641175535898625,,,,,,
BrJCancer,4/18/2018 12:22,1,0,Ping-Chih Ho: UCP2 overexpression associated with an immune hot TME in several cancer types - opportunities for inflaming cold tumours. # AACR2018,,,#,9.86641E+17,https://twitter.com/BrJCancer/status/986641125518782464,,,,,,
DaleYuzuki,4/18/2018 12:22,1,1,Q: Always see 3 populations? Shields: Likely at day 11; looking at other cancer types as well # AACR18,,,#,9.86641E+17,https://twitter.com/DaleYuzuki/status/986641011479859201,,,,,,
mtmdphd,4/18/2018 12:22,0,0,# AACR18 W190 # PrecisionMedicine # caprev # ImmunoOnc - Disis - Vaccines targeting oncogenes proteins for cancer prevention - combination immunopreventionpic.twitter.com/G0sq1oHItm,,,# # # #,9.86641E+17,https://twitter.com/mtmdphd/status/986641004852850694,,,,,,
OncLive,4/18/2018 12:21,2,10,Adding the IDO1 inhibitor epacadostat to the PD-L1 inhibitor durvalumab (Imfinzi) failed to induce any clinical responses in patients with pancreatic cancer # pancsm # AACR18 http://www.onclive.com/conference-coverage/aacr-2018/epacadostat-falls-short-again …,,,# #,9.86641E+17,https://twitter.com/OncLive/status/986640799692677120,,,,,,
mtmdphd,4/18/2018 12:20,0,0,# AACR18 W190 # PrecisionMedicine # caprev # ImmunoOnc - Disis - Vaccines targeting oncogenes proteins for cancer prevention - NSAID (naproxen) downregulation of PD-L1 synergizes with vaccinationpic.twitter.com/UF4kCXmz9p – bei McCormick Place West Building,,,# # # #,9.86641E+17,https://twitter.com/mtmdphd/status/986640743203790849,,,,,,
DaleYuzuki,4/18/2018 12:20,1,1,"Q: Spatial imptc? Shields: Likely, what these cells are producing in local environment, if populations affect each other # AACR18",,,#,9.86641E+17,https://twitter.com/DaleYuzuki/status/986640734815125504,,,,,,
OncologyTimes,4/18/2018 12:20,6,7,What's most exciting about the power of # Genomics? Dr. Daniel Silver explores the possibilities at # AACR18. http://ow.ly/CWlL30jyzhb via @ KimmelCancerCtr @ AACR pic.twitter.com/ZdusYZmQad,,@ @,# #,9.86641E+17,https://twitter.com/OncologyTimes/status/986640525364260864,,,,,,
CellPressNews,4/18/2018 12:20,9,8,Epigenetic Therapy Ties MYC Depletion to Reversing Immune Evasion and Treating Lung Cancer @ CellCellPress # AACR18 http://bit.ly/2J8xtDv,,@,#,9.86641E+17,https://twitter.com/CellPressNews/status/986640523652947968,,,,,,
PanCAN,4/18/2018 12:19,8,14,"Dr. David Boothman, @ iumedschool discusses use of # PARP1 inhibitors to leverage a tumor-selective ‘kiss of death’ at @ PanCAN @ AACR discussion/networking session featuring # pancreaticcancer research grantees # AACR18 http://www.abstractsonline.com/pp8/#!/4562/session/893 … … # PANCawarepic.twitter.com/XLRx66vdbi",,@ @ @,# # # # #,9.8664E+17,https://twitter.com/PanCAN/status/986640399837028353,,,,,,
DaleYuzuki,4/18/2018 12:19,1,1,Shields: # AACR18 Id'd 'inflammatory CAFs' - CXCL12-expressing CAFs that recruit macrophages.,,,#,9.8664E+17,https://twitter.com/DaleYuzuki/status/986640377380769793,,,,,,
CRUKresearch,4/18/2018 12:19,2,2,Jacqui Shields shows that her immune CAF cluster recruits macrophages. Next step will be to prove this further. Really good talk and all unpublished data! -SD # AACR18,,,#,9.8664E+17,https://twitter.com/CRUKresearch/status/986640330555617281,,,,,,
PCF_Science,4/18/2018 12:19,3,11,Dr. @ PChoyke discusses Multimodality # ProstateCancer Imaging: Integrating Diagnostic Information; NOW in room N227. # AACR18. @ NCIResearchCtr @ nciccr_gmb @ theNCI @ NCICCR_MIP @ PCFnewspic.twitter.com/qDgueeyDk7,,@ @ @ @ @ @,# #,9.8664E+17,https://twitter.com/PCF_Science/status/986640254433218560,,,,,,
mtmdphd,4/18/2018 12:18,0,0,# AACR18 W190 # PrecisionMedicine # caprev # ImmunoOnc - Disis - Vaccines targeting oncogenes proteins for cancer prevention - # crcsm animal modelspic.twitter.com/MFL3Ol8nuf – bei McCormick Place West Building,,,# # # # #,9.8664E+17,https://twitter.com/mtmdphd/status/986640204969672705,,,,,,
capiobio,4/18/2018 12:18,2,3,Getting ready to wrap up a great AACR annual meeting. Met old friends and made new ones. Many great sessions and posters too. Congratulations to all! # aacr18 @ capiobio # CirculatingTumorCellspic.twitter.com/IrX90Jt2vy,,@,# #,9.8664E+17,https://twitter.com/capiobio/status/986640184396705792,,,,,,
