username,date,retweets,favorites,geo,mentions,hashtags,id,;permalink,,,,,,
drexel_surgery,4/17/2018 7:26,2,3,,@ @ @ @ @,# #,9.86E+17,https://twitter.com/drexel_surgery/status/986204289419939840,,,,,,
AnnemarieVtW,4/17/2018 7:25,1,0,,,# # # # #,9.86E+17,https://twitter.com/AnnemarieVtW/status/986204068669517826,,,,,,
ExosomeRNA,4/17/2018 7:25,0,0,,@,#,9.86E+17,https://twitter.com/ExosomeRNA/status/986203924536418304,,,,,,
AnnemarieVtW,4/17/2018 7:24,1,1,,,# #,9.86E+17,https://twitter.com/AnnemarieVtW/status/986203798803755008,,,,,,
INCa_veillePro,4/17/2018 7:21,2,0,,,# #,9.86E+17,https://twitter.com/INCa_veillePro/status/986203099344842752,,,,,,
shaikh_mf,4/17/2018 7:20,4,6,,@ @ @ @ @,# #,9.86E+17,https://twitter.com/shaikh_mf/status/986202675103567872,,,,,,
OncologyCentral,4/17/2018 7:18,0,0,,@,#,9.86E+17,https://twitter.com/OncologyCentral/status/986202281669427202,,,,,,
usamafarooqui,4/17/2018 7:14,0,1,,,,9.86E+17,https://twitter.com/usamafarooqui/status/986201265855127554,,,,,,
jsoriamd,4/17/2018 7:11,18,35,,,#,9.86E+17,https://twitter.com/jsoriamd/status/986200589406277632,,,,,,
MSD_Deutschland,4/17/2018 7:10,2,1,,,# # #,9.86E+17,https://twitter.com/MSD_Deutschland/status/986200145187483651,,,,,,
sierraoncology,4/17/2018 7:07,5,10,,,#,9.86E+17,https://twitter.com/sierraoncology/status/986199566679793664,,,,,,
odibro,4/17/2018 7:07,0,0,,,#,9.86E+17,https://twitter.com/odibro/status/986199526435426304,,,,,,
odibro,4/17/2018 7:07,4,7,,,#,9.86E+17,https://twitter.com/odibro/status/986199356339564545,,,,,,
colleencoll,4/17/2018 7:06,0,0,,,# # # # # #,9.86E+17,https://twitter.com/colleencoll/status/986199156178874368,,,,,,
DeCircleLead,4/17/2018 7:06,0,0,,,# #,9.86E+17,https://twitter.com/DeCircleLead/status/986199138927874048,,,,,,
magicbulletbio,4/17/2018 7:05,0,0,,,# # # # # # # #,9.86E+17,https://twitter.com/magicbulletbio/status/986199083504340992,,,,,,
AACR,4/17/2018 7:05,6,10,,,#,9.86E+17,https://twitter.com/AACR/status/986198882358046720,,,,,,
rosileealvarez,4/17/2018 7:03,2,0,,,#,9.86E+17,https://twitter.com/rosileealvarez/status/986198381721776129,,,,,,
rosileealvarez,4/17/2018 7:03,0,0,,,#,9.86E+17,https://twitter.com/rosileealvarez/status/986198380312498178,,,,,,
BioStocks,4/17/2018 7:02,6,7,,,#,9.86E+17,https://twitter.com/BioStocks/status/986198319218155521,,,,,,
Rndubois,4/17/2018 7:02,1,6,,,# #,9.86E+17,https://twitter.com/Rndubois/status/986198283822469121,,,,,,
bemdi,4/17/2018 7:01,0,0,,,# #,9.86E+17,https://twitter.com/bemdi/status/986198065659961344,,,,,,
FenFinance,4/17/2018 7:01,0,0,,,# #,9.86E+17,https://twitter.com/FenFinance/status/986197998781812737,,,,,,
Bicycle_tx,4/17/2018 7:00,4,6,,,# #,9.86E+17,https://twitter.com/Bicycle_tx/status/986197806061969408,,,,,,
Incyte,4/17/2018 7:00,0,1,,,#,9.86E+17,https://twitter.com/Incyte/status/986197593054068737,,,,,,
SeraCare,4/17/2018 7:00,0,0,,@usnistgov @ @ @,#,9.86E+17,https://twitter.com/SeraCare/status/986197581322706944,,,,,,
Inivata,4/17/2018 6:56,0,5,,,# # #,9.86E+17,https://twitter.com/Inivata/status/986196656122155008,,,,,,
MDAndersonNews,4/17/2018 6:54,8,12,,,# #,9.86E+17,https://twitter.com/MDAndersonNews/status/986196071964700674,,,,,,
Aiims1742,4/17/2018 6:49,1,4,,@ @,#,9.86E+17,https://twitter.com/Aiims1742/status/986195045509402624,,,,,,
msdsalute,4/17/2018 6:45,1,2,,,# # # #,9.86E+17,https://twitter.com/msdsalute/status/986193822341320711,,,,,,
DawnKA,4/17/2018 6:41,0,0,,,# # # # # # # # # # # # #,9.86E+17,https://twitter.com/DawnKA/status/986192842375811073,,,,,,
AcademiaGoFIR,4/17/2018 6:40,0,0,,,# #,9.86E+17,https://twitter.com/AcademiaGoFIR/status/986192579602604032,,,,,,
koul_one,4/17/2018 6:38,1,4,,,# #,9.86E+17,https://twitter.com/koul_one/status/986192094942425088,,,,,,
Sports_bios,4/17/2018 6:36,0,2,,,# #,9.86E+17,https://twitter.com/Sports_bios/status/986191663784751105,,,,,,
sciencesalesguy,4/17/2018 6:30,0,0,,,# # #,9.86E+17,https://twitter.com/sciencesalesguy/status/986190276417990658,,,,,,
OncLive,4/17/2018 6:30,1,2,,,#,9.86E+17,https://twitter.com/OncLive/status/986190114278772738,,,,,,
sciencesalesguy,4/17/2018 6:27,1,1,,,# # #,9.86E+17,https://twitter.com/sciencesalesguy/status/986189395417096193,,,,,,
FowlieFactor,4/17/2018 6:21,0,0,,,# #,9.86E+17,https://twitter.com/FowlieFactor/status/986187807499673600,,,,,,
sufimthomas,4/17/2018 6:20,1,6,,@ @ @,,9.86E+17,https://twitter.com/sufimthomas/status/986187526883938304,,,,,,
MaverickNY,4/17/2018 6:19,0,3,,,#,9.86E+17,https://twitter.com/MaverickNY/status/986187270721024002,,,,,,
weldeiry,4/17/2018 6:18,0,0,,,# #,9.86E+17,https://twitter.com/weldeiry/status/986187075094499328,,,,,,
Tmurtola,4/17/2018 6:15,2,2,,,#,9.86E+17,https://twitter.com/Tmurtola/status/986186459408461825,,,,,,
Immunopole,4/17/2018 6:14,0,1,,@,# # # # # #,9.86E+17,https://twitter.com/Immunopole/status/986186090716585984,,,,,,
doccottle,4/17/2018 6:13,0,0,,@,# #,9.86E+17,https://twitter.com/doccottle/status/986185971380125696,,,,,,
FeldborgPhoto,4/17/2018 6:13,0,0,,,# #,9.86E+17,https://twitter.com/FeldborgPhoto/status/986185937465077760,,,,,,
Immunopole,4/17/2018 6:13,1,0,,@,# # # # # # # #,9.86E+17,https://twitter.com/Immunopole/status/986185836193558530,,,,,,
sufimthomas,4/17/2018 6:12,1,3,,@,,9.86E+17,https://twitter.com/sufimthomas/status/986185716299452416,,,,,,
richmeyer,4/17/2018 6:06,0,0,,,#,9.86E+17,https://twitter.com/richmeyer/status/986184216995160064,,,,,,
litvakfeliks,4/17/2018 6:05,0,0,,,# #,9.86E+17,https://twitter.com/litvakfeliks/status/986183976254623744,,,,,,
onmedicanews,4/17/2018 6:05,0,0,,@ @,#,9.86E+17,https://twitter.com/onmedicanews/status/986183973570318336,,,,,,
CRUKCamCellBio,4/17/2018 6:00,1,2,,@ @,# #,9.86E+17,https://twitter.com/CRUKCamCellBio/status/986182539260911616,,,,,,
pharmaphorum,4/17/2018 5:46,0,2,,,#,9.86E+17,https://twitter.com/pharmaphorum/status/986179106898407424,,,,,,
endpts,4/17/2018 5:38,0,1,,,# #,9.86E+17,https://twitter.com/endpts/status/986176947096096769,,,,,,
CmedResearch,4/17/2018 5:35,0,0,,,#1249 # #,9.86E+17,https://twitter.com/CmedResearch/status/986176411261194240,,,,,,
PhrmMar,4/17/2018 5:35,1,0,,,# # #,9.86E+17,https://twitter.com/PhrmMar/status/986176207384449024,,,,,,
EnfantsCancers,4/17/2018 5:33,0,0,,@ @ @,#,9.86E+17,https://twitter.com/EnfantsCancers/status/986175760372260864,,,,,,
richmeyer,4/17/2018 5:29,0,0,,,#,9.86E+17,https://twitter.com/richmeyer/status/986174821435396096,,,,,,
richmeyer,4/17/2018 5:28,1,0,,,#,9.86E+17,https://twitter.com/richmeyer/status/986174614073217024,,,,,,
rodneymeeks,4/17/2018 5:26,0,0,,,# #,9.86E+17,https://twitter.com/rodneymeeks/status/986174127877902336,,,,,,
FundacionECO,4/17/2018 5:24,0,0,,,# #,9.86E+17,https://twitter.com/FundacionECO/status/986173581427204096,,,,,,
ZymeworksInc,4/17/2018 5:22,3,4,,@ @,# #,9.86E+17,https://twitter.com/ZymeworksInc/status/986173005129646082,,,,,,
UCL_Business,4/17/2018 5:22,4,5,,@ @,#,9.86E+17,https://twitter.com/UCL_Business/status/986172998943166464,,,,,,
CancerCoreEU,4/17/2018 5:11,0,0,,,#,9.86E+17,https://twitter.com/CancerCoreEU/status/986170247110635521,,,,,,
odibro,4/17/2018 5:10,7,8,,,#,9.86E+17,https://twitter.com/odibro/status/986170095813693440,,,,,,
axiomhcs,4/17/2018 5:07,0,0,,,#,9.86E+17,https://twitter.com/axiomhcs/status/986169229518036993,,,,,,
CancerCoreEU,4/17/2018 5:06,0,0,,,# # #,9.86E+17,https://twitter.com/CancerCoreEU/status/986168929449074688,,,,,,
OSaulnier_,4/17/2018 5:05,0,6,,@,#,9.86E+17,https://twitter.com/OSaulnier_/status/986168682756935680,,,,,,
DKFZ,4/17/2018 5:03,1,3,,@,# # #,9.86E+17,https://twitter.com/DKFZ/status/986168362681143297,,,,,,
Domainex_UK,4/17/2018 5:02,1,0,,@ @,#4309,9.86E+17,https://twitter.com/Domainex_UK/status/986168011546652672,,,,,,
CarolinesCall,4/17/2018 4:59,0,0,,,# #,9.86E+17,https://twitter.com/CarolinesCall/status/986167269507190784,,,,,,
_ms03,4/17/2018 4:55,0,2," but lots available already!""",,,# #,9.86E+17,https://twitter.com/_ms03/status/986166255269875712,,,,,
valkyrie138,4/17/2018 4:54,0,0,,@ @LCAorg @ @ @ @ @,#,9.86E+17,https://twitter.com/valkyrie138/status/986166108968378368,,,,,,
SKC_Europe,4/17/2018 4:52,3,7,,@ @ @,#,9.86E+17,https://twitter.com/SKC_Europe/status/986165379121762305,,,,,,
pixiestarrz,4/17/2018 4:45,0,0,,@ @ @ @ @ @,#,9.86E+17,https://twitter.com/pixiestarrz/status/986163735910912001,,,,,,
FundacionECO,4/17/2018 4:43,1,0,,,# # #,9.86E+17,https://twitter.com/FundacionECO/status/986163136167317504,,,,,,
valkyrie138,4/17/2018 4:43,0,0,,@ @ @ @ @ @,#,9.86E+17,https://twitter.com/valkyrie138/status/986163131272585217,,,,,,
wearemedsir,4/17/2018 4:34,1,2,,,#,9.86E+17,https://twitter.com/wearemedsir/status/986160966856577024,,,,,,
MSDGreece,4/17/2018 4:30,3,11,,,# #,9.86E+17,https://twitter.com/MSDGreece/status/986159886160613376,,,,,,
Evotec,4/17/2018 4:30,3,7,,,# # #,9.86E+17,https://twitter.com/Evotec/status/986159831567314945,,,,,,
ProstateUKProfs,4/17/2018 4:26,0,2,,@,#,9.86E+17,https://twitter.com/ProstateUKProfs/status/986159061518479360,,,,,,
u1rokikawa,4/17/2018 4:23,1,0,,,#,9.86E+17,https://twitter.com/u1rokikawa/status/986158168731353088,,,,,,
institut_curie,4/17/2018 4:16,15,25,,@ @,# #,9.86E+17,https://twitter.com/institut_curie/status/986156528884469760,,,,,,
johnengleman,4/17/2018 4:09,0,0,,,# #,9.86E+17,https://twitter.com/johnengleman/status/986154572149379072,,,,,,
AssoFrChirurgie,4/17/2018 4:06,1,0,,@,# #,9.86E+17,https://twitter.com/AssoFrChirurgie/status/986153923101777920,,,,,,
AnneHelme,4/17/2018 4:04,0,0,,@ @,,9.86E+17,https://twitter.com/AnneHelme/status/986153461694828544,,,,,,
ACDbio,4/17/2018 4:02,1,2,,@ @,# #,9.86E+17,https://twitter.com/ACDbio/status/986152898928283648,,,,,,
mmiTeam,4/17/2018 4:01,0,0,,,#,9.86E+17,https://twitter.com/mmiTeam/status/986152543188381696,,,,,,
RocheDiaUSA,4/17/2018 3:58,0,3,,,#,9.86E+17,https://twitter.com/RocheDiaUSA/status/986151779376205824,,,,,,
LucaCioletti,4/17/2018 3:55,0,0,,,# #,9.86E+17,https://twitter.com/LucaCioletti/status/986151243985903617,,,,,,
m0ntassar,4/17/2018 3:52,0,0,,,# #,9.86E+17,https://twitter.com/m0ntassar/status/986150351685505029,,,,,,
cogentintel,4/17/2018 3:50,0,0,,,# #,9.86E+17,https://twitter.com/cogentintel/status/986150014597718017,,,,,,
biopathology,4/17/2018 3:43,0,0,,@,#,9.86E+17,https://twitter.com/biopathology/status/986148018150928384,,,,,,
CSilvandersson,4/17/2018 3:42,0,0,,,# # # # # #,9.86E+17,https://twitter.com/CSilvandersson/status/986147943886610432,,,,,,
RootsAnalysis,4/17/2018 3:30,0,0,,@ @,# # #,9.86E+17,https://twitter.com/RootsAnalysis/status/986144852344823808,,,,,,
MSDGreece,4/17/2018 3:30,6,18,,,# # #,9.86E+17,https://twitter.com/MSDGreece/status/986144788977258496,,,,,,
BertrandBio,4/17/2018 3:29,1,3,,,#,9.86E+17,https://twitter.com/BertrandBio/status/986144506486681600,,,,,,
darioT_,4/17/2018 3:24,2,4,,,# #,9.86E+17,https://twitter.com/darioT_/status/986143372892139520,,,,,,
abbanewsInfo,4/17/2018 3:21,0,0,,@,# #,9.86E+17,https://twitter.com/abbanewsInfo/status/986142634589728768,,,,,,
ddu_crukmi,4/17/2018 3:14,0,0,,,#,9.86E+17,https://twitter.com/ddu_crukmi/status/986140803608301568,,,,,,
ddu_crukmi,4/17/2018 3:14,0,0,,,#,9.86E+17,https://twitter.com/ddu_crukmi/status/986140715230154752,,,,,,
wearemedsir,4/17/2018 3:13,3,6,,,# # # # #,9.86E+17,https://twitter.com/wearemedsir/status/986140464247132161,,,,,,
PaymentSenseExe,4/17/2018 3:06,0,0,,,# #,9.86E+17,https://twitter.com/PaymentSenseExe/status/986138735422201857,,,,,,
C3M_U1065,4/17/2018 3:05,2,7,,@ @ @ @ @,#,9.86E+17,https://twitter.com/C3M_U1065/status/986138647434055680,,,,,,
MSDintheUK,4/17/2018 3:00,7,13,,,# # # #,9.86E+17,https://twitter.com/MSDintheUK/status/986137182309101568,,,,,,
DiseasePrimers,4/17/2018 2:48,8,7,,,# #,9.86E+17,https://twitter.com/DiseasePrimers/status/986134162770878464,,,,,,
MarkSwann1,4/17/2018 2:22,0,0,,,# #,9.86E+17,https://twitter.com/MarkSwann1/status/986127837043281920,,,,,,
endpts,4/17/2018 2:19,1,0,,,#,9.86E+17,https://twitter.com/endpts/status/986126866644955136,,,,,,
JoAnnLefebvre,4/17/2018 2:17,0,0,,,# #,9.86E+17,https://twitter.com/JoAnnLefebvre/status/986126439023104000,,,,,,
tomorrowmakers,4/17/2018 2:16,1,0,,,# #,9.86E+17,https://twitter.com/tomorrowmakers/status/986126139587514368,,,,,,
chiragontwtr,4/17/2018 2:06,1,0,,,#,9.86E+17,https://twitter.com/chiragontwtr/status/986123655460474881,,,,,,
tmprowell,4/17/2018 1:57,3,5,,@ @,# #,9.86E+17,https://twitter.com/tmprowell/status/986121378201047040,,,,,,
parpinellivo,4/17/2018 1:54,0,1,,@ @,# #,9.86E+17,https://twitter.com/parpinellivo/status/986120709792550914,,,,,,
LordoMatt,4/17/2018 1:52,0,1,,@,,9.86E+17,https://twitter.com/LordoMatt/status/986120227275624449,,,,,,
cellmol,4/17/2018 1:52,0,0,,,# #,9.86E+17,https://twitter.com/cellmol/status/986120177258582016,,,,,,
DrRaulCordoba,4/17/2018 1:46,3,5,,,#,9.86E+17,https://twitter.com/DrRaulCordoba/status/986118760544301056,,,,,,
Aiims1742,4/17/2018 1:44,5,27,,@ @ @ @ @ @ @ @ @,# #,9.86E+17,https://twitter.com/Aiims1742/status/986118234935046145,,,,,,
Sengenics,4/17/2018 1:42,0,0,,,#3903 #,9.86E+17,https://twitter.com/Sengenics/status/986117676954157058,,,,,,
nevitdilmen,4/17/2018 1:39,0,0,,,# #,9.86E+17,https://twitter.com/nevitdilmen/status/986116854052720640,,,,,,
brianc999,4/17/2018 1:38,0,0,,,# #,9.86E+17,https://twitter.com/brianc999/status/986116781566758918,,,,,,
tmprowell,4/17/2018 1:37,10,9,,@ @,# # #,9.86E+17,https://twitter.com/tmprowell/status/986116433145982977,,,,,,
CNTianjinNankai,4/17/2018 1:37,0,0,,,#,9.86E+17,https://twitter.com/CNTianjinNankai/status/986116375155441664,,,,,,
double_whammied,4/17/2018 1:36,4,12,,@,# # # #,9.86E+17,https://twitter.com/double_whammied/status/986116145114595329,,,,,,
4SC_AG,4/17/2018 1:30,0,0,,,# #,9.86E+17,https://twitter.com/4SC_AG/status/986114554156511232,,,,,,
4SC_AG,4/17/2018 1:30,3,1,,,# #,9.86E+17,https://twitter.com/4SC_AG/status/986114554143887361,,,,,,
CNTianjinNankai,4/17/2018 1:27,0,1,,,#,9.86E+17,https://twitter.com/CNTianjinNankai/status/986113806785970176,,,,,,
UscDtg,4/17/2018 1:26,0,1,,@ @http @usc_translational_genomics,# # # # # # # # # # # #,9.86E+17,https://twitter.com/UscDtg/status/986113766994653185,,,,,,
stage4kelly,4/17/2018 1:26,1,2,,,# #,9.86E+17,https://twitter.com/stage4kelly/status/986113566611779584,,,,,,
atlasantibodies,4/17/2018 1:22,3,8,,@,# # #,9.86E+17,https://twitter.com/atlasantibodies/status/986112616509722625,,,,,,
stage4kelly,4/17/2018 1:21,0,2,,,#,9.86E+17,https://twitter.com/stage4kelly/status/986112320211443714,,,,,,
UBF_,4/17/2018 1:20,0,0,,,# #,9.86E+17,https://twitter.com/UBF_/status/986112239588519936,,,,,,
CancerTodayMag,4/17/2018 1:17,5,1,,,#,9.86E+17,https://twitter.com/CancerTodayMag/status/986111295337451520,,,,,,
tmprowell,4/17/2018 1:08,3,16,,@,#,9.86E+17,https://twitter.com/tmprowell/status/986109069219024896,,,,,,
OscarSignus,4/17/2018 1:01,0,0,,,# #,9.86E+17,https://twitter.com/OscarSignus/status/986107390377582593,,,,,,
NykterLab,4/17/2018 1:00,0,4,,,#,9.86E+17,https://twitter.com/NykterLab/status/986107119438090242,,,,,,
karyoukanwa,4/17/2018 0:48,1,3,,,#,9.86E+17,https://twitter.com/karyoukanwa/status/986104045105500160,,,,,,
jagasquet,4/17/2018 0:46,0,1,,@,# #,9.86E+17,https://twitter.com/jagasquet/status/986103536621584385,,,,,,
CorneliaNenescu,4/17/2018 0:44,1,0,,,#,9.86E+17,https://twitter.com/CorneliaNenescu/status/986103175689244674,,,,,,
iodyssee,4/17/2018 0:42,0,0,,,# #,9.86E+17,https://twitter.com/iodyssee/status/986102555603238912,,,,,,
Myeloma_Doc,4/17/2018 0:38,0,0,,,#,9.86E+17,https://twitter.com/Myeloma_Doc/status/986101476954198016,,,,,,
Transplant_Doc,4/17/2018 0:36,0,0,,@ @,#,9.86E+17,https://twitter.com/Transplant_Doc/status/986100998228860928,,,,,,
WePublishMedia,4/17/2018 0:33,0,0,,,# #,9.86E+17,https://twitter.com/WePublishMedia/status/986100248962576384,,,,,,
PrasunJMishra,4/17/2018 0:31,1,5,,@,# # # # # #,9.86E+17,https://twitter.com/PrasunJMishra/status/986099830454935553,,,,,,
corrie_painter,4/17/2018 0:31,0,1,,,,9.86E+17,https://twitter.com/corrie_painter/status/986099701652099072,,,,,,
blood_pac,4/17/2018 0:30,4,11,,,# # # # # # #,9.86E+17,https://twitter.com/blood_pac/status/986099612472750080,,,,,,
jleePSOC,4/17/2018 0:20,1,4,,@,# # # #,9.86E+17,https://twitter.com/jleePSOC/status/986097157500436480,,,,,,
EIPGeu,4/17/2018 0:19,0,0,,,# # # # #,9.86E+17,https://twitter.com/EIPGeu/status/986096781523111936,,,,,,
duemed,4/17/2018 0:15,0,1,,@ @,,9.86E+17,https://twitter.com/duemed/status/986095745156644864,,,,,,
AfriCF,4/17/2018 0:14,1,2,,,# #,9.86E+17,https://twitter.com/AfriCF/status/986095455242194944,,,,,,
vourganti,4/17/2018 0:13,1,5,,@ @ @,# #,9.86E+17,https://twitter.com/vourganti/status/986095153860546560,,,,,,
smlungpathguy,4/17/2018 0:08,0,3,,,# #,9.86E+17,https://twitter.com/smlungpathguy/status/986093977089822725,,,,,,
smlungpathguy,4/17/2018 0:06,37,57,,@ @ @ @ @ @,# #,9.86E+17,https://twitter.com/smlungpathguy/status/986093633358135297,,,,,,
hchmani,4/17/2018 0:01,0,0,,@,,9.86E+17,https://twitter.com/hchmani/status/986092335082721281,,,,,,
jleePSOC,4/17/2018 0:00,2,9,,@4KidsCancerTx,# # # # #,9.86E+17,https://twitter.com/jleePSOC/status/986092031574454273,,,,,,
jleePSOC,4/16/2018 23:57,4,7,,@,# # # #,9.86E+17,https://twitter.com/jleePSOC/status/986091346695000064,,,,,,
jleePSOC,4/16/2018 23:55,1,2,,@,# # # # #,9.86E+17,https://twitter.com/jleePSOC/status/986090750038421504,,,,,,
smlungpathguy,4/16/2018 23:55,0,1,,,#,9.86E+17,https://twitter.com/smlungpathguy/status/986090719340302336,,,,,,
besplatneakcije,4/16/2018 23:53,0,0,,,# #,9.86E+17,https://twitter.com/besplatneakcije/status/986090272055578624,,,,,,
c0nc0rdance,4/16/2018 23:52,1,2,,,#,9.86E+17,https://twitter.com/c0nc0rdance/status/986090061094678528,,,,,,
TomasBogren,4/16/2018 23:47,1,1,,,# #,9.86E+17,https://twitter.com/TomasBogren/status/986088681701281792,,,,,,
FertigLab,4/16/2018 23:45,2,16,,@,#,9.86E+17,https://twitter.com/FertigLab/status/986088156347985921,,,,,,
lisaoleary524,4/16/2018 23:43,7,7,,@,# # #,9.86E+17,https://twitter.com/lisaoleary524/status/986087842332934144,,,,,,
capiobio,4/16/2018 23:39,1,1,,@,# #,9.86E+17,https://twitter.com/capiobio/status/986086723418574848,,,,,,
DrAmyDwyer,4/16/2018 23:38,2,5,,,#,9.86E+17,https://twitter.com/DrAmyDwyer/status/986086594925998081,,,,,,
smlungpathguy,4/16/2018 23:38,2,7,,@,#,9.86E+17,https://twitter.com/smlungpathguy/status/986086590060662784,,,,,,
smlungpathguy,4/16/2018 23:37,7,12,,@ @ @ @ @ @ @ @ @ @,#,9.86E+17,https://twitter.com/smlungpathguy/status/986086225852424192,,,,,,
vaishusambandam,4/16/2018 23:36,1,6,,,#,9.86E+17,https://twitter.com/vaishusambandam/status/986085984965099521,,,,,,
tmprowell,4/16/2018 23:36,0,1,,,,9.86E+17,https://twitter.com/tmprowell/status/986085870083235841,,,,,,
drug_czar,4/16/2018 23:34,1,3,,@ @,# #,9.86E+17,https://twitter.com/drug_czar/status/986085558270164992,,,,,,
smlungpathguy,4/16/2018 23:33,1,2,,,#,9.86E+17,https://twitter.com/smlungpathguy/status/986085191629332480,,,,,,
smlungpathguy,4/16/2018 23:27,2,6,,,#,9.86E+17,https://twitter.com/smlungpathguy/status/986083820339388416,,,,,,
char1eylu,4/16/2018 23:26,1,2,,,#,9.86E+17,https://twitter.com/char1eylu/status/986083491061293056,,,,,,
Cortellis,4/16/2018 23:26,2,4,,@,#,9.86E+17,https://twitter.com/Cortellis/status/986083346576035840,,,,,,
Cortellis,4/16/2018 23:25,1,4,,,#,9.86E+17,https://twitter.com/Cortellis/status/986083323964461056,,,,,,
TomSilver39,4/16/2018 23:25,15,26,,,#,9.86E+17,https://twitter.com/TomSilver39/status/986083308810395648,,,,,,
TomSilver39,4/16/2018 23:25,5,15,,,#,9.86E+17,https://twitter.com/TomSilver39/status/986083091838988288,,,,,,
drjainchhavi,4/16/2018 23:24,1,2,,@ @ @ @CathrinBrisken,#,9.86E+17,https://twitter.com/drjainchhavi/status/986083040794415104,,,,,,
weldeiry,4/16/2018 23:24,1,9,,@,#,9.86E+17,https://twitter.com/weldeiry/status/986082915602849793,,,,,,
BravoCorderoLab,4/16/2018 23:18,1,4,,@,#,9.86E+17,https://twitter.com/BravoCorderoLab/status/986081460946956290,,,,,,
Lolly_Jean,4/16/2018 23:12,0,0,,,,9.86E+17,https://twitter.com/Lolly_Jean/status/986079919502516224,,,,,,
djsampson,4/16/2018 23:08,1,6,,,#,9.86E+17,https://twitter.com/djsampson/status/986078966355320832,,,,,,
marian_hajduch,4/16/2018 22:59,0,2,,,#,9.86E+17,https://twitter.com/marian_hajduch/status/986076568341696513,,,,,,
sharma1,4/16/2018 22:58,3,5,,,#,9.86E+17,https://twitter.com/sharma1/status/986076333582274560,,,,,,
AACR_official,4/16/2018 22:57,43,41,,,# #,9.86E+17,https://twitter.com/AACR_official/status/986076238899855361,,,,,,
Getrealorelse,4/16/2018 22:57,0,0,,,,9.86E+17,https://twitter.com/Getrealorelse/status/986076126949896194,,,,,,
macbiocom,4/16/2018 22:55,2,5,,@,# #,9.86E+17,https://twitter.com/macbiocom/status/986075770396213248,,,,,,
CCGenomics,4/16/2018 22:53,3,4,,@ @,# # # # # # # #,9.86E+17,https://twitter.com/CCGenomics/status/986075244824756224,,,,,,
endpts,4/16/2018 22:52,2,3,,,# #,9.86E+17,https://twitter.com/endpts/status/986074771522801664,,,,,,
abhijeet__anand,4/16/2018 22:51,2,1,,,# #,9.86E+17,https://twitter.com/abhijeet__anand/status/986074521865203712,,,,,,
DrSarcoma,4/16/2018 22:49,0,1,,,,9.86E+17,https://twitter.com/DrSarcoma/status/986074039839088640,,,,,,
ABC7Jay,4/16/2018 22:46,0,0,,,,9.86E+17,https://twitter.com/ABC7Jay/status/986073389596135424,,,,,,
cancerassassin1,4/16/2018 22:46,8,14,,@,# #,9.86E+17,https://twitter.com/cancerassassin1/status/986073281634689024,,,,,,
MortonMoose,4/16/2018 22:43,0,0,,,,9.86E+17,https://twitter.com/MortonMoose/status/986072629596565504,,,,,,
rosiekaplanmd,4/16/2018 22:42,2,3,,,#,9.86E+17,https://twitter.com/rosiekaplanmd/status/986072421735247872,,,,,,
IMTM_Olomouc,4/16/2018 22:41,0,2,,,#,9.86E+17,https://twitter.com/IMTM_Olomouc/status/986072226268090368,,,,,,
Hanico517,4/16/2018 22:41,0,0,,,,9.86E+17,https://twitter.com/Hanico517/status/986072141685841922,,,,,,
ACIR_org,4/16/2018 22:39,0,0,,@,# #,9.86E+17,https://twitter.com/ACIR_org/status/986071693272723456,,,,,,
jleePSOC,4/16/2018 22:39,2,4,,@,# # # #,9.86E+17,https://twitter.com/jleePSOC/status/986071513777532929,,,,,,
VanAllenLab,4/16/2018 22:38,5,30,,@ @ @,#,9.86E+17,https://twitter.com/VanAllenLab/status/986071320931823617,,,,,,
KushalPrajapati,4/16/2018 22:31,1,2,,@,#,9.86E+17,https://twitter.com/KushalPrajapati/status/986069729809969152,,,,,,
MHealthLab,4/16/2018 22:30,2,4,,,# #,9.86E+17,https://twitter.com/MHealthLab/status/986069238015234048,,,,,,
bonniephilly,4/16/2018 22:26,2,2,,@ @,# #,9.86E+17,https://twitter.com/bonniephilly/status/986068334956425217,,,,,,
GeneticsTrading,4/16/2018 22:25,1,1,,,# #,9.86E+17,https://twitter.com/GeneticsTrading/status/986068210112806913,,,,,,
GeneticsTrading,4/16/2018 22:23,1,2,,,# # #,9.86E+17,https://twitter.com/GeneticsTrading/status/986067695954087938,,,,,,
ming_ms4392,4/16/2018 22:20,1,3,,,#2018 # # #,9.86E+17,https://twitter.com/ming_ms4392/status/986066939964526593,,,,,,
onco_pedia,4/16/2018 22:16,2,4,,,#,9.86E+17,https://twitter.com/onco_pedia/status/986065789827547136,,,,,,
ItzYourVoice,4/16/2018 22:14,2,2,,,#,9.86E+17,https://twitter.com/ItzYourVoice/status/986065436822458368,,,,,,
taimur_org,4/16/2018 22:12,1,2,,,# #,9.86E+17,https://twitter.com/taimur_org/status/986064903613149185,,,,,,
NeurosurgeryNM,4/16/2018 22:10,9,26,,@ @ @,# # # # # # # #,9.86E+17,https://twitter.com/NeurosurgeryNM/status/986064432747962368,,,,,,
Oncologynewspro,4/16/2018 22:09,0,1,,@ @,,9.86E+17,https://twitter.com/Oncologynewspro/status/986064152136331264,,,,,,
Timsportal,4/16/2018 22:08,2,2,,,# #,9.86E+17,https://twitter.com/Timsportal/status/986063790562308097,,,,,,
sloan_kettering,4/16/2018 22:06,0,1,,,,9.86E+17,https://twitter.com/sloan_kettering/status/986063289649115136,,,,,,
