username,date,retweets,favorites,geo,mentions,hashtags,id,;permalink,,,
DaleYuzuki,4/22/2015 10:37,0,0,,@,#,5.90887E+17,https://twitter.com/DaleYuzuki/status/590887244875112449,,,
NCIgenomics,4/22/2015 10:37,0,0,,,#,5.90887E+17,https://twitter.com/NCIgenomics/status/590887212729954304,,,
FullMoonBio,4/22/2015 10:37,0,0,,,#,5.90887E+17,https://twitter.com/FullMoonBio/status/590887098514857984,,,
DaleYuzuki,4/22/2015 10:36,0,1,,,#,5.90887E+17,https://twitter.com/DaleYuzuki/status/590886831941615617,,,
slgoff_SB,4/22/2015 10:35,0,0,,,#,5.90887E+17,https://twitter.com/slgoff_SB/status/590886657324363777,,,
CellPressNews,4/22/2015 10:35,3,0,,,#,5.90887E+17,https://twitter.com/CellPressNews/status/590886584720973824,,,
AACRFoundation,4/22/2015 10:35,6,2,,@,# # # #,5.90887E+17,https://twitter.com/AACRFoundation/status/590886545298710528,,,
DaleYuzuki,4/22/2015 10:34,1,0,,,#,5.90886E+17,https://twitter.com/DaleYuzuki/status/590886452910804992,,,
asbonerw,4/22/2015 10:34,0,0,,@MeyerCancerWCMC,#,5.90886E+17,https://twitter.com/asbonerw/status/590886294789758976,,,
NCIgenomics,4/22/2015 10:33,1,0,,,#,5.90886E+17,https://twitter.com/NCIgenomics/status/590886198907920386,,,
DaleYuzuki,4/22/2015 10:33,0,0,,,#,5.90886E+17,https://twitter.com/DaleYuzuki/status/590886139671740417,,,
ecancer,4/22/2015 10:32,1,0,,,#,5.90886E+17,https://twitter.com/ecancer/status/590885828865458176,,,
DaleYuzuki,4/22/2015 10:32,0,0,,,# #,5.90886E+17,https://twitter.com/DaleYuzuki/status/590885785370550275,,,
NCIgenomics,4/22/2015 10:31,1,0,,,# #,5.90886E+17,https://twitter.com/NCIgenomics/status/590885724951568385,,,
shimadzussi,4/22/2015 10:31,0,0,,,#,5.90886E+17,https://twitter.com/shimadzussi/status/590885692588355584,,,
Roche,4/22/2015 10:31,3,1,,,# # #,5.90886E+17,https://twitter.com/Roche/status/590885641006743552,,,
UCCancerCenter,4/22/2015 10:31,0,0,,,#,5.90886E+17,https://twitter.com/UCCancerCenter/status/590885531124420608,,,
practiceupdate,4/22/2015 10:30,0,0,,,# #,5.90885E+17,https://twitter.com/practiceupdate/status/590885459896709120,,,
NCIgenomics,4/22/2015 10:30,0,0,,,# #,5.90885E+17,https://twitter.com/NCIgenomics/status/590885394566230016,,,
LICORBio,4/22/2015 10:30,0,0,,,#,5.90885E+17,https://twitter.com/LICORBio/status/590885331584610305,,,
KimmelCancerCtr,4/22/2015 10:30,1,1,,,# #,5.90885E+17,https://twitter.com/KimmelCancerCtr/status/590885320352141313,,,
DaleYuzuki,4/22/2015 10:30,1,0,,,#,5.90885E+17,https://twitter.com/DaleYuzuki/status/590885292355223552,,,
fluidigm,4/22/2015 10:29,7,8,,@,# # #,5.90885E+17,https://twitter.com/fluidigm/status/590885247232933888,,,
DaleYuzuki,4/22/2015 10:29,0,0,,@,#,5.90885E+17,https://twitter.com/DaleYuzuki/status/590885070476550144,,,
NCIgenomics,4/22/2015 10:29,0,0,,@,#,5.90885E+17,https://twitter.com/NCIgenomics/status/590885018253262848,,,
DaleYuzuki,4/22/2015 10:28,0,0,,@ @,# #,5.90885E+17,https://twitter.com/DaleYuzuki/status/590884960933937152,,,
arosenzweig19,4/22/2015 10:28,0,1,,@,# # #,5.90885E+17,https://twitter.com/arosenzweig19/status/590884955410067456,,,
jennihy,4/22/2015 10:28,1,0,,@,# #,5.90885E+17,https://twitter.com/jennihy/status/590884873587437568,,,
DaleYuzuki,4/22/2015 10:28,0,0,,@,# #,5.90885E+17,https://twitter.com/DaleYuzuki/status/590884866939625473,,,
DaleYuzuki,4/22/2015 10:27,0,0,,@,# #,5.90885E+17,https://twitter.com/DaleYuzuki/status/590884743996186625,,,
DaleYuzuki,4/22/2015 10:27,0,0,,@,#,5.90885E+17,https://twitter.com/DaleYuzuki/status/590884676451045376,,,
officialatcc,4/22/2015 10:27,0,0,,,#,5.90885E+17,https://twitter.com/officialatcc/status/590884668389613570,,,
LolaRahib,4/22/2015 10:27,0,0,,,# # #,5.90885E+17,https://twitter.com/LolaRahib/status/590884512126623744,,,
MonicaSciCom,4/22/2015 10:26,0,0,,,#,5.90884E+17,https://twitter.com/MonicaSciCom/status/590884422108459009,,,
jamienholloway,4/22/2015 10:26,0,1,,,# #,5.90884E+17,https://twitter.com/jamienholloway/status/590884303451639808,,,
weldeiry,4/22/2015 10:25,0,3,,@,#,5.90884E+17,https://twitter.com/weldeiry/status/590884248149688320,,,
NCIgenomics,4/22/2015 10:25,0,0,,,#,5.90884E+17,https://twitter.com/NCIgenomics/status/590884181250543616,,,
arosenzweig19,4/22/2015 10:25,1,0,,,# #,5.90884E+17,https://twitter.com/arosenzweig19/status/590884137055182850,,,
WCM_MeyerCancer,4/22/2015 10:25,1,0,,,#,5.90884E+17,https://twitter.com/WCM_MeyerCancer/status/590884111943868417,,,
NCIgenomics,4/22/2015 10:23,0,1,,,#,5.90884E+17,https://twitter.com/NCIgenomics/status/590883654760587264,,,
CancerNetwrk,4/22/2015 10:23,1,2,,,# # # #,5.90884E+17,https://twitter.com/CancerNetwrk/status/590883576515723266,,,
jleePSOC,4/22/2015 10:22,0,0,,,# # # # # # #,5.90883E+17,https://twitter.com/jleePSOC/status/590883276681805826,,,
asbonerw,4/22/2015 10:22,0,0,,@MeyerCancerWCMC,#,5.90883E+17,https://twitter.com/asbonerw/status/590883255290896384,,,
DMG_AICR,4/22/2015 10:21,0,0,,@ @,#,5.90883E+17,https://twitter.com/DMG_AICR/status/590883097291415553,,,
NCIgenomics,4/22/2015 10:20,0,0,,,#,5.90883E+17,https://twitter.com/NCIgenomics/status/590882897130815488,,,
AACR,4/22/2015 10:20,1,6,,@ @,#,5.90883E+17,https://twitter.com/AACR/status/590882774657163266,,,
NCIgenomics,4/22/2015 10:17,0,0,,,# #,5.90882E+17,https://twitter.com/NCIgenomics/status/590882186464722944,,,
AACR,4/22/2015 10:15,18,39,,@,#,5.90882E+17,https://twitter.com/AACR/status/590881517397790720,,,
NCIgenomics,4/22/2015 10:15,0,0,,,#,5.90881E+17,https://twitter.com/NCIgenomics/status/590881494396231681,,,
NCIgenomics,4/22/2015 10:14,0,0,,,#,5.90881E+17,https://twitter.com/NCIgenomics/status/590881282751651841,,,
NCIgenomics,4/22/2015 10:13,0,0,,,# #,5.90881E+17,https://twitter.com/NCIgenomics/status/590881125716856832,,,
MonicaSciCom,4/22/2015 10:12,0,0,,,#,5.90881E+17,https://twitter.com/MonicaSciCom/status/590880868153094144,,,
NCIgenomics,4/22/2015 10:11,0,0,,,# #,5.90881E+17,https://twitter.com/NCIgenomics/status/590880632290553856,,,
nicolwatson,4/22/2015 10:10,0,1,,@CST_DanielleC @,#,5.9088E+17,https://twitter.com/nicolwatson/status/590880358129893376,,,
iontorrent,4/22/2015 10:10,0,0,,,#,5.9088E+17,https://twitter.com/iontorrent/status/590880273086066688,,,
GenomeMedicine,4/22/2015 10:10,0,0,,,# #,5.9088E+17,https://twitter.com/GenomeMedicine/status/590880235563982849,,,
JanuszFranco,4/22/2015 10:09,0,0,,,#,5.9088E+17,https://twitter.com/JanuszFranco/status/590880111135748096,,,
NCIgenomics,4/22/2015 10:08,0,1,,,# #,5.9088E+17,https://twitter.com/NCIgenomics/status/590879882919473152,,,
weldeiry,4/22/2015 10:08,1,2,,@,#,5.9088E+17,https://twitter.com/weldeiry/status/590879806855712769,,,
NCIgenomics,4/22/2015 10:07,0,0,,,#,5.9088E+17,https://twitter.com/NCIgenomics/status/590879530417594368,,,
NCIgenomics,4/22/2015 10:06,0,0,,,#,5.90879E+17,https://twitter.com/NCIgenomics/status/590879332765151232,,,
AstraZenecaUS,4/22/2015 10:05,6,2,,@MedImmune,#,5.90879E+17,https://twitter.com/AstraZenecaUS/status/590879137285464065,,,
StressMarq,4/22/2015 10:05,0,0,,,#,5.90879E+17,https://twitter.com/StressMarq/status/590879123872075777,,,
CellSymposia,4/22/2015 10:05,0,1,,,#,5.90879E+17,https://twitter.com/CellSymposia/status/590879100291670016,,,
CellPressNews,4/22/2015 10:05,0,2,,,#,5.90879E+17,https://twitter.com/CellPressNews/status/590879085016002560,,,
NCIgenomics,4/22/2015 10:04,0,0,,@,# #,5.90879E+17,https://twitter.com/NCIgenomics/status/590878957161029632,,,
Gupta_Calling,4/22/2015 10:04,0,0,,@,# #,5.90879E+17,https://twitter.com/Gupta_Calling/status/590878729628295171,,,
ZephyrusBio,4/22/2015 10:03,4,1,,,#,5.90879E+17,https://twitter.com/ZephyrusBio/status/590878588733231104,,,
tikidiki,4/22/2015 10:03,0,0,,,#,5.90878E+17,https://twitter.com/tikidiki/status/590878479626989569,,,
iontorrent,4/22/2015 10:02,0,0,,,# #14,5.90878E+17,https://twitter.com/iontorrent/status/590878350874279936,,,
NCIgenomics,4/22/2015 10:02,0,0,,,# #,5.90878E+17,https://twitter.com/NCIgenomics/status/590878244137787394,,,
NCIgenomics,4/22/2015 10:01,0,0,,,#,5.90878E+17,https://twitter.com/NCIgenomics/status/590878134679031808,,,
chemobrainfog,4/22/2015 10:00,2,3,,@,# # #,5.90878E+17,https://twitter.com/chemobrainfog/status/590877952969199616,,,
Visabl_dot_com,4/22/2015 10:00,0,0,,,#,5.90878E+17,https://twitter.com/Visabl_dot_com/status/590877837545967616,,,
KimmelCancerCtr,4/22/2015 10:00,2,1,,,# #,5.90878E+17,https://twitter.com/KimmelCancerCtr/status/590877772886646785,,,
AACR,4/22/2015 10:00,0,0,,,#,5.90878E+17,https://twitter.com/AACR/status/590877749054722050,,,
CruelietteLewis,4/22/2015 9:57,0,0,,@,#,5.90877E+17,https://twitter.com/CruelietteLewis/status/590877158593191937,,,
atlasantibodies,4/22/2015 9:57,0,0,,,# #,5.90877E+17,https://twitter.com/atlasantibodies/status/590877103542894592,,,
CancerResearch,4/22/2015 9:55,0,0,,,# #,5.90877E+17,https://twitter.com/CancerResearch/status/590876651493392385,,,
CancerResearch,4/22/2015 9:54,0,1,,@,#,5.90876E+17,https://twitter.com/CancerResearch/status/590876240162250752,,,
AlpineBV_Miller,4/22/2015 9:54,0,0,,,#,5.90876E+17,https://twitter.com/AlpineBV_Miller/status/590876206997831680,,,
rideappdiscount,4/22/2015 9:53,0,0,,,# # # #,5.90876E+17,https://twitter.com/rideappdiscount/status/590876031445241858,,,
iontorrent,4/22/2015 9:53,0,0,,,#,5.90876E+17,https://twitter.com/iontorrent/status/590875990139666432,,,
AlpineBV_Miller,4/22/2015 9:52,0,1,,,#,5.90876E+17,https://twitter.com/AlpineBV_Miller/status/590875848351289344,,,
MaverickNY,4/22/2015 9:50,0,2,,,#,5.90875E+17,https://twitter.com/MaverickNY/status/590875329985699840,,,
CellPressNews,4/22/2015 9:50,0,1,,@,#,5.90875E+17,https://twitter.com/CellPressNews/status/590875289187647488,,,
isciencewriter,4/22/2015 9:50,0,0,,,# # #,5.90875E+17,https://twitter.com/isciencewriter/status/590875263921172480,,,
Immuneering,4/22/2015 9:47,0,0,,@ @,#,5.90875E+17,https://twitter.com/Immuneering/status/590874619550298113,,,
World_ADC,4/22/2015 9:47,0,0,,@,# # #,5.90875E+17,https://twitter.com/World_ADC/status/590874561870221312,,,
weldeiry,4/22/2015 9:46,0,2,,@ @,#,5.90874E+17,https://twitter.com/weldeiry/status/590874331997216770,,,
drsam,4/22/2015 9:45,0,0,,,#,5.90874E+17,https://twitter.com/drsam/status/590874018619719680,,,
MonicaSciCom,4/22/2015 9:44,1,0,,,# #,5.90874E+17,https://twitter.com/MonicaSciCom/status/590873907630120960,,,
MyelomaTeacher,4/22/2015 9:43,0,0,,,# # #,5.90874E+17,https://twitter.com/MyelomaTeacher/status/590873643141365760,,,
UCCancerCenter,4/22/2015 9:42,0,1,,,#,5.90873E+17,https://twitter.com/UCCancerCenter/status/590873388731785216,,,
CME_Scout,4/22/2015 9:40,0,0,,,#,5.90873E+17,https://twitter.com/CME_Scout/status/590872740829274113,,,
BayerPharma,4/22/2015 9:40,2,2,,@,#,5.90873E+17,https://twitter.com/BayerPharma/status/590872740669829120,,,
GenomeMedicine,4/22/2015 9:38,0,1,,,# #,5.90872E+17,https://twitter.com/GenomeMedicine/status/590872263320326144,,,
BiotechMichelle,4/22/2015 9:37,2,0,,,#,5.90872E+17,https://twitter.com/BiotechMichelle/status/590872127580073985,,,
weldeiry,4/22/2015 9:37,1,3,,@,#,5.90872E+17,https://twitter.com/weldeiry/status/590872052032270336,,,
iontorrent,4/22/2015 9:37,2,1,,,#,5.90872E+17,https://twitter.com/iontorrent/status/590872051428130816,,,
heidiledford,4/22/2015 9:37,0,0,,,#,5.90872E+17,https://twitter.com/heidiledford/status/590871942963539968,,,
BiotechMichelle,4/22/2015 9:36,1,0,,,#,5.90872E+17,https://twitter.com/BiotechMichelle/status/590871882792099840,,,
LICORBio,4/22/2015 9:36,0,0,,,#,5.90872E+17,https://twitter.com/LICORBio/status/590871758938320896,,,
NCIgenomics,4/22/2015 9:36,0,0,,,# #,5.90872E+17,https://twitter.com/NCIgenomics/status/590871697307348992,,,
MonicaSciCom,4/22/2015 9:35,0,0,,,#,5.90872E+17,https://twitter.com/MonicaSciCom/status/590871552998166529,,,
CellPressNews,4/22/2015 9:35,1,0,,@,#,5.90871E+17,https://twitter.com/CellPressNews/status/590871481833410560,,,
SN_Oncology,4/22/2015 9:35,0,0,,,# #,5.90871E+17,https://twitter.com/SN_Oncology/status/590871472916271104,,,
AACR,4/22/2015 9:35,0,2,,,# #1827,5.90871E+17,https://twitter.com/AACR/status/590871456562733057,,,
AACR,4/22/2015 9:35,0,1,,,# #,5.90871E+17,https://twitter.com/AACR/status/590871449474301952,,,
NCIgenomics,4/22/2015 9:34,0,0,,,#,5.90871E+17,https://twitter.com/NCIgenomics/status/590871365323984897,,,
przewiezlikowsk,4/22/2015 9:34,0,0,,,#,5.90871E+17,https://twitter.com/przewiezlikowsk/status/590871336085540867,,,
EmpireGenomics,4/22/2015 9:33,0,1,,@ @,# #,5.90871E+17,https://twitter.com/EmpireGenomics/status/590871008535515136,,,
NCIgenomics,4/22/2015 9:33,0,0,,,#,5.90871E+17,https://twitter.com/NCIgenomics/status/590870937593114624,,,
DrRichBesser,4/22/2015 9:32,5,4,,@,# #,5.90871E+17,https://twitter.com/DrRichBesser/status/590870896270794754,,,
iontorrent,4/22/2015 9:32,0,3,,,# #14,5.90871E+17,https://twitter.com/iontorrent/status/590870794936324096,,,
DebiopharmNews,4/22/2015 9:31,1,0,,,# # #,5.90871E+17,https://twitter.com/DebiopharmNews/status/590870574924181504,,,
Roche,4/22/2015 9:31,3,5,,,#,5.90871E+17,https://twitter.com/Roche/status/590870506942914560,,,
RutgersCancer,4/22/2015 9:30,1,1,,@,# # #,5.9087E+17,https://twitter.com/RutgersCancer/status/590870406413811712,,,
NCIgenomics,4/22/2015 9:30,0,0,,,#,5.9087E+17,https://twitter.com/NCIgenomics/status/590870353544609792,,,
genentech,4/22/2015 9:30,7,2,,,# #,5.9087E+17,https://twitter.com/genentech/status/590870314919297026,,,
PKILifeScience,4/22/2015 9:30,0,0,,,#,5.9087E+17,https://twitter.com/PKILifeScience/status/590870241351225344,,,
00livier,4/22/2015 9:29,0,0,,,#,5.9087E+17,https://twitter.com/00livier/status/590870056231395328,,,
pauldriscoll33,4/22/2015 9:29,0,0,,,# # #,5.9087E+17,https://twitter.com/pauldriscoll33/status/590869972995469312,,,
NCIgenomics,4/22/2015 9:27,0,0,,,#,5.90869E+17,https://twitter.com/NCIgenomics/status/590869445670785024,,,
pauldriscoll33,4/22/2015 9:26,0,0,,,# # #,5.90869E+17,https://twitter.com/pauldriscoll33/status/590869299012751362,,,
WCM_MeyerCancer,4/22/2015 9:25,1,2,,,# # #,5.90869E+17,https://twitter.com/WCM_MeyerCancer/status/590868956942114816,,,
heidiledford,4/22/2015 9:24,0,0,,,#,5.90869E+17,https://twitter.com/heidiledford/status/590868848464760832,,,
dw_scientific,4/22/2015 9:22,0,0,,,#,5.90868E+17,https://twitter.com/dw_scientific/status/590868339913818112,,,
MyelomaTeacher,4/22/2015 9:21,0,0,,,# #,5.90868E+17,https://twitter.com/MyelomaTeacher/status/590868091531350016,,,
SN_Oncology,4/22/2015 9:20,0,0,,,# # # #,5.90868E+17,https://twitter.com/SN_Oncology/status/590867705714073600,,,
elsbiomedchem,4/22/2015 9:20,0,0,,,#,5.90868E+17,https://twitter.com/elsbiomedchem/status/590867673896058880,,,
ELSStemCell,4/22/2015 9:20,0,0,,,#,5.90868E+17,https://twitter.com/ELSStemCell/status/590867672277082112,,,
GtownNHS,4/22/2015 9:19,0,0,,@ @,,5.90868E+17,https://twitter.com/GtownNHS/status/590867584557436928,,,
00livier,4/22/2015 9:18,0,0,,,#,5.90867E+17,https://twitter.com/00livier/status/590867290209550337,,,
KimmelCancerCtr,4/22/2015 9:15,1,1,,,# #,5.90866E+17,https://twitter.com/KimmelCancerCtr/status/590866408382144512,,,
NCIgenomics,4/22/2015 9:14,0,0,,,#,5.90866E+17,https://twitter.com/NCIgenomics/status/590866322411626496,,,
FoundationATCG,4/22/2015 9:14,2,2,,,#,5.90866E+17,https://twitter.com/FoundationATCG/status/590866240970821632,,,
00livier,4/22/2015 9:14,1,0,,,#,5.90866E+17,https://twitter.com/00livier/status/590866140525633536,,,
NCIgenomics,4/22/2015 9:13,0,0,,,#,5.90866E+17,https://twitter.com/NCIgenomics/status/590866075509751808,,,
heidiledford,4/22/2015 9:13,0,1,,,#,5.90866E+17,https://twitter.com/heidiledford/status/590865918806327296,,,
NCIgenomics,4/22/2015 9:12,0,0,,,#,5.90866E+17,https://twitter.com/NCIgenomics/status/590865836342140928,,,
NCIgenomics,4/22/2015 9:11,3,2,,,#,5.90866E+17,https://twitter.com/NCIgenomics/status/590865608759242752,,,
McLainTom,4/22/2015 9:11,0,0,,@,#,5.90866E+17,https://twitter.com/McLainTom/status/590865601507262464,,,
FoundationATCG,4/22/2015 9:11,2,3,,,# #23,5.90866E+17,https://twitter.com/FoundationATCG/status/590865577553592320,,,
MyelomaTeacher,4/22/2015 9:11,0,0,,@,# #,5.90865E+17,https://twitter.com/MyelomaTeacher/status/590865427552677888,,,
MonicaSciCom,4/22/2015 9:10,0,0,,,#,5.90865E+17,https://twitter.com/MonicaSciCom/status/590865347110141952,,,
NCIgenomics,4/22/2015 9:10,0,0,,,#,5.90865E+17,https://twitter.com/NCIgenomics/status/590865253484908544,,,
AACR,4/22/2015 9:10,0,0,,,#,5.90865E+17,https://twitter.com/AACR/status/590865151831764993,,,
slgoff_SB,4/22/2015 9:08,0,0,,@,#,5.90865E+17,https://twitter.com/slgoff_SB/status/590864794867134464,,,
GenomeMedicine,4/22/2015 9:07,2,2,,,# #,5.90865E+17,https://twitter.com/GenomeMedicine/status/590864573714030593,,,
Biossusa,4/22/2015 9:07,0,0,,,# #1044,5.90864E+17,https://twitter.com/Biossusa/status/590864470009896960,,,
NCIgenomics,4/22/2015 9:07,1,0,,,#,5.90864E+17,https://twitter.com/NCIgenomics/status/590864396357861376,,,
AppliedBio,4/22/2015 9:06,1,3,,,#,5.90864E+17,https://twitter.com/AppliedBio/status/590864160893734913,,,
iontorrent,4/22/2015 9:06,2,4,,,#,5.90864E+17,https://twitter.com/iontorrent/status/590864160860209152,,,
MonicaSciCom,4/22/2015 9:06,0,0,,,#,5.90864E+17,https://twitter.com/MonicaSciCom/status/590864138357837824,,,
NCIgenomics,4/22/2015 9:06,0,0,,@,#,5.90864E+17,https://twitter.com/NCIgenomics/status/590864135929405440,,,
WCM_MeyerCancer,4/22/2015 9:05,0,0,,,# # #,5.90864E+17,https://twitter.com/WCM_MeyerCancer/status/590864032447467521,,,
CellPressNews,4/22/2015 9:05,0,1,,,#,5.90864E+17,https://twitter.com/CellPressNews/status/590863974993960960,,,
StressMarq,4/22/2015 9:05,0,0,,@,#,5.90864E+17,https://twitter.com/StressMarq/status/590863927686356992,,,
LolaRahib,4/22/2015 9:04,0,1,,@,# # #,5.90864E+17,https://twitter.com/LolaRahib/status/590863804084391937,,,
NCIgenomics,4/22/2015 9:04,0,1,,@ @,#,5.90864E+17,https://twitter.com/NCIgenomics/status/590863638325547008,,,
Biossusa,4/22/2015 9:03,0,0,,,#,5.90864E+17,https://twitter.com/Biossusa/status/590863580314079232,,,
yayasanalsaban,4/22/2015 9:03,0,0,,,# # #,5.90864E+17,https://twitter.com/yayasanalsaban/status/590863544553496576,,,
GenomeMedicine,4/22/2015 9:03,0,1,,,# #,5.90863E+17,https://twitter.com/GenomeMedicine/status/590863496558092289,,,
GuardantHealth,4/22/2015 9:03,0,0,,,# #1157,5.90863E+17,https://twitter.com/GuardantHealth/status/590863407403900928,,,
slgoff_SB,4/22/2015 9:02,0,0,,,# # #,5.90863E+17,https://twitter.com/slgoff_SB/status/590863165686161408,,,
PhRMA,4/22/2015 9:02,1,0,,@,#,5.90863E+17,https://twitter.com/PhRMA/status/590863138033119233,,,
MonicaSciCom,4/22/2015 9:01,1,1,,,#,5.90863E+17,https://twitter.com/MonicaSciCom/status/590862952397406209,,,
NCICRCHD,4/22/2015 9:01,0,0,,@NCIExhibits @ @,# #601,5.90863E+17,https://twitter.com/NCICRCHD/status/590862869065027584,,,
NCIEpi,4/22/2015 9:00,0,0,,@NCIExhibits,# #,5.90863E+17,https://twitter.com/NCIEpi/status/590862740266319872,,,
healthhashtags,4/22/2015 9:00,2,1,,,# # # # # # #,5.90863E+17,https://twitter.com/healthhashtags/status/590862705394917377,,,
AACR,4/22/2015 9:00,0,0,,,#,5.90863E+17,https://twitter.com/AACR/status/590862682305232897,,,
CME_Scout,4/22/2015 8:59,0,0,,@,#,5.90862E+17,https://twitter.com/CME_Scout/status/590862430495965184,,,
p007ma,4/22/2015 8:59,0,0,,@,# #,5.90862E+17,https://twitter.com/p007ma/status/590862381145792512,,,
DrRaulDM,4/22/2015 8:55,0,0,,@,# # #,5.90861E+17,https://twitter.com/DrRaulDM/status/590861376551145472,,,
arosenzweig19,4/22/2015 8:54,2,3,,@ @,# # #,5.90861E+17,https://twitter.com/arosenzweig19/status/590861316576915456,,,
MonicaSciCom,4/22/2015 8:54,0,0," who names these things?!"" # AACR15""",,,#,5.90861E+17,https://twitter.com/MonicaSciCom/status/590861147395518464,,
drscoop,4/22/2015 8:53,3,1,,@,#,5.90861E+17,https://twitter.com/drscoop/status/590861045796855808,,,
LolaRahib,4/22/2015 8:53,2,4,,,# #,5.90861E+17,https://twitter.com/LolaRahib/status/590860973830975489,,,
heidiledford,4/22/2015 8:52,0,1,,,#,5.90861E+17,https://twitter.com/heidiledford/status/590860844659044352,,,
MyelomaTeacher,4/22/2015 8:52,0,1,,@ @,,5.90861E+17,https://twitter.com/MyelomaTeacher/status/590860739352645632,,,
OrentasR,4/22/2015 8:51,0,1,,,# #,5.9086E+17,https://twitter.com/OrentasR/status/590860369587019776,,,
greggkeaney,4/22/2015 8:46,0,3,,,# # #,5.90859E+17,https://twitter.com/greggkeaney/status/590859328975986689,,,
MonicaSciCom,4/22/2015 8:46,1,1," but what about human tumors?"" # AACR15""",,,#,5.90859E+17,https://twitter.com/MonicaSciCom/status/590859274642939904,,
NCIgenomics,4/22/2015 8:46,3,3,,,#,5.90859E+17,https://twitter.com/NCIgenomics/status/590859232079171584,,,
MyelomaTeacher,4/22/2015 8:45,0,0,,,# # #,5.90859E+17,https://twitter.com/MyelomaTeacher/status/590859091012100096,,,
CME_Scout,4/22/2015 8:45,0,0,,,#,5.90859E+17,https://twitter.com/CME_Scout/status/590858912070533120,,,
MSKCC_Library,4/22/2015 8:45,1,1,,@ @,#,5.90859E+17,https://twitter.com/MSKCC_Library/status/590858894932574208,,,
KimmelCancerCtr,4/22/2015 8:45,0,0,,,# # #,5.90859E+17,https://twitter.com/KimmelCancerCtr/status/590858886069944322,,,
AACR,4/22/2015 8:45,2,1,,,# #,5.90859E+17,https://twitter.com/AACR/status/590858860568694784,,,
NCIgenomics,4/22/2015 8:42,0,2,,,#,5.90858E+17,https://twitter.com/NCIgenomics/status/590858315145568256,,,
UMNCancer,4/22/2015 8:42,6,10,,@ @ @ @,# # #,5.90858E+17,https://twitter.com/UMNCancer/status/590858103173881856,,,
MonicaSciCom,4/22/2015 8:40,0,0,,,#,5.90858E+17,https://twitter.com/MonicaSciCom/status/590857723635490816,,,
MyelomaTeacher,4/22/2015 8:40,0,0,,,# # # #,5.90858E+17,https://twitter.com/MyelomaTeacher/status/590857597718257664,,,
MonicaSciCom,4/22/2015 8:39,0,0,,,#,5.90858E+17,https://twitter.com/MonicaSciCom/status/590857576541253633,,,
NCIgenomics,4/22/2015 8:37,3,4,,,#,5.90857E+17,https://twitter.com/NCIgenomics/status/590857002974371840,,,
lktlabs,4/22/2015 8:37,0,1,,,#,5.90857E+17,https://twitter.com/lktlabs/status/590856984737505280,,,
cancerassassin1,4/22/2015 8:35,4,3,,@,# # # #,5.90856E+17,https://twitter.com/cancerassassin1/status/590856493278359553,,,
emma100Lyon,4/22/2015 8:35,0,0,,,#,5.90856E+17,https://twitter.com/emma100Lyon/status/590856343575257089,,,
NCIgenomics,4/22/2015 8:35,0,1,,@,#,5.90856E+17,https://twitter.com/NCIgenomics/status/590856324998627328,,,
WakoChemicalsUS,4/22/2015 8:34,0,0,,@ @,,5.90856E+17,https://twitter.com/WakoChemicalsUS/status/590856189346447360,,,
AlpineBV_Miller,4/22/2015 8:34,2,4,,,#,5.90856E+17,https://twitter.com/AlpineBV_Miller/status/590856160430948353,,,
NCIgenomics,4/22/2015 8:33,2,3,,,#,5.90856E+17,https://twitter.com/NCIgenomics/status/590856063060221952,,,
amos18,4/22/2015 8:33,1,1,,,# # #,5.90856E+17,https://twitter.com/amos18/status/590856002762866688,,,
Chocopaco49,4/22/2015 8:33,1,2,,@ @ @,#,5.90856E+17,https://twitter.com/Chocopaco49/status/590855945921683456,,,
cancerassassin1,4/22/2015 8:33,0,0,,@ @,,5.90856E+17,https://twitter.com/cancerassassin1/status/590855852371902464,,,
DebiopharmNews,4/22/2015 8:31,0,0,,,# # #,5.90855E+17,https://twitter.com/DebiopharmNews/status/590855424422912000,,,
nbferrara,4/22/2015 8:31,0,0,,,# #,5.90855E+17,https://twitter.com/nbferrara/status/590855320869740545,,,
practiceupdate,4/22/2015 8:30,0,0,,,# #,5.90855E+17,https://twitter.com/practiceupdate/status/590855270361911297,,,
TargetedOnc,4/22/2015 8:30,1,0,,,#,5.90855E+17,https://twitter.com/TargetedOnc/status/590855164229242880,,,
VolitionRx,4/22/2015 8:30,0,0,,@,#,5.90855E+17,https://twitter.com/VolitionRx/status/590855150413185024,,,
ICR_London,4/22/2015 8:30,1,0,,@,,5.90855E+17,https://twitter.com/ICR_London/status/590855141152161792,,,
abcam,4/22/2015 8:30,0,0,,,#,5.90855E+17,https://twitter.com/abcam/status/590855075586650112,,,
weldeiry,4/22/2015 8:29,0,1,,@,#,5.90855E+17,https://twitter.com/weldeiry/status/590855002299727874,,,
MyelomaTeacher,4/22/2015 8:27,0,0,,,# # # #,5.90855E+17,https://twitter.com/MyelomaTeacher/status/590854512794939392,,,
mulia_lita,4/22/2015 8:27,0,0,,@ @AACarnival2015 @,# # #,5.90854E+17,https://twitter.com/mulia_lita/status/590854450350133251,,,
UMNCancer,4/22/2015 8:25,4,2,,@ @,# #,5.90854E+17,https://twitter.com/UMNCancer/status/590853878469496832,,,
SN_Oncology,4/22/2015 8:25,0,0,,,# #,5.90854E+17,https://twitter.com/SN_Oncology/status/590853842083962880,,,
